プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,占い師,こんにちは。
プロローグ,少女リーザ,村人,こんにちはーリーザだよ
プロローグ,村長ヴァルター,狩人,やあ、こんにちは。ずっと雨で気が滅入るな。河川や用水路にはうかつに近寄らないように。人狼騒ぎも単なる噂だと良いが…。
プロローグ,宿屋の女主人レジーナ,村人,はいいらっしゃいこんにちは。こんなに雨が続くと流石に滅入るねえ。カビも心配だし…
プロローグ,負傷兵シモン,村人,わたしはシモンだ。雨が降ると古傷が痛んで、憂鬱だな。
プロローグ,宿屋の女主人レジーナ,村人,おっと忘れてた。宿帳を置いておくよ。■1.コアタイム■2.希望仮／本決定時間■3.やりたいこと／やりたくないこと□4.フリースペース
プロローグ,宿屋の女主人レジーナ,村人,シモンもいらっしゃい。ジメジメしてるけど、まあゆっくりしていきな。私はまだ野暮用があるので、またあとにくるよ。
プロローグ,少年ペーター,人狼,だれか僕の宿題手伝ってくれない？
プロローグ,少年ペーター,人狼,■1.22：45～■2.23：30／00：00■3.皆で楽しいお話したい／突然死はしないよ□4.僕昆虫大好き。夏休みの宿題だれか手伝って～！
プロローグ,少年ペーター,人狼,レジーナ、ここで宿題やっていい？涼しくて気持ちいいんだもん。それと、カルピスあったらちょうだい！人狼？それ夏休みの自由研究にしようかな？
プロローグ,旅人ニコラス,占い師,■1.11:00～■2.お任せ■3.なるべく村の集まりには顔を出したいな□4.虫や魚を探して世界中を旅しているんだ。ペーター君とは趣味が合いそうだね。
プロローグ,ならず者ディーター,人狼,人狼？借金取りより怖いもんなんてねーよ。
プロローグ,ならず者ディーター,人狼,■1 21:00以降■2 任せた■3 流行り病には気をつけよーぜ□4 ギャンブルで有り金スッた上、借金取りから逃亡中だぜ。仕事募集中。なんでもやるが、金庫番とかオススメだぜ！
プロローグ,少女リーザ,村人,あぅ…また寝ちゃったのゲルトさん、ニコラスさん、村長さん、レジーナさん、シモンさん、ペーター君、ディーターさんよろしくなの宿帳になんか書いてあるの！私はね…■1.22時以降なの■2.おまかせするの■3.みんなと仲良くしたいの□4.リーザはリーザだよ？みんなよろしくね。ペーター君、一緒に宿題しよー。私はね、さんせいう？について調べるんだ！雨が降ったらポンポロロン♪
プロローグ,老人モーリッツ,人狼,おじいちゃんじゃよ久しぶりにこの村に帰ってきたら人狼じゃと？怖いのぅ恐ろしいのぅ■1.23時頃■2.皆に任せるわぃ■3.長期に渡る村は久しぶりじゃわぃお手柔らかにお願いするわぃ□4.楽しくわぃわぃ出来たらいいんだがのぅ…
プロローグ,農夫ヤコブ,村人,俺のとこの畑があああああああ！
プロローグ,農夫ヤコブ,村人,■1.日によりまちまち。夜多め■2.仮2時間前、本1時間前ぐらい？■3.みんなが居るときに顔だしてえな□4.雨続きで畑がダメになってしもうた…orz
プロローグ,行商人アルビン,村人,ここは雨が多いな。かき氷は売れんかあ
プロローグ,行商人アルビン,村人,ちょっと傘仕入れて来るわ。また後でな
プロローグ,少女リーザ,村人,おじいちゃん、ヤコブちゃん、アルビンさんよろしくね。
プロローグ,農夫ヤコブ,村人,よろし…って、いやいやいやいや。リィなんで俺だけちゃんづけ？！ペーターでさえくんなのに…！おじいちゃんで間違っただけだよな、そうだと言って！アル＞大根の種くれ。雨ニモ負ケヌやつ
プロローグ,少女リーザ,村人,あれっ間違っ……ううん私間違えてないよ！ヤコブちゃんはヤコブちゃんなの。かわいいの。私が間違えるなんてないの。(ほんとは間違えちゃったの。ごめんなさい。でももうこのまま通すしかないの)
プロローグ,羊飼いカタリナ,村人,こうも雨が続くと羊さんたちが可哀想草はあーんなにあるのに
プロローグ,羊飼いカタリナ,村人,小屋の中に押し込めっぱなししまいっぱなし私はなーんにもすることがないのよでは、また後でおやすみなさい
プロローグ,木こりトーマス,村人,こんにちは人狼が恐ろしくて仕事にならないぜ
プロローグ,農夫ヤコブ,村人,.o0(通す…だと…！？何気に畑仕事で脱いだら凄いおらが…！)　あ、リィはトマもちゃん付けだったっけな、な？（無茶振り）　　トマ＞仕事しろ、超仕事しろ。その筋肉は張りぼてか。　　リナは可愛いから仕事してなくても許す。
プロローグ,老人モーリッツ,人狼,雨止まぬのぅ腰痛いのぅ暑いのぅ誰か揉んでくれんかのぅ？とりあえず外に出ないとご飯も食べられないんじゃわぃばあさまをはよぅに亡くして一人なんじゃさて飲みにでも行ってくるとするかのぅ
プロローグ,木こりトーマス,村人,■1.夜が多いな■2.任せるぞ■3.みんな仲良くしてくれや□4.もっと鍛えて、狼人などぶちのめしてやるぜ
プロローグ,少女リーザ,村人,カタリナさん、トーマスちゃ…ん？よろしくなの（やっぱりトーマスちゃんは無理があるよーいかついの。）おじいちゃん帰ってきたら揉んであげるの。いつもパパにリーザは揉むのうまいなって誉められてるの。
プロローグ,村長ヴァルター,狩人,お、人が集まってきたみたいだな。みんなよろしく。■1．21：00～。日によってまちまちだ。■2．仮23：15　本0：00くらいでどうかな■3．奇策を打つならなぜそれが陣営のためになるかきちんと説明することを約束してほしい。それと、雰囲気の良い村にしたいな。□4．ヤコブ、畑の様子を見に行くときは十分に気を付けてくれよ。危ないからな。
プロローグ,老人モーリッツ,人狼,おぉリザちゃん優しいのぅ揉むのがうまいのかぃ？じゃあちょっとこっちにきて揉んでくれんかのぅ？あ、いやもっと下じゃ、もっと下じゃ股間のあた（ｒｙふぅ…リザちゃんうまいのぅ…
