プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,シスターフリーデル,占い師,主よ、どんなことが起きても、最後まで思いやりを忘れずに楽しい時間を過ごせる仲間が集まりますように。いらっしゃる方々は、なるべく沢山話ができて、時間までに来られる楽しい方が良いですね。
プロローグ,神父ジムゾン,人狼,健気な修道女の言葉に、神父ジムゾン、馳せ参じ候。貴女の美しさにかけて誓います。最後まで思いやりを忘れることなく、みなさんと楽しく過ごすことを。なるべく沢山話をして、時間は守りたいと思っています。
プロローグ,神父ジムゾン,人狼,では議題を置いておきます。■1.宿によくいる時間（コアタイム）■2.仮、本決定の希望時刻■3.やりたい事、やりたくない事、（投票CO・個人戦等の是非）□4.自己紹介等お好きに。
プロローグ,神父ジムゾン,人狼,——　教会からのお願い　——
プロローグ,神父ジムゾン,人狼,【初参加の方は初参加であることを隠しましょう】ちゃんとまとめサイト（http://wolfbbs.jp/）を読んでルールや用語、マナー、禁止行為を理解して入村しましょう。過去ログを読んでる方が発言しやすいですよ。村の中では初参加を理由に、手心が加えられることはありませんし、「初参加です」と最初に言うことは礼儀ではありません。逆に迷惑をかけてしまう行為です。
プロローグ,神父ジムゾン,人狼,【突然死はしないでね】このゲームは一週間近くかかります。毎日２～３時間はとれないと厳しいですよ。日程と時間を調整をしてから入ってくださいね。突然死はゲームバランスを崩します。もしもリアル都合でどうしても発言ができなくなる場合は、みんなに言ってください。また、疑い合いのゲームですので思った以上に辛いですよ。入村は覚悟の上で。最後までがんばりましょう。
プロローグ,神父ジムゾン,人狼,【更新時間は２３：１５です】この村は夜に参加される方が多くなります。更新時間の１～２時間前にある「決定時間」の前までには自分の発言を終わらせて、村の決定を見ることができないと、あなただけではなく参加したひとみんなも困ります。他にもいろいろな更新時間の村がありますから、自分の参加時間帯にあった村を選びましょう。
プロローグ,神父ジムゾン,人狼,【どの役職を希望したかは村の中で言わないように】自分の役職希望を言ってしまうのは、どういう状況であれ情報にメタなノイズがかかりますからいけません。自分の役職希望を説得材料にするのもメッ。エピまで胸の中だけに秘めておいてくださいね。
プロローグ,神父ジムゾン,人狼,とまあ、お堅いことを書きましたが。一週間みんなで楽しく遊びたいものですね。やれ、頑張りすぎて肩が凝ってしまった。真面目にやるのはお金を借りるときと、奥さんに謝るときだけにしたいものです。私、バツイチですが。はっ。そうだ。今ならフリーデルさんとふたりっきりじゃないですか。ちゃーんす！
プロローグ,神父ジムゾン,人狼,—— 恋文 ——フリーデルさんへ。ああ、貴女の熱い視線で、私のハートは、もう、ボロボロ。残っているのは、『君を好き』という気持ちだけ。まばたきする暇も惜しいほど、私は貴女の瞳をみつめていたい。もしよかったら、これからいっしょに、流れ星でも、見つけに行きませんか？— 貴女の恋の奴隷ジムゾンより —
プロローグ,旅人ニコラス,人狼,む、これはリア充のにおいか…？爆薬を用意せねば。
プロローグ,シスターフリーデル,占い師,神父様、ご親切な解説ありがとうございます。人狼が出るという噂。村の雰囲気がギスギスしがちなものですが。たとえ、人狼が人を騙そうとも、それも主が私たちに与えた試練。どんな人にも、感謝の気持ちを忘れないようにしたいですね。
プロローグ,シスターフリーデル,占い師,>>10>>11　あの神父様、お気持ちは嬉しいのですが。この身は既に主に捧げた身。生涯貞潔を守ると誓いを立てておりますので、お気持ちにお答えできません。ですが、カソリックですと、献身者の婚姻も離婚も認めてはいないはず。神父様と名乗るからには、同じカソリックのはずだと思っておりましたが。
プロローグ,神父ジムゾン,人狼,>>12 爆弾？！　あ・・あわ・・・あわ・・・>>14 私、アルバイトですから。しかし、その美しさで生涯貞潔とはもったいなゴホゲホ。かといって、神様には勝てませんよねぇ・・・
プロローグ,シスターフリーデル,占い師,■１　私のコアタイムは、19時～25時位まで。■２　仮決定21時半　本決定22時半で如何でしょう。まとめ役がいらっしゃる場合は、決定理由も説明して頂きたいです。■３　特別にやりたい作戦とかはありません。皆様が楽しめるなら、どんな作戦でも、それなりの勝算はあるでしょうから。■４　私は主への信仰ゆえにときに、妄信的になってしまうこともあるようですが。
プロローグ,シスターフリーデル,占い師,>>15アルバイトと言うと、ホテルの結婚式とかで、式典を司る役者さんのような方ですか。それはお疲れ様です。>>12　ニコラス様もよろしくお願い致します。疲れた旅人のために、教会というのはあるものですから。
プロローグ,旅人ニコラス,人狼,>>14>>15　いや、どうやら爆破の必要性はないようだね。神父さん、一緒に呑もうか…。>>17　ああ、シスターよろしく頼むよ。汝隣人を愛せよ、だったかな。楽しくやれるといいね。
プロローグ,神父ジムゾン,人狼,>>17 ええ。本業は役者ですよ。GWの短期バイトなのですよ。「明るい教会のイメージキャラクター・ジムちゃん」です。本当の神父な仕事は何もできませんが、オルガンぐらいは弾けます。あとは掃除洗濯飯炊きですかねぇ。[割烹着を着込み]。あ、喫煙するときは、見つからないようにこっそりしますからご安心くださいな。>>18 ええ、飲みましょうか…　カクテルなんていかがです？　つ【ギムレット】
プロローグ,シスターフリーデル,占い師,>>18お酒を飲まれますか？旅にお疲れのニコラス様になら、当修道院で作っているリキュール、シャルトリューズのイブを角砂糖に垂らして差し上げますわ。ゆっくり口の中で溶かして召し上がって下さい。角砂糖の甘みは身体の疲れを取り、アルコールは精神を癒してくれますよ。
プロローグ,神父ジムゾン,人狼,>>20 ああ・・・旅人にお酒を勧める言葉がまるで聖母のように暖かい。やっぱり素敵なシスターですね・・・神様め神様め神様め！うらやましい！
プロローグ,シスターフリーデル,占い師,>>19神父様は、やはり、役者さんでしたか。安心しました。人狼の噂を聞きつけて、聖堂教会のエセ神父でも派遣されてきたのではないかと内心ビクビクしておりましたの。
プロローグ,シスターフリーデル,占い師,あちらの教会は、疑わしきは罰せよと、代行者とかいう処刑機関のようなものまで設けているという噂ですからね。代行者によって、村一つが消されたなどという噂も聞いております。私たちは、愛を忘れずに参りましょう。
プロローグ,旅人ニコラス,人狼,>>19>>20　二人ともありがとう。頂くよ。[...は神父と乾杯した]まったく、良い女にはすでに先約が居るものだね。しかも相手が神様とは。神様は…さすがに爆破できないな。
プロローグ,神父ジムゾン,人狼,>>24 [乾杯しながら]まったくです。もっとも、神様だろうと爆弾抱えて特攻してもいいぐらいには、彼女に惚れ込んでるんですけどね・・・さて、今日は始まりそうにないので、先に休ませてもらいますよ。
プロローグ,旅人ニコラス,人狼,■１．基本20-25、他も不定期だがそれなりに居たりも。■２．仮21:30、本22:30くらいかな。■３．(新)投票COは投票を間違えると大変なことになりそうだが、間違えないならどちらでも。□４．新緑の村だというのに私に春が来る気配はないようだ。私も緑なのに…。芽がでない…。とりあえずリア充は爆発しろ（ボソッ
プロローグ,神父ジムゾン,人狼,■1.２１時～２４時ぐらいまでかな。早い時はもうちょっと早く来れるかもしれません。あとは暇な時に不定期で。■2.仮決定２１時半～２２時　本決定２２時半～２３時■3.投票COはあまり好きじゃないんですが、ひとりで駄々こねてもアレなんで、するなら投票ミスしないようにしましょうねとだけ。個人戦でも構いません。□4.上で申しました通り、役者で短期バイトでおさんどんのジムちゃんです。よろしくね。
プロローグ,旅人ニコラス,人狼,ふむ。これは今日は始まりそうにもないね。お酒で一息つきながらゆっくり待つとしよう。>>25　神父さん、おやすみ。また明日。
