プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,羊飼いカタリナ,村人,人狼なんているわけないわよ。みんな大げさねえ
プロローグ,羊飼いカタリナ,村人,［よく使う略号など］▼:吊り第一希望　▽:吊り第二希望●:占い第一希望　○:占い第二希望■:議題　□:ネタ議題　【　】:強調したい事柄（CO等）★:質問　☆:★への返答＠数字：残りの喉数（発言数）CO:カミングアウト。能力者だと公言する事。FO:フルオープン。占も霊もCOする事。
プロローグ,羊飼いカタリナ,村人,LW:ラストウルフ。最後に残った人狼の事。GS:グレースケール。自分以外の村人を、白っぽい（村人っぽい）人から黒っぽい（人狼っぽい）人まで順に並べたもの。SG:スケープゴート。狼が自分の身代わりに吊らせる村人の事。斑(パンダ):占いもしくは霊能の判定が白と黒に分かれた人の事。用語集http://wolfbbs.jp/%CD%D1%B8%EC%BD%B8%2F%C8%B4%BF%E8)
プロローグ,羊飼いカタリナ,村人,■1.コアタイム■2.仮決定時間・本決定時間■3.やりたいこと■4.自己紹介など
プロローグ,羊飼いカタリナ,村人,■1.20:00-01:00■2.仮決定：21:30・本決定：22:00■3.喉は使い切りたい、かなー■4.タイピング苦手なんで、誤字脱字はごめんなさいまた明日にでも来るね
プロローグ,シスターフリーデル,人狼,この村に人狼なんているわけないですわ。うふふ。
プロローグ,シスターフリーデル,人狼,カタリナ>>5書いてくれてありがたいです。早速答えます！■1．不定期です。■2．仮決定9:15　本決定22:00■3．今のところないですわ？いつも通りで。■4．おぉ神よ！この世に人狼などいないと言って下さい・・・。どうかこの隠された村に、神のご加護を。
プロローグ,シスターフリーデル,人狼,明日になれば皆さん出てきてくれるかしら。楽しみにしてますね？ふぅ・・明日は朝から教会のお掃除に行かなくては・・。おやすみなさい。
プロローグ,少女リーザ,村人,人狼なんていないよね！おおげさだなー。
プロローグ,少女リーザ,村人,おねーちゃん議題ありがとー！早速答えるね。■1.18:00～23:00（24:00）■2.仮決定：21:30・本決定：22:00■3.楽しくできたらいいな！■4.リザ、狼さんとも仲良くできたらなって思うのに、駄目なのかな。もぐもぐぱっくんされちゃうの？
プロローグ,少女リーザ,村人,女の子ばっかりだね！こういうの、「はーれむ」って言うのかな？
プロローグ,司書クララ,霊能者,司書なんているわけないよ みんな本離れだなあ
プロローグ,司書クララ,霊能者,■1 不定期■2 仮21:30本22:00■3 ま、楽しくやりましょ■4 人狼なんて嘘に決まってるわよ(棒)
プロローグ,少年ペーター,狂人,男の子なんていないわけないじゃんみんな大げさだなぁ!
プロローグ,旅人ニコラス,占い師,やっと次の村についたぜ人狼?　ここの郷土料理か何かか?
プロローグ,少年ペーター,狂人,カタリナお姉ちゃん用語集＆議題ありがとー!■1.夕方中心だよ!■2.仮21:00・本21:30希望だな!■3.みんなで楽しもう!■4.人狼ってそんなに怖いの?
プロローグ,旅人ニコラス,占い師,■1 21:00-23:00■2 仮21:30本22:00■3 楽しくやろう■4 人狼は料理じゃないのか?
プロローグ,少年ペーター,狂人,料理?似たような名前のお酒なら聞いたことが……?
プロローグ,青年ヨアヒム,村人,人狼などいるわけないではないか、クックックッ…
プロローグ,青年ヨアヒム,村人,羊飼いよ、ご苦労だな、この我のために議題を用意するとはな、クックックッ…どれ、折角の機会だ、回答してやるとするか、クックックッ…■1.我は自由人、何者にも縛られぬ！■2.２１:３０・２２:００■3.フッリーダッムッ！■4.我は覇王ヨアヒム、さあ遠慮なく我を崇めよ、まずはこの当たり一体を制圧する為に、人狼とやらが幻想の産物であることを民にしめ…しめ…しめ…まあ、何だ、そんな感じで
プロローグ,青年ヨアヒム,村人,ちなみに我は自由人故、更新時間帯にいられない可能性もある、その際は予め希望などは、早い時間に出しておくので、我の発言をとくと読むが良い……あ、お母ちゃんアカンて、それ隣村のケン君のや！
プロローグ,青年ヨアヒム,村人,さて、我で８人目であるか、クックックッ…今日は土曜日故、あるいは今日にでも開始するかもしれぬな、なれど我は更新直後は発言できるかは怪しい故、その点村のものりょ……ひたひ、ひたふぁんだ……orz
プロローグ,青年ヨアヒム,村人,うぉっふぉん！つまり更新後我の発言がなくても、何も不安になることはないぞ！無問題！ノープロブレム！.｡oO（なんか締まらんなぁ…）
プロローグ,青年ヨアヒム,村人,さて、ではこの村の支配を乗り出す一環として、この当たりの調査のために見回りをするとしようか、クックックッ…え？違うモン、僕ニートちゃうもん！ちゃんとお出かけできるもん！………ハッ！フッ少し取り乱してしまったようだ、この我としたことが、クックックッ… 
プロローグ,少女リーザ,村人,>>19ペタ君JINR○の事？あれ美味しいよねー♪
プロローグ,少年ペーター,狂人,ヨアヒムお兄ちゃんは多重人格なの?それにしてもすごい人格だね、覇王?とか何とか……
プロローグ,少年ペーター,狂人,>>26 聞いたことがあるとは言ったけど飲んだことはないよ?お酒は大人になるまでダメだって言われたことないの?というかリーザちゃんはもう飲んじゃってるの?
プロローグ,少女リーザ,村人,えっ、オサケってジュースじゃないの？！おとーさんが、大人のジュースだって飲ませてくれたんだよ。その後おとーさん、おかーさんに怒られていたんだよね。そっかー、子供は駄目なのかー。
