プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,木こりトーマス,狩人,話をしよう、アレは今から一万八千・・・いや。一億と二千村前だったか。まあ、いい私にとってはつい昨日の出来事だが、君達にとっては多分、明日の出来事だ。彼（彼女）には２０通りの名前があるからなんて呼んだらいいのか・・・
プロローグ,木こりトーマス,狩人,そうだな、一応羅列するなら、シモン、クララ、エルナ、リデル、レジーナ、ヤコブ、パメラ、ヨアヒム、オットー、カタリナ、アルビン、リーザ、ペーター、ディーター、ニコラス、、ジムゾン、モーリッツ、ヴァルター、ゲルトだな。そう、あいつは最初から言うことを聞かなかった。私の言うとおりにしていればな・・・まぁ、いい奴だったよ。
プロローグ,木こりトーマス,狩人,シモン＞そんな体で大丈夫か？　クララ＞そんな眼鏡で大丈夫か？　エルナ＞そんなエプロンで大丈夫か？　リデル＞そんな立場で大丈夫か？　レジーナ＞そんな体型で大丈夫か？ヤコブ＞そんな鍬で大丈夫か？　パメラ＞そんな寄せ上げで大丈夫か？　ヨアヒム＞そんな自宅警備員してて大丈夫か？　オットー＞そんなフランスパンで大丈夫か？　カタリナ＞そんな羊で大丈夫か？
プロローグ,木こりトーマス,狩人,アルビン＞そんな荷物で大丈夫か？　リーザ＞そんな服装で大丈夫か？　ペーター＞大して言うことは無いんだが、大丈夫か？ディーター＞そんなならず者稼業で大丈夫か？　ニコラス＞そんな定職持たずに大丈夫か？　ジムゾン＞そんなカツラで大丈夫か？　モーリッツ＞そんな入れ歯で大丈夫か？　ヴァルター＞この村の村長やってて大丈夫か？　ゲルト＞そんな楽天的で大丈夫か？
プロローグ,神父ジムゾン,人狼,神はいっている、まだ死ぬときではないと＞ゲルトトーマス＞大丈夫だ、問題ない。
プロローグ,木こりトーマス,狩人,アンケートなんだが、答えると良いんじゃないかな、あいつも良くやってくれてるしね。■１．コアタイム■２．仮／本決定希望時間■３．奇策、言い換え希望とかあれば□４．自己紹介or出オチの一言。
プロローグ,木こりトーマス,狩人,■１．夜のみなんだが、大丈夫か？■２．仮２３時３０分／本決定２４時希望して大丈夫か？■３．特にないんだが、大丈夫か？□４．あぁ、やっぱり今回もダメだったよ。そうだな、次はこれを見てる奴にも付き合ってもらうよ。
プロローグ,木こりトーマス,狩人,神>>6は言っている全てを救えと・・・さて、こんなところでネタ振り終わらせてＲＰ路線変更させてもらうとしようかな。（正直、素材少なすぎｗ）じゃ、ひとっ風呂行って来る。
プロローグ,神父ジムゾン,人狼,■１．基本夜だが鳩も問題ない■２．仮24：00　本24：45で問題ない■３．なんでも問題ない□４．でも、本当は一番いいヅラを頼む。
プロローグ,木こりトーマス,狩人,神>>10 やぁ、私のサポートが心配なのか？いや、君の頼みは断れないよ。神は絶対だからね。中の声（トーマスとジムゾンが何を言ってるのか理解できない人は　El Shaddai　エルシャダイ　でグーグル先生辺りに聞いてみよう）中の声（理解できなくても、大丈夫だ問題ない、一番良い○○を頼む、で成立するので、後はノリｗ）
プロローグ,神父ジムゾン,人狼,トマ>>11大丈夫だ、問題ない。（中の声実はトマとかぶりそうだった、しかし、リロが間に合ってよかった、よかった）
プロローグ,神父ジムゾン,人狼,しかしまぁ神はいっている、今日始まる定めではないと。まったりしましょう。
プロローグ,木こりトーマス,狩人,神>>13確かに今日は夜明けは迎えられなさそうだが、大丈夫か？おっと、すまない、これは答えていたな。では、一番良い夜明けを頼むという事でまったりしよう。
プロローグ,青年ヨアヒム,村人,一番いい職を頼む
プロローグ,木こりトーマス,狩人,青>>15ハローワーク、ニートが持つ唯一最後の砦。それは自らの意思で勤めるべき職を選択することだ。ヨアヒムは常に自分にとって最良の未来を思い、自由に選択していけ、さぁ、逝こう。おっと、一応聞いておこう・・・失業しても大丈夫か？
プロローグ,羊飼いカタリナ,村人,問題ないのです
プロローグ,木こりトーマス,狩人,羊>>17 360000——　いや、14000頭だったか。まあいい。大体そんな数の羊は言っている・・・もっと評価されるべきだと。中の声（振るだけ振ってネタに詰まって焦るだと！？）
プロローグ,青年ヨアヒム,村人,>>16ハロワとやらに行ったら「ヨアヒムさんは資格とか持ってないんですか？」と言われたから「死角？ありません、無敵です」と言ったら追い返されたが大丈夫か？失業は脆弱なこの精神には耐えられないと神が言っている。
プロローグ,木こりトーマス,狩人,暇だから少し語るが、大丈夫か？【突然死ダメゼッタイ】これは大丈夫じゃない、問題だ。やむなしの事情があるならば仕方ないが、ある程度伝える、エピor纏めサイトででも報告が欲しい所だな。人狼騒動は決着がつくまでに１０日は余裕を見ておいたほうが良いぞ。青>>19 大丈夫だ、問題ない。働く意思さえあればなんとかなる・・・多分。
プロローグ,宿屋の女主人レジーナ,占い師,人狼？なんだか面倒くさいわねえ。
プロローグ,青年ヨアヒム,村人,人狼騒ぎが掻き消されているようだが大丈夫か？■１．23～25:00くらい。昼間は鳩が多いが大丈夫か？■２．最良の時間を選択してくれ。■３．奇策は理解ができるかにかかっている。□４．神がまだ働くべき時ではないと言っている。
プロローグ,神父ジムゾン,人狼,レジーナ＞大丈夫だ、問題ない。ヨアヒム＞神はいっている、働く定めだと。
プロローグ,青年ヨアヒム,村人,>>20>>23本能が抗っているが大丈夫か？神にまだ働きたくないと僕は言っている。
プロローグ,木こりトーマス,狩人,ヨアヒム＞そう、ヨアヒムは最初から言うことを聞かなかった皆の言うとおりにしていればな・・・まあ、やっぱり自宅警備員だったよ。樵稼業に連れて行こうと思うが、大丈夫か？
プロローグ,神父ジムゾン,人狼, >>24大丈夫だ、問題ない。>下段いや、その願いは却下だよ、神は絶対だからね、 
プロローグ,農夫ヤコブ,村人,断崖でも畑はできるんだべ～
プロローグ,農夫ヤコブ,村人,>>4 鍬は大丈夫だべが、鋤がだなー。
プロローグ,青年ヨアヒム,村人,>>25大丈夫じゃない、問題だ。肉体労働は向かないと身体が告げている。>>26一番いい人生を頼む。
プロローグ,青年ヨアヒム,村人,今日は始まりそうにないから早く寝ろと神が言っている。ふぁあ…眠いな、寝ていい？
プロローグ,木こりトーマス,狩人,>>30大丈夫だ、問題ない。神は言っている、夜明けはまだ先だと。>>28 そうか、鍬は大丈夫だったか。まあいい、私にとっては管轄外の出来事だからな。では、そんな鋤で大丈夫か？
プロローグ,農夫ヤコブ,村人,■１．いつも夜はいるだべ～よ。■２．仮23／本24だべかーね。■３．何でも大丈夫だべ～。ゲルトを豊穣の神に捧げればなんとかならんべか？□４．オラ、ヤコブだべ～。段々畑ならぬ断崖畑を村の観光名所にしたいだべなぁ。
プロローグ,農夫ヤコブ,村人,トーマスが、オラのことを・・・そんなに好きで大丈夫かだって！！？おら、そんな。おら、そんな目でみられあぶべ。
プロローグ,青年ヨアヒム,村人,ヤコブがホ◯っぽいが大丈夫か？よく考えたら後3人で始まらないわけでもないので夜明けまでは起きてることにする。うん、眠いな。
プロローグ,木こりトーマス,狩人,とりあえず、ヤコブは今後放置プレイにしても大丈夫か？カタリナはアンケート答えてないが、大丈夫か？しかし、畑は観光名所にはならないと思うんだが、大丈夫か？　そして神父がカツラＣＯしてて皆スルーしてるんだが、大丈夫か？それと、別に無理してネタは拾わなくても大丈夫だ、問題ない。
プロローグ,青年ヨアヒム,村人,イーノックがこの村に堕ちて人狼となった堕天使を滅ぼしてくれれば楽なんだけど。彼は人の話を聞かないからね
プロローグ,羊飼いカタリナ,村人,■１．夜、深夜中心なのです■２．23：30/24：30を希望しますのです■３．言い換えは苦手です……奇策はメリットがちゃんと説明されてて、納得出来るものならいいかなって思うのです。□４．めぇー
プロローグ,青年ヨアヒム,村人,>>35放置プレイと言ったヤコブをさっそく構っているが大丈夫か？ジムゾンには一番いいカツラが必要だ。アルビンに頼んでくる。
プロローグ,農夫ヤコブ,村人,オラはだめだ。もう寝るだ。
プロローグ,宿屋の女主人レジーナ,占い師,神>>23大丈夫なのね？任せたわよ。神の力で何とかしてちょうだい。アンケート？面倒くさいわねえ。まあせっかくだから答えておくわ。
プロローグ,宿屋の女主人レジーナ,占い師,■1．21時過ぎ位から更新時間くらいまでね。昼間は鳩で状況はみておくけど発言は期待しないで頂戴ね。■2．仮0：15、本0：45かしら。■3．面倒くさいことは好きじゃないわねえ。□4．うちの宿は布団も食事もセルフサービスでお願いね。部屋は空いているところ好きに使っていいわよ。飲食類持ち込みも好きにして頂戴。
プロローグ,神父ジムゾン,人狼,黄金のカツラで頼む、ヘアーが乱れなければ問題ない。>>40神はいっている、”今日は”大丈夫だと。
プロローグ,青年ヨアヒム,村人,神は言っている。僕には豪勢な食事が必要だと。レジーナ、なにかない？あぁ、ヤコブは寝るのか。頼むから夜這いにはこないでね。>>42髪色が変わるが大丈夫か？
プロローグ,旅人ニコラス,狂人,独り身だからね・・・問題ないさ。
プロローグ,青年ヨアヒム,村人,やぁ、ニコラス。職もなにもないけどゆっくりしてってね。
プロローグ,青年ヨアヒム,村人,人狼退治なんて初めてなんだよね。神の導きが頼りだな。
プロローグ,木こりトーマス,狩人,旅>>44やあ、緑のない断崖の村だが大丈夫か？それと、独り身らしいが、この村には現在レジーナとカタリナしか女性が居ないんだが、大丈夫か？神は言っている、まったりしておけと。
プロローグ,神父ジムゾン,人狼,>>43だ、大丈夫だ、問題ない。>>46神はいっている、全てを救うと。
プロローグ,旅人ニコラス,狂人,やぁ・・・久しぶり、ヨアヒム。うん。ゆっくりさせてもらうつもりだよ。
プロローグ,旅人ニコラス,狂人,レジーナさん、またしばらく部屋をお借りします。・・・サービスも相変わらずか。何か作ろうかな。
プロローグ,宿屋の女主人レジーナ,占い師,青>>43【おにぎり】【カップラーメン】お湯は自分で沸かしてね。電子レンジは台所の奥にあるわよ。誰か料理したい人は材料はいろいろあるから勝手にどうぞ。開始は明日かしらねえ？
プロローグ,青年ヨアヒム,村人,>>48神は絶対だからね。信じて戦おう。
プロローグ,負傷兵シモン,村人,こんばんわ
プロローグ,青年ヨアヒム,村人,>>49僕もニコラスと同じように旅に出ようかな…>>51また塩ラーメンか…味噌はないの？あ、おにぎりは美味しいもぐもぐ
プロローグ,旅人ニコラス,狂人,>>47料理は得意だから平気です。それより緑がないって・・・農業青年が居たと思ったけど、村を出ちゃったんですか？
プロローグ,青年ヨアヒム,村人,シモン、こんばんは。傷の具合はどうだい？
プロローグ,旅人ニコラス,狂人,どうも、こんばんは。
プロローグ,旅人ニコラス,狂人,あ、なんだ。居るじゃない。・・・新鮮な野菜を食べたかったんだけど、無理そうかな？南瓜とかもないんですかね
プロローグ,宿屋の女主人レジーナ,占い師,旅>>50おや、またあんたかい。あんたも相変わらず緑だねえ。たまには違う色の服着ないと。だからあんた独りなんだよ。青>>54あらそうだったかい。今度行商人来たら仕入れとくよ。朝食はパン屋が配達してくれるはずよ。
プロローグ,青年ヨアヒム,村人,夜明けはこないかな
プロローグ,負傷兵シモン,村人,シモンだよよろしくね
プロローグ,旅人ニコラス,狂人,>>51・・・よかった。じゃ、失礼させてもらいます。[...は台所に消えていった]
プロローグ,木こりトーマス,狩人,>>58緑の定義に野菜が入るのか・・・神は言っている緑は野菜ではない、と。シモンはよろしく、満身創痍っぽいが、大丈夫か？
プロローグ,旅人ニコラス,狂人,>>59ははは、言われてしまいましたね・・・でも私はこの色が一番落ち着くので。
プロローグ,青年ヨアヒム,村人,>>62ん？何作るんだろ。できたらもらえないかな…インスタント系はもう食べ飽きたし。
