プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,やっはろー
プロローグ,神父ジムゾン,村人,神父見習いのジムゾンです。まだ髪の毛は一杯あります。
プロローグ,青年ヨアヒム,占い師,にゃんぱすー
プロローグ,パン屋オットー,村人,朝はパン～パンパパン～♪
プロローグ,仕立て屋エルナ,村人,エルナ人狼ありえるな
プロローグ,仕立て屋エルナ,村人,今夜から始まるといいなーおっとポケットの中にこんな紙切れが･･･■1.コアタイム■2.仮/本決定■3.やりたい/やりたくないこと□4.自己紹介など
プロローグ,仕立て屋エルナ,村人,■1.20:00〜24:00。日によっては22:00頃まで仕事してるかも。■2.1h/30m前■3.わいわい/ギスギス みんな風邪引かないようにしよ〜
プロローグ,パン屋オットー,村人,□1:日によるけど、夜よりは日中の参加が多くなりそうだな□2:仮1時間前、本30分前（仮２２：１５　本２２：４５）□3:のんびりゆったり/ガチガチギスギス □4:のんびりマイペースなパン屋だパン。どうぞよろしく！
プロローグ,村娘パメラ,人狼,男の娘　パメオ
プロローグ,老人モーリッツ,村人,男装の令嬢　モリコ
プロローグ,旅人ニコラス,村人,モリコ男装に気合い入れすぎだヨ！
プロローグ,老人モーリッツ,村人,■1.不定期。急によほどのことがない限り、今週来週は比較的空いておる。■2.1時間前/30分前(仮22:15 本22:45)希望じゃ。■3.老い先も短いことじゃし、楽しくやろうではないか。□4.男装の令嬢　モリコじゃ。よろしゅうに。こう見えても、中身は女の子☆ｷﾗ　お髭が生えてるじゃと？なんのことかの～？衣装はカロバンクラインじゃ。□5.白□6.【▼老　●老】で。
プロローグ,老人モーリッツ,村人,ニコラスか？おほほほ。どうじゃ、似合っておるじゃろ？カロバンクラインとは..「全てはカッティングから始まる」を哲学とし、ボディラインを強調したシルエットのコレクションを発表している。メインブランドはカロバンクラインコレクションで、系列のセカンドラインとしてjr カロバンクラインがある。日本においてはメインブランドよりも価格設定が低いこちらの方が一般的。日本ではサンワード檜山が代理店である。
プロローグ,旅人ニコラス,村人,モリコおしゃれしてきたのネプロ議題は皆に追従だヨコア不定期だケド、更新立会いは多分大丈夫だヨじゃ、また夜にネ
プロローグ,村長ヴァルター,狂人,男装の女村長ヴァルミ
プロローグ,村長ヴァルター,狂人,■1.基本夜。日中も覗くこと多し。■2.1h仮、30m本■3.楽しく弁論ゲーム。嵐は嫌だな。■4.これ流行りのチュニックだから。
プロローグ,旅人ニコラス,村人,なんかつい納得して去っちゃったケド違うヨ！気合い入ってるは服じゃなくて頭とお髭の事だヨ！！村長も来たヨ！チュニック似合ってるヨ！でも村長もやっぱり男装に気合い入りすぎだヨ！！
プロローグ,少年ペーター,村人,面白い大人たちがいると聞いて遊びに来たよ！
プロローグ,村娘パメラ,人狼,■1.21時くらいからが本番■2.まあ任せるよ■3.ルールを守って楽しくデュエル！/予告バレ□4.一応これ下にジャージ履いてるから
