プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,神父ジムゾン,人狼,シューティングスター！
プロローグ,青年ヨアヒム,占い師,仕事が欲しい。仕事が欲しい。仕事が欲しい。
プロローグ,神父ジムゾン,人狼,星々のご加護があらんことを…■1.コアタイム■2.仮決定時間・本決定時間■3.やりたいこと■4.自己紹介など
プロローグ,神父ジムゾン,人狼,［よく使う略号など］▼:吊り第一希望　▽:吊り第二希望●:占い第一希望　○:占い第二希望■:議題　□:ネタ議題　【　】:強調したい事柄（CO等）★:質問　☆:★への返答＠数字：残りの喉数（発言数）
プロローグ,神父ジムゾン,人狼,CO:カミングアウト。能力者だと公言する事。FO:フルオープン。占も霊もCOする事。LW:ラストウルフ。最後に残った人狼の事。GS:グレースケール。自分以外の村人を、白っぽい（村人っぽい）人から黒っぽい（人狼っぽい）人まで順に並べたもの。SG:スケープゴート。狼が自分の身代わりに吊らせる村人の事。斑(パンダ):占いもしくは霊能の判定が白と黒に分かれた人の事。
プロローグ,老人モーリッツ,村人,ふぇぇぇぇぇ人狼だって恐いよぉ(>_<)モリーちゃん…モリーちゃん…一人じゃ寂しいよぉ…神父さんとヨアヒム君…夜が明けるまでモリーちゃんの手をギュっとしてて…？
プロローグ,青年ヨアヒム,占い師,ジムさんありがと。1と2は、任せる。なんと無く寝落ちの可能性大だよ。3.たまには、全潜伏とか面白くね？4.ニートから脱出したい。ジムゥ。新婦見習いとかどう？
プロローグ,青年ヨアヒム,占い師,神父だよ！！
プロローグ,青年ヨアヒム,占い師,もり。それバイト？1000ゲルとクレルならいいょ？
プロローグ,神父ジムゾン,人狼,■1.23:00〜02:30■2.01:00/01:30■3.突然死はやめましょう。寡黙もあまり好きではありません。不慣れな方も、臆せず発言していきましょう。楽しい村にしたいですね。■4.お布施はいつでも受け付けております。金酒女なんでもいける口です。
プロローグ,老人モーリッツ,村人,■1.昼と24:30～がメインだと思う(´・ω・｀)■2.24:30/25:00■3.楽しければなんでもいいよー(´∀｀)■4.この宿屋の看板娘してます☆彡本名はモリリン・モンローって言います。みんなにはモリーとかモリリンって呼ばれてますヽ(´▽｀)/緊張しいなので、なかなか話辛いかもしれないけど、気軽に話してねぃ(´∀｀)
プロローグ,神父ジムゾン,人狼,＞ヨアほら、星にお願いしてごらんなさい。願いはきっと叶うはずですよ。シューーーーーーーーティンンンングスターーーーーーーーー！！！！！＞モリよいでしょう。いつものお布施は持って来ましたか？たくさんお布施をするとお星様に守っていただけるかもしれませんよ。ふふふ。
プロローグ,羊飼いカタリナ,狩人,夜遅くに、ニュッ！！
プロローグ,羊飼いカタリナ,狩人,■1.更新前３ｈくらいはいるよ■2.おまかせ■3.プレイしながら、向上したい。ネタ議題とかもやってみたいかな。ギスギスしないで楽しくやりたい！■4.考察では“羊”とか“リナ”とかで略してねー
プロローグ,木こりトーマス,村人,星といえば輝く輝くといえば汗汗といえば筋肉
プロローグ,木こりトーマス,村人,■1.不定期で参上■2.仮0:30/本1:00■3.またーりしたい■4.頑張ります
プロローグ,村長ヴァルター,村人,私が村長です。
プロローグ,村長ヴァルター,村人,■1.21時からだな■2.1:00/1:30■3.穏やかにいきましょう■4.頑張りますか
プロローグ,村娘パメラ,狂人,おはよう。良い朝ね。星が見えないのは残念だわ。
プロローグ,村娘パメラ,狂人,■1. 遅い時は23:30以降よ。朝とお昼も少しだけ覗くわ。■2. 0:30/1:00を希望よ。■3. 特にないわ。自由が一番よ。■4. なんか、頑張りますか系が続いているから、私も乗っかる！頑張るぞー！
プロローグ,旅人ニコラス,人狼,ん～ｯﾊﾞ！ぽんぽんぽんこうして僕は生まれたのサ
プロローグ,旅人ニコラス,人狼,■1.昼～夜、大体いつでも読めるかナ■2.24:30/25:00■3.特にないヨ■4.大地から生まれたもの皆兄弟なのサ・・・大地～を～♪
プロローグ,青年ヨアヒム,占い師,僕は、がんばらないよ。がんばってたらにーとになんかならないよ。
プロローグ,旅人ニコラス,人狼,>>12おじいちゃん！いくら涼しいからって純白のワンピースはやめるんダ！看板は誰か別の人にまかせよう。そう、リーザとかね。きっと夏だから幼女に群がる男どもが一杯ﾌﾞﾂﾌﾞﾂ>>24何言ってるんだよヨア。幸せは歩いてこないのサ・・・分かったらこのどんぐりをそこらへんに蒔いておいてくれないかい？時給500ペソで頼むヨ
プロローグ,村娘パメラ,狂人,あら、ニコラスいらっしゃい。そしてヨアヒムはおはよう。早起きを頑張ってるじゃない。
プロローグ,旅人ニコラス,人狼,やぁおはようパメラ。ぜひリーザがいないうちは看板娘を代わってほしいネ。早起きは３文の徳・・・もともとはそんなに得しないという意味でﾌﾞﾂﾌﾞﾂ
プロローグ,旅人ニコラス,人狼,とりあえず僕は仲間を仲間達の様子を見に行ってくるヨ。最近なにやらワンピース幼女の二人組に追いかけまさせれて困っているようだから。モリのことじゃないヨ。
プロローグ,青年ヨアヒム,占い師,にこ>どんぐり蒔いとくね。ドジョウが出て来てこんにちわだよ。ぼっちゃんは、坊ちゃんと水に落ちる音ボッチャン！をかけてるよ。ニート物知りだろ？毎日ネットばかりしてるからね。
プロローグ,青年ヨアヒム,占い師,パメ早起きじゃないよ。ニートは、夜活動だよ。これから、寝るんだよ。おやすみなさい。
プロローグ,仕立て屋エルナ,村人,トータルコーディネーター！エルナ！
プロローグ,仕立て屋エルナ,村人,■1.不定期■2.仮0:45/本1:15■3.特になし■4.何から何までトータルコーディネート！依頼はゲルトの(ﾎﾆｬ)にあるボタンを押すだけ！
プロローグ,農夫ヤコブ,村人,どーん！
プロローグ,農夫ヤコブ,村人,■1.不定期■2.仮0:30/本1:00■3.特になし■4.ゆるゆると。
プロローグ,村娘パメラ,狂人,あら、エルナもヤコブもいらっしゃい。順調に人が増えてきて嬉しいわ。
プロローグ,神父ジムゾン,人狼,樵>>16筋肉といえばゆでたまごゆでたまごといえば板○英二(誰かつないで！ムチャぶり)
プロローグ,神父ジムゾン,人狼,モリ今日はまだ発言ないですが、大丈夫ですかね？純白のワンピースで外出して捕まってなければ良いですが…
プロローグ,旅人ニコラス,人狼,>>36板◯英二といえばまるみえまるみえといえば黒◯徹子黒◯徹子といえばおにぎり
プロローグ,パン屋オットー,村人,おにぎりといえばおにぎりマンおにぎりマンといえばあんぱんまんあんぱんまんといえばパン屋
プロローグ,パン屋オットー,村人,■1.21時以降かな■2.仮24:00　本24:30　■3.ニートになりたいよ…。■4.よろしく頼むね。じゃ、星を探しに行ってくる。僕の輝く星はどこにあるのかな。
プロローグ,青年ヨアヒム,占い師,オットー。じゃあ、僕がパンを焼くよ。でも、がんばらないから気が向いたら時にしか焼かないよ。
プロローグ,パン屋オットー,村人,青>>41　ヨアヒムくん、ありがとう。気が向いた時にでも仕事を変わって貰えるのは嬉しいよ。しかし樵>>17　長>>19　穏やかに、まったりと言いつつ頑張るだなんて、真面目だなぁ…。今夜はペルセウス座の流星群が夜空を彩る日。夜空を見上げてのんびりするのも素敵だよ。
プロローグ,村長ヴァルター,村人,屋>>42　ははは、そんな真面目なわけではないのだよ。村長たるもの、例え疑心暗鬼の中であろうとも穏やかな空気を作りたいと思っているだけだ。流星群に関してはこちらでは天気が微妙だな。大変遺憾だな。
プロローグ,木こりトーマス,村人,新しく来た方はいらっしゃい。歓迎するトマ。
プロローグ,木こりトーマス,村人,>>39屋パン屋といえばヤマザキヤマザキといえば山崎邦正山崎邦正といえば天才てれびくん
プロローグ,木こりトーマス,村人,>>42屋ヴァルターとパメラとヨアヒムが「頑張る」>>17にかぶせてきたのはかなり驚いたトマ。
プロローグ,村長ヴァルター,村人,ああ、来た方に挨拶をしてなかったな。私が村長です。
プロローグ,青年ヨアヒム,占い師,トマさん。僕は、がんばらないってば。流星群もナマで見なくても動画で見るよ。村長>ニート生活支援のお小遣いを村からくれてもいいよ。もらってあげるよ。
プロローグ,村長ヴァルター,村人,樵>>46　考えるのが面倒だったヴァル。それにしても君は変な語尾だなヴァル。
プロローグ,村長ヴァルター,村人,青>>48　▼青　理由は村を潰す遠因足りえるからだな。反対意見のあるものは疾く反論しなさい。
プロローグ,木こりトーマス,村人,流星群って大宇宙の広大さに触れつつも、幻想的でロマンチックな趣きがあるね。きっと感傷的で穏やかな気分になれるトマ。大事な人と一緒に星空を眺めるのが素敵トマ。この村でそういう人を見つけたいトマ。
プロローグ,木こりトーマス,村人,>>49長またかぶせられた！！変な語尾はお互い様トマ。
プロローグ,神父ジムゾン,人狼,みなさん、お祈りの時間ですよ。スタァァァアアアアアーーーーーーーブラチラァァァァァアアアアアアアーーーーーーー！！！！！！ゴゴゴ…
プロローグ,木こりトーマス,村人,どうすればヨアヒムが頑張るのか？答えがわかった人は教えてほしいトマ。
プロローグ,神父ジムゾン,人狼,ヴァルもトマもいちいち語尾が五月蝿いゾン。
プロローグ,木こりトーマス,村人,>>53神URYYYYYYYYYYYY！！>>55神また変な語尾が増え(ry
プロローグ,旅人ニコラス,人狼,>>54パソコンを取り上げてみるのが一番だと思うヨ
プロローグ,パン屋オットー,村人,長>>50　おっと、それには反対させて貰うよ。僕の貴重な休暇が…。ヨアヒムくんは心根の優しい子だ。村の財産だよ。樵>>54　がんばらなくたって、仕事があって気が向けばやってくれるよ。はは。熱血だな、トマは。>>51そしてロマンチスト。トマには地上の星が見つかる事を祈っているよ。神>>53　むにゃむにゃ…。うん。村の平和を祈ろう。
プロローグ,村長ヴァルター,村人,神>>53　ブラチラする星とは一体…旅>>57 それは名案ヴァル。というわけでヨアヒムはこれからパソコン触っちゃ駄目ヴァル。
