プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,パン屋オットー,人狼,いたとしても、パンをあげればいいんじゃないかなぁ・・
プロローグ,木こりトーマス,狩人,狼がパン食うかねえ？やっぱ肉食べたいんじゃねーの。
プロローグ,木こりトーマス,狩人,隣村から回覧板が回ってきたから置いておくぜ。■1.コアタイム■2.仮決定／本決定の希望時間■3.やりたいこと／やりたくないこと■4.自己紹介など
プロローグ,木こりトーマス,狩人,■1.昼がメインの日もあれば、夜しか話せない日もある。まちまちだな。■2.仮22：00／本22：30　ぐらいかね。■3.とくに無いが、投票COはこの国では面倒だからやりたくない■4.キコリのトーマスっつー者だ。気軽にイケメンって呼んでくれよな！
プロローグ,少年ペーター,村人,人狼ねえ。非科学的な存在だな、ましてこんな村にいるわけがないよ。
プロローグ,少年ペーター,村人,議題に答えておくね。□1 その日によってまちまち。NG時間もないので流動的。□2 仮22：00　本22：45□3 とくにない。□4 子どもだからって甘く見ないでよね。よろしく！
プロローグ,羊飼いカタリナ,狂人,なに人狼とな。そのような物の怪、某が成敗してくれるわ。
プロローグ,羊飼いカタリナ,狂人,■1.多いのは21：00～00：00頃■2.仮22：00　本2245■3.特にはござらん■4.流浪の剣客・伽足南、羊２頭を駆ってここに参った次第でござる
プロローグ,負傷兵シモン,村人,トーマスｗｗｗｗｗｗﾃﾗｲｹﾒﾝｗｗｗｗｗｗあｗｗｗｗこの村ｗｗｗｗ嘘つきの村ｗｗｗｗｗｗｗ俺正直者ｗｗｗｗｗｗ誰か草刈ってくれｗｗｗｗｗｗｗｗ草生えて困ってるｗｗｗｗｗｗｗｗｗｗｗ足も生えろｗｗｗｗｗｗｗ
プロローグ,負傷兵シモン,村人,■1.ニートだからいつでもｗｗｗ嘘ｗｗｗコアタイムまちまちｗ■2.22時30分／22時50分　草生やすとこないｗ■3.楽しくやるのが一番だよな、互いに尊重しあおうなんて真面目にいってみるｗｗｗうぇｗ■4.傷いってええええｗｗｗ涙目ｗ喉きつくなったら草生えなくなるかもｗｗｗカンに触ったらすまぬｗでも悪意はないｗｗｗ草刈できる人募集中ｗｗｗリナその刀で斬ってくれｗｗｗ俺をじゃないぞｗ
プロローグ,負傷兵シモン,村人,よし公務員の俺から1つ言っとくぞｗｗｗルールやマナー分からない人はこれ見とくといいｗｗｗってクララいってたｗｗｗような気がするｗｗｗhttp://wolfbbs.jp/人狼？この前俺が食べたぞｗｗｗ固くてまずかったｗｗｗ次に来るのはリデルがいいなｗｗｗｗ男だったらｗｗｗまあそれはそれでいいやｗｗｗ適当ｗｗｗ
プロローグ,木こりトーマス,狩人,　　　 _, ._　　（ ・ω・）　刈りきれない…　　○=｛=｝〇,　 　|:::::::::＼, ', ´.ｗｗし ｗ`（.＠）ｗｗｗｗ
プロローグ,負傷兵シモン,村人,おっイケメンｗｗｗｗｗｗありがとうｗｗｗ木こりなのに草まで刈るとはｗｗｗトーマスやるなｗｗｗこれはきっとあれだｗｗｗ農夫ヤコなんとかって奴のせいなんだｗｗｗあいつの栽培力53万だからｗｗｗヤコなんとかｗｗｗｗゆるせん吊ろうｗｗいないけどｗｗていうかトーマスは上裸で涼しそうだなｗｗｗ俺もだけどｗｗｗ
プロローグ,農夫ヤコブ,村人,俺を吊ってはいけない！呪われるぞ！！
プロローグ,農夫ヤコブ,村人,こんばんは。栽培力53万の男です。
プロローグ,負傷兵シモン,村人,来たなヤコブｗｗｗ名前かっこいいなお前ｗｗｗ俺の負傷力も53万なんだけど勝てる気しねえｗｗｗ瀕死状態ｗｗｗｗヤコブ吊ったら呪われるのかｗｗｗ謝るから許してくれｗｗｗ俺が悪かったｗｗｗそれにしても華が足りないぞｗｗｗヤコブの力で華を咲かせてくれｗｗｗフリージアという華をｗｗｗフリーデルでもいいやｗｗｗ
プロローグ,農夫ヤコブ,村人,■1.適当。■2.適当に追従■3.暴言はいやん。■4.呼ばれました。サイバイマンです。
プロローグ,農夫ヤコブ,村人,シモンの治癒力は俺が預かった。ヤダ。吊ったら絶対呪う。ゆ　る　さ　な　い。
