プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村娘パメラ,村人,しゃきーん！
プロローグ,羊飼いカタリナ,人狼,きらーん
プロローグ,仕立て屋エルナ,人狼,ぬーーーん
プロローグ,仕立て屋エルナ,人狼,お洋服作ってたら、テンプレ見つけたよぉおぉ！！のっけとくねー( ﾟ∀ﾟ)■1.コアタイム■2.仮/本決定■3.やりたいこととやりたくないこと□4.自己紹介
プロローグ,仕立て屋エルナ,人狼,■1.22:00〜26:00■2.23:45/24:15とかが無難かなぁ■3.仲良く楽しくやる！突然死は嫌だなぁ(･д･`●)□4.ぬーん。ぬーん。布くれー！
プロローグ,ならず者ディーター,村人,ぬら～ん
プロローグ,ならず者ディーター,村人,■1.20：00～25：00頃だ。昼にも覗けるときもあるぜ。■2.おまかせするぜ。エルナの23：45/24：15が無難じゃないか？■3.寡黙な奴は吊ってやるぜ。□4.ぬら～ん。甘酒くれ。つまみはポッキーでいい。
プロローグ,ならず者ディーター,村人,また夜に来るぜ。ぬら～んだろ～？
プロローグ,青年ヨアヒム,村人,のほほーん
プロローグ,青年ヨアヒム,村人,■1. メインは23時ごろかな。寝ちゃってなければ夜明けも立ち会えるよ。あとお昼にもちょこちょこ顔出せるかな。なんてったってニートだからね！■2. 何時でもいいや。ヒマなボクはみんなに合わせるよ。なんてったってニートだからね！■3. のんびり楽しくいこう。人生80年、のんびり行こう。そんなんだからニートなんだけどね！
プロローグ,青年ヨアヒム,村人,□4. のほほーん。職をくれ。んじゃ、また後ほど！ちゃおー♪
プロローグ,負傷兵シモン,村人,やあみんな！！戦から帰ってきたよ！おかえり！！！
プロローグ,負傷兵シモン,村人,■1.不定期だけどイン率は高めだよ！！けど正直なところ夜は寝たいかな！怪我を治さないとね！！■2.エルナに賛成だよ！！■3.とにかく楽しく！団結かな！！リアル狂人はややこしいから嫌だよ！□4.元気な負傷兵を目指して頑張るよ！よろしくね！！
プロローグ,羊飼いカタリナ,人狼,■1.22ー25時だよ■2.仮23時半 本24時■3.リアル人狼をしたいの。だから本当に村に人狼騒ぎが起きた時のようにプレイをしたいの。中世のヨーロッパの農村で起きたイメージね。だからシステムの裏をついた投票COとかやりたくないわ人間が切羽詰まった状況でやりたいと思ってるのよ。だから個人戦希望よ疑心暗鬼の中で人間は何をするかっていうのをせっかくだからやって見たいわ
プロローグ,羊飼いカタリナ,人狼,だからまとめもなしで。本当に人狼騒ぎが起きたらまとめの人も怪しく見えたりすると思うのよまあみなさんに任せますわこんな勝負もあるということでもちろん個人戦がやりたくないならみなさんにお任せしますわ◻４ こんな羊飼いですがどうぞよろしく(>_<)
プロローグ,村娘パメラ,村人,■1.20-25あたり？不定期気味だけど昼も結構覗けそう■2.エルナに賛成です～■3.まったり楽しくかなー■4.しゃきーん！しゃきーん！ただの可愛い村娘です！
プロローグ,仕立て屋エルナ,人狼,>>16 羊リアルな感じでやるの面白そうですねぇぇー( ﾟ∀ﾟ)でもね、私思うんですよぉー！みんな疑ったり騙したりする中で、確実に狼さんじゃない人がいるなら、その人に大事な決断は決めて欲しくないですかー？もちろん。狼さんかもしれない人には絶対に任せたくないんで、いないときは無理に決める必要はないと思います(^ω^;)
プロローグ,仕立て屋エルナ,人狼,あーー何が言いたいかというと…やっぱ、まだ狼さんいると決まったわけじゃないし！狼さん出てから決めませんか？ってことですー！あ、完全な私の人頼ってる意見ですねー(ﾟﾛﾟ;ﾉ)ﾉ狼さんの毛皮欲しいなーむぬぬぬー( *´艸`)ハサミといできますぅ！！
