プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村長ヴァルター,人狼,よろしくな！
プロローグ,羊飼いカタリナ,人狼,この村に幻のお宝があると聞いて
プロローグ,羊飼いカタリナ,人狼,長年探し続けていたあれを、今度こそ見つけてみせるわ。さあて、まずはこれをしなくちゃ始まらないわねっ。■１．参加可能時間帯■２．仮決定／本決定希望時間■３．投票COの可否、やりたい事など□４．自己紹介など自由欄。　一応お題も付けとこうかな、回答任意で。「幻の」←後に連想する言葉は？
プロローグ,羊飼いカタリナ,人狼,■１．夜中心。昼間は鳩確認程度よ。■２．仮24時／本25時を希望。夜中本決定→おやすみ→朝に更新確認っていうのが好みなんだけど、早朝を希望する方がいるならそちらに合わせる事も不可能じゃないわー。でも、ねむーで発言は薄くなりそうっ。■３．この国なら投票非COかな。もしやってみたい方がいるなら、村が始まる前に解説文を貼りたいなー。あと、個人戦は好きじゃないわ。それから……あ、良い辞書があるから
プロローグ,羊飼いカタリナ,人狼,紹介しておくねーっ。訳わかんない用語なんかも、これを読めばスパッと解決ぅ(´ヮ｀)ノ「http://wolfbbs.jp/」□４．カタリナと言います。よろしくね？　幻のお宝ーっ♪を探し求めて、この村にやってきたのよう。羊飼いだったのは昔の話。今は、相棒のメリィに乗って色んな所を旅してるわ〜。……メリィは大きくてタフで頼もしい相棒なんだけど、この時期は羊毛が……。また刈らなきゃだね、メリィ。
プロローグ,旅人ニコラス,狂人,やっほー幻のパンがあると聞いて来てみたんだけど知ってる人はいないかい?
プロローグ,村長ヴァルター,人狼,□４幻の商店街…ですかね…なあ、ニコラス、オットーからもらったこのパン、毎日半分ずつ食べてるんだけど、絶対に無くならないんだよ。これが幻のパンに違いない！
プロローグ,村長ヴァルター,人狼,ちなみに、真っ先に連想したのは、希望の宇宙の… だが、意外にも「幻の」というフレーズがなかった…なんでもない…
プロローグ,パン屋オットー,村人,呼んだ？
プロローグ,パン屋オットー,村人,やあ、僕が噂の幻パンを焼く幻のオットーだよ☆
プロローグ,パン屋オットー,村人,村長＞毎日半分ずつ食べてたら、そりゃあなくならないよ。
プロローグ,農夫ヤコブ,人狼,こーんばーんわー幻のヤコブは知らないかい？って言おうとしたけどオットーとネタがかぶったからやめておくよ
プロローグ,村長ヴァルター,人狼,幻の羊飼い、幻の旅人、幻のパン屋、幻の農夫、あれ？幻ってこんな漢字だったっけ？
プロローグ,パン屋オットー,村人,こんばんわ！
プロローグ,羊飼いカタリナ,人狼,あ。村長、ニコラス、オットー、こんばんはっ。　噂をすればね。ニコラス、そこのオットーの持ってるパンが、ダイヤモンドに匹敵する硬さだと言う噂を聞いたわーっ。きっとあれが幻のパンよ！　村長は商店街を連想したんだー。……すごく…シャッター商店街です……。そしてそのパン、今は何ミリなの？ふふ。　あ、ヤコブもこんばんはっ。ネタ被りほど辛いものはないわね。うんうん。
プロローグ,パン屋オットー,村人,■１　不定期かな。■２　０時ぐらいまでならのぞけるけど、１時だと朝確認になっちゃうかも。それでもいいなら仮０時、本１時でオッケーだよ。■３　投票つかってなにかやるなら、みんなやり方しっかり把握して投票ミスでないようにしたいな。
プロローグ,村長ヴァルター,人狼,なるほど。なら明日から2/3ずつ食べることにしよう。なんで商店街って言ったんだろう…  漫画の読みすぎかな…
プロローグ,パン屋オットー,村人,ネタがかぶったら、一緒に踊ればいいんだよ。マイムマイム♪そして僕のパンは硬度１０さ・・・ってどんだけ古いパンなんだよっｗｗｗ
プロローグ,パン屋オットー,村人,村長に、プレゼントがあるんだ。つ【ピンセット】がんばれ！
