プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,負傷兵シモン,村人,ですよねー。
プロローグ,村長ヴァルター,人狼,私の村に人狼なんているはずがないじゃないか。大げさだなあ。
プロローグ,村長ヴァルター,人狼,議題を落とすのも村長の役目だな。というわけで、議題を投下するのである。■１．コアタイム■２．仮／本決定希望時間■３．やりたいこと／やりたくないこと□４．自己紹介□５．平凡な村を平凡じゃなくするために、村長にやって欲しいこと
プロローグ,村長ヴァルター,人狼,そして、私の回答である。■１．２３時以降はほぼいる予定。それより前はその日死体である。■２．皆の希望に合わせるが、本決定は0:45（更新30分前）までには出したいのである。■３．プロ～エピまで楽しくプレイしたいのである。独断・スタンドプレイはあまり好きでないのである。□４．私が村長です。□５．村長はみんなのために頑張るのである。
プロローグ,行商人アルビン,村人,どうもどうも人狼なんているおかげで商売あがったりですよ
プロローグ,司書クララ,村人,に、人狼？
プロローグ,司書クララ,村人,■１．お昼～夕方 / 0:00～寝るまで■２．仮0:30／本0:45■３．合わせますよー□４．図書館で働いています□５．村が楽しくなるように一緒に盛り上げましょう
プロローグ,旅人ニコラス,村人,通りすがりの者ですが、ちょっと休ませてもらいますね
プロローグ,旅人ニコラス,村人,■１．23:30-1:00■２．仮00:30／本00:45■３．みんなに合わせます□４．夕方17時から夜22時過ぎまでは用事があるので村を離れます□５. 村長さん応援します
プロローグ,行商人アルビン,村人,よっこらせっと議題にも答えておきますねえ■1.22:00以降+不定期ですねえ■2.仮0:00/本0:45■3.楽しくやれたらいいですねえ□4.みんなで楽しめたらいいですよねえ□5.村長さんが非凡になれば平凡じゃなくなるんでしょうかねえ
プロローグ,村娘パメラ,村人,ひ…ひとおおかみ？やーねえ、そんなのいないわよ！議題回答。■１．22時～2時頃まで■２．0時15分／0時45分■３．楽しみたい／ギスギスした雰囲気を作っちゃうこと□４．平凡な村娘です。よろしく！□５．特産品でも考えてみたらいいんじゃないかしら？
プロローグ,羊飼いカタリナ,占い師,こんなに平凡な村に人狼なんているわけないじゃないですか。
プロローグ,負傷兵シモン,村人,俺も議題解答しとくか。■１．不定期だな。更新には毎日立ち会う予定。■２．0：30/1：00。まあ皆に合わせる。■３．まったり楽しもうぜ。□４．哨戒任務中に怪我しちまってこの村で療養してる。にしても平凡な村だな。□５．平凡って事は過不足がないって事だ。このままでも十分じゃないか？結構人増えてるな。みんなよろしく。
プロローグ,羊飼いカタリナ,占い師,■１．不定期&更新前後です。２２時以降は必ず居るかと思います。■２．仮0:15/本0:45■３．特にはありません。楽しくやれると嬉しいです。□４．平凡な羊飼いです。□５．商>>11の案が面白いと思いました。なんだか追従気味ね、私。他には……観光名所でも作ったらいいんじゃないでしょうか。カタリナランドとか。　…ヴァルターランドでも構いませんよ！
プロローグ,シスターフリーデル,狂人,でんででんでんででん
プロローグ,少年ペーター,人狼,ぼく、平凡が良い…アイドルになるなんて無理だよ…
プロローグ,少年ペーター,人狼,目立ちたくないからパメ姉のをコピペしよう…■１．22時～2時頃まで■２．0時15分／0時45分■３．楽しみたい／ギスギスした雰囲気を作っちゃうこと□４．平凡な村娘です。よろしく！□５．特産品でも考えてみたらいいんじゃないかしら？
プロローグ,少年ペーター,人狼,…ぼく、娘じゃなかったよ…
プロローグ,少女リーザ,村人,わーい、人がいっぱい集まってる。楽しくやれたらいいな。よろしくね！議題にも答えておくね。■１．22:00～1:30ぐらいかなあ■２．仮0:15／本0:45■３．人間も狼もみんな楽しめたらいいな□４．平凡な村の平凡な子供だよ！□５．平凡なのも楽しいよ！
プロローグ,少女リーザ,村人,娘と狼って似てるよね
プロローグ,少年ペーター,人狼,リザちゃんよろしく。ぼくも娘と狼って似てると思ってたんだ。平凡な恋ってどう思う？
プロローグ,少女リーザ,村人,よろしくね、ペーター。恋はね……そこにあるだけで特別なんだよ……
プロローグ,木こりトーマス,村人,人は必ずSかMにわかれるのだ。狼はM！！
プロローグ,村娘パメラ,村人,年>>19>>18だけで充分目立ってるじゃないの…どじっ子かわいー♪(かいぐりかいぐり
プロローグ,村娘パメラ,村人,ペタくんとリザちゃんがいい雰囲気だわ…はっ…隠れないと見つかっちゃう！壁|彡ｻｯ壁|_+)ｼﾞｰｨ
プロローグ,パン屋オットー,村人,あなたの言葉はあんぱーん。わたしの返事はくりーむぱーん。こんばんは、街のパン屋さんです。
プロローグ,少女リーザ,村人,わたしは年上の女の人も守備範囲だよ、パメラお姉ちゃん！隠れてないで一緒に遊ぼうよー。
プロローグ,パン屋オットー,村人,おや、何か議題がありますね。■１．不定期さんです。■２．おまかせします。■３．奇抜なのは苦手かも？□４．見かけはあんぱん！なかみはピロシキ！□５．村長さん…パンが焼きたいです
プロローグ,羊飼いカタリナ,占い師,やっと羊たちの世話が終わったわ…また沢山人が来ていますね。みなさんよろしくお願いします。リーザちゃんは博愛主義なのね。うふふ。
プロローグ,パン屋オットー,村人,あ、忘れてた。なんだか人娘がいるとか。クララさんとかパメラさんとかリーザちゃんとかフリーデルさんとかのことだよね。あれ、もう見つかってるよね！
プロローグ,羊飼いカタリナ,占い師,>>31……オットーさん、なんで私がカウントされていないのかしら？
プロローグ,パン屋オットー,村人,げ、げふんげふんげふん。え、えっっと、カタリナさんは素敵なお姉さんだから人娘にいれるのは失礼かなぁとかとかとかげふんげふん。
プロローグ,木こりトーマス,村人,■１．コアタイムは忙しくなるということでＳ■２．決定希望時間もＳ■３．やりたいことはＳ。やられたいことはＭ□４．私は一目見ただけでそいつがＳかＭか見分ける事ができるぞ！□５．貴様はＳかな～～～？Ｍかな～～～？
プロローグ,村娘パメラ,村人,>>28壁|_+)oO（リザちゃん…それは守備範囲広すぎるわよ！
プロローグ,羊飼いカタリナ,占い師,>>33あらら？そうかしら？ありがとうございます。うふふ、納得しました。でもオットーさん、「人娘に入れるのは失礼」もちょっと危ない発言な気がするわ。背後には気を付けてくださいね。うふふ
プロローグ,少年ペーター,人狼,>>23リザちゃん、どうもありがとう。この平凡な村にも、特別が生まれたらいいね。>>25ぺったぺたにしてやんよ！新しく来た人、前からいた人、よろしくおねがいします。
プロローグ,パン屋オットー,村人,>>36き・・・きをつけます（ガタガタ）。さて、夜明けまでまだ結構間がありますね。みなさんお夜食などどうぞー。っ【焼きたてクロワッサン】
プロローグ,村長ヴァルター,人狼,来た人はよろしくなのだ。皆が村のためにいろいろ意見を出してくれて、私は嬉しいのだ。シモンやリーザの意見のように平凡なのが一番だと思えてきたが、せっかくみんなが意見を出してくれたので村をよりよくする方向に行けたらいいと思っているのだ。ちなみに、私はすごく平凡な人間なのだ。試しに自伝を書いたら、平凡すぎて５ページくらいしか書けなかったのだ。せっかく書いたのでクララの図書館に寄贈するのだ。
プロローグ,羊飼いカタリナ,占い師,リーザちゃんとペーターくんの言葉に、私とっても感動しちゃった。うふふ、平凡な村のささやかな特別。素敵ですね。>>38うふふ、ありがとうございます。頂きますね。つ【焼き立てクロワッサン】
プロローグ,村長ヴァルター,人狼,アルビン>>11ふふふ、私は平凡な人間なのだよ・・・、でも、非凡になれるよう村長頑張る！パメラ>>12特産品か・・・、何かアイディアはあるかね？　私はみかんが好きだからみかんでもいいかなと思っているのだが・・・。カタリナ>>14カタリナランド、いい響きだな。なんとかしてみよう。カタリナの羊に協力してもらうのもいいな。そういえば、>>5の誤字がものすごく恥ずかしいのだ・・・。
プロローグ,旅人ニコラス,村人,おお、人が増えて賑やかになりましたね。クロワッサン、ありがたくいただきます。ムシャムシャ
プロローグ,村長ヴァルター,人狼,ペーター>>18ペーターも特産品派か。何かこれというものはあるかね？何か木彫り細工を作るのもいいかもしれないね。オットー>>29よーし、村長、パン粉いっぱい仕入れちゃうぞー！　アルビンに仕入れをお願いしちゃおうかな。トーマス>>34う・・・、言わせるな、Ｍに決まっておろう（涙）。村人のために奉仕するのが村長の勤めだと思っているよ。
プロローグ,村長ヴァルター,人狼,ふむ、ペーターとリーザがいい仲のようだな。よきかな、よきかな。村の将来を背負うものとして上手くいって欲しいものだ。オットー>>38ありがとう。【焼きたてクロワッサン】をいただくよ。この調子でどんどんパンを焼いて欲しい。ちまたでは、パンを焼かないパン屋に対するよからぬ噂もあるようなのでね。
プロローグ,木こりトーマス,村人,ふはははは！悦いぞー！悦いぞー！
プロローグ,木こりトーマス,村人,【焼き立てクロワッサン】はＭ
プロローグ,老人モーリッツ,人狼,サチコさんや、飯はまだかの
プロローグ,老人モーリッツ,人狼,恐怖の13人村が見えたでズサってみたぞい。しかしわしも年じゃて、日によっては夜明け後すぐ寝ることもあるやもしれんの。勘弁してほしいのじゃせめて更新まではネオチーに負けんよう頑張りたいのー
プロローグ,老人モーリッツ,人狼,■１．基本夜不定期じゃが、あまり深夜は苦手じゃのう■２．仮0時、本0時半■３．村騙りはおじいちゃんあんまり好きじゃないかのー□４．平凡な村でのんびり暮らすモーリッツじゃよ。この村は若いもんが活気があっていいのー□５．老後を楽しく過ごすために、レジャー施設つきの介護福祉施設を希望するのじゃ。
プロローグ,羊飼いカタリナ,占い師,村長は真面目で一生懸命な人ですね。うふふ、村のリーダーとして、好印象だわ。ＫＳ（カタリナスケール）の上位位置に置いておこっと。>>41あらら、乗っていただけるとは思いませんでした。うふふ、では芸でも仕込んでみようかしら♪
プロローグ,老人モーリッツ,人狼,パン屋、焼き立てクロワッサンもらうのお。はふはふ。これでネオチーに負けずもうひと頑張りじゃ。>>29ところでパン屋はピロシキなんかの？おじいちゃん大好物なんで、興味津々なのじゃよ
プロローグ,羊飼いカタリナ,占い師,モーリッツさん、よろしくお願いします。うふふ、ネオチーとの戦い、応援してますね。
プロローグ,神父ジムゾン,霊能者,真夜中のミサ間に合わないっ急がなくては…村へ道が陥没しているのですよ。平凡な村の一大事ですよ困りましたねえ
プロローグ,神父ジムゾン,霊能者,■１．23時以降ですかね本日はまだ予定があって、遅くなります■２．仮0時30、本1時■３．突然お亡くなりになるような事だけは…。神の御心次第なのでしょうか
プロローグ,神父ジムゾン,霊能者,礼拝の支度をしなくてはわわ…（あせあせ
プロローグ,老人モーリッツ,人狼,>>52おお、これはきれいな娘さんじゃのー。こちらこそよろしくじゃおじいちゃん頑張るぞい>>53神父もきたか。よろしくのー。非凡な事故に巻き込まれとるようじゃが頑張るんぢゃぞこれはフルメンに期待かの！
プロローグ,行商人アルビン,村人,よいせっと。今日もぼちぼちですねえ村長さん>>41村長さんなら頑張れば非凡になれるんじゃないですかねえ？Mを自己申告してることですしねえただトーマスさんの理論>>24を素直に受け止めれば村長さんを警戒したくなるところですねえ
プロローグ,村長ヴァルター,人狼,モーリッツとジムゾン、よろしくである。モーリッツ>>49老人に優しい施設は大事なのである。カタリナランドに介護福祉施設を併設しようと思うのである。カタリナ>>50羊さんはいるだけで可愛いので、それが一番の芸だと思うのである。べ、別に、私が羊さんをモフモフしたいとかそういうことを思っているわけでは・・・。これだけのことをするには予算が必要だな。やはり、特産品が必要か。
プロローグ,羊飼いカタリナ,占い師,ジムゾンさん、よろしくお願いしますね。慌ただしい様子だけど、大丈夫かしら…？>>58あらら、うふふ、分かりましたよ。明日は羊を宿に連れて来ましょう。モーリッツさんとヴァルターさんの案を合わせると、カタリナランドのメインコンテンツは、羊たちとふれあうアニマルセラピーかしら？うふふ、考えておくわね。
プロローグ,旅人ニコラス,村人,うあ、15人も集まりましたね!!! 盛り上がりそうな予感… みなさんどうぞよろしくお願いします。ところで流れをぶった切ってしまい恐縮ですがこれだけは言いたい。リザちゃんペタくん、まだ子供なのに進んでますねえ…　僕の故郷では大人ですら奥手でねえ…羨ましいです（遠い目）
プロローグ,シスターフリーデル,狂人,>>16oops!放送事故しちゃったみたい。にしてもちょっと目を離したすきにずいぶん集まったわー。議題にも答えておきましょう。■１．22時以降■２．仮0:15 本0:45■３．割と何でも大丈夫□４．でぃじぇい 始めました□５．リクエスト募集中！
プロローグ,パン屋オットー,村人,クロワッサンはまだまだあるからみんな食べてね！村長さん、村の美味しい小麦粉を使ったパンで名物にできるように頑張るよ！どんなパンにしようかな…。もふもふ羊パンとかかなぁ。>51イメージとしては見た目は甘そうなアンパンだけど、中身はぴりっと大人の味！みたいな、そんなオットーです。はい。
プロローグ,少女リーザ,村人,新しく来た人たちもよろしくね！まだ夜明けまで時間あるし、滑り込みでフルメン来るかな？カタリナ>>30羊さんも好きだよ。モフモフもいいし、毛を刈られてショボショボになった姿も好きー。村長>>58特産品は平凡まんじゅうなんてどう？
プロローグ,少女リーザ,村人,ニコラス>>60ニコラスさんは誰が好み？こっそり教えてよ。オットー>>62【焼き立てクロワッサン】いただきまーす。
プロローグ,青年ヨアヒム,狩人,よろしく。
プロローグ,旅人ニコラス,村人,フルメンバーキター！　よろしくお願いします。>>64 リーザちゃん、ここじゃみんなに聞こえちゃうから内緒話できないよう。強いていうなら「おにいさんは綺麗なお姉さんが好き」とだけ言っておくよ。
プロローグ,羊飼いカタリナ,占い師,ヨアヒムさん、よろしくね。もう宿もぎゅうぎゅうですね。うふふ、夜明けまでまだ時間があるので、もうすこしゆっくりしていましょう。羊好きな人が多くて、なんだか私まで嬉しいわ。リーザちゃんは通ね。うふふ、仲間と並んだ時の、ちょっとしょぼくれた感じが可愛いのよね。
プロローグ,村長ヴァルター,人狼,カタリナ>>59ありがとう。明日に期待なのである！（ど、どうしよう、羊さんに会えると思うとドキドキしてきた）オットー>>62美味しい試作品を沢山頼むのである。でも、もふもふ羊パンとか可愛すぎて私は食べられないかもしれない。リーザ>>63甘いものに目がない私としては大歓迎なのである。可愛いリーザやペーターを売りにしたリーザまんじゅうとか、ペーターまんじゅうなんてのもいいかもである。
プロローグ,村長ヴァルター,人狼,ヨアヒムもよろしくなのだー。フルメンバーは嬉しいのである。アルビン>>57そ、そうか、私にも非凡になれる素質があるということか。頑張ってみるよ。でも、村長は怖くないから警戒しなくて大丈夫だと思うのである！
