プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,羊飼いカタリナ,霊能者,人狼なんていませんよ。平和な村って、書いてありましたし。ね！
プロローグ,少年ペーター,狂人,平和な村に人狼なんているわけないじゃん。眠いよ。寝てていい？
プロローグ,少女リーザ,村人,平和だって言ってるのに？平和なはずなのに人狼いたら、村長のせいかなぁ？
プロローグ,村長ヴァルター,人狼,ふむ！ここは平和な村である！人狼などおらぬ！村長のワシが言うのだから間違いない！…まちがいないよね？
プロローグ,シスターフリーデル,村人,平和なこの村に人狼が…？なんて恐ろしいことでしょう。ああ、神様…！
プロローグ,羊飼いカタリナ,霊能者,一番乗りのカタリナさんから、話題提供がてら、平和な議題を投下しておくね。■①コアタイム■②希望仮/本決定時間■③やりたい/やりたくないこと□④自己紹介とか
プロローグ,羊飼いカタリナ,霊能者,セルフ回答だよ。■①不定期だけど更新周りには出来るだけいるよ(無理な日もあるかもー)■②合わせるよ〜。■③平和に和気藹々/ギスギス。□④数日間、どうぞよろしくね。
プロローグ,青年ヨアヒム,村人,平和な村に人狼なんているのかな。実際何か起こってる訳でもないしただの噂話だよ
プロローグ,シスターフリーデル,村人,カタリナさん、平和な議題をありがとうございますですの。わたくしも回答させて頂きますね。■①19:00以降が主ですの。朝昼も多少覗けると思いますわ。■②仮　更新1時間前/本　30分前　基本合わせられると思いますので、他の方のご希望を優先して欲しいですの。■③皆様と手を取り合って楽しく過ごしたいですわ。/後で全ログを読み返したとき、誰も深く傷つくことがないような雰囲気だと嬉しいですの。
プロローグ,シスターフリーデル,村人,□④フリーデルと申します。教会併設の孤児院で子どもたちのお世話をしておりますの。…さて、子どもたちにお昼寝して頂く時間ですわ。さあさあ、お布団に入ってくださいね。んっん（咳払い）　ね、眠れ～眠れ～母の胸に～…♪[...の歌はあまり上手いとは言えないようだ]
プロローグ,青年ヨアヒム,村人,議題回答しておくね。①寝てる時（2時～9時頃）以外はちょくちょく顔を出せるよ。日によっては21時から24時に顔を出せない日があるから、その時は事前に連絡するね。②仮指定15時、本指定18時だと助かるかな。一応、仮指定は本指定より1時間以上前で本指定が18時より前だったらもっと早くても大丈夫。あんまり本指定が遅いのは好きじゃないな。③公平に村のみんなで楽しい議論/決めつけや集中攻撃、ギス
プロローグ,村長ヴァルター,人狼,■①箱前には20時くらいにはつきたいが…正直読めんな■②ふむ、やはり1時間前/30分前とかがいいかの。■③せっかくの平和村、たのしくいきたいの！決定周りが不明確なのや、むやみにギスギスするのはいやであるな□④村の頼れぬそんちょうである！数日間よろしくの！
プロローグ,青年ヨアヒム,村人,→続きギスするのは好きじゃない。④必死になって感情的になりすぎないようにしようと思ってるよ。あくまでみんなで楽しむのが優先って思うよ
