プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,シスターフリーデル,村人,あら？　誰も居ませんの？辺鄙なド田舎ですこと……。全く、何故あたくしがこんな所に……。
プロローグ,シスターフリーデル,村人,ああ、そうですわ、あたくし、身元のしっかりしていない方は信用しないことにしてますの。以降ここに来る方は、こちらに記入して頂ける？■1.コアタイム■2.希望する仮/本決定時間■3.やりたいこと/嫌なこと■4.ひとこと
プロローグ,シスターフリーデル,村人,ま、愚民共にはお手本を見せて差し上げないといけませんわね。どれ、まずはあたくしが……。■1.基本的に夜ですわ。鳩は飼っていませんの。■2.ま、妥当に１時間前/30分前ですかしら。■3.笑顔のエピローグ/紳士的でない行い、ね。■4.あたくしはフリーデル・ラ・フランス！　あなた達愚民とは違って、高貴な家の生まれなのですわ！　敬い、称え、そして尽くしなさい！！
プロローグ,旅人ニコラス,村人,よろしくおねがいしまッスル
プロローグ,旅人ニコラス,村人,■1.夕方～夜中かな■2.おまかせだけど、やっぱ１時間前と３０分前だと習慣ついてるから忘れないと思う。■3.リデルと一緒で、笑顔のエピ！/メタ読みとか、そういう偽装とか。（以前それで嫌な思いしたことが。萎えてわざと寡黙→風邪ひいてましたーみたいなの）■4.その、みんなでとりあえず仲良くやりたいな。敵味方関係なく、お互いを尊重してやれる村って素敵だよね。
プロローグ,旅人ニコラス,村人,リデル、アンケートはこの箱でいいのかな？[...は箱にアンケート用紙を折りたたんで入れた]えっと、僕旅人なんだけど・・。方向音痴で、大きな国を目指そうとしてこの・・（ｺﾞﾎﾝ）辺境の村にきちゃったんだ。疲れちゃったし、狼が出るなんてウワサがあるし、誰か暫く泊めてくれないかな？
プロローグ,旅人ニコラス,村人,あ…そうだ、それと僕コアタイムが夕方～夜中ってアンケートに記入したけど、一番元気になるのはこの時間帯かも…。夜明けに対して、ちょっと遅めかな。一応夜明けにはしっかり立ち会えるスケジュールだよ。ま、まぁ…。流れの旅人だしね。そのへんは臨機応変だよね。できるだけ早めにくるけど、もしズレちゃったらごめんね。林檎好きな鳩で対応するよ。[...は疲れが出たのか、広場のベンチでうたた寝を始めた]
プロローグ,シスターフリーデル,村人,ええ、その箱で構いませんことよ。方向音痴の旅人……笑い話にもなりませんわね。しかも、大きな国を目指してこんな片田舎へ？修道院には泊めませんことよ、男子禁制ですの。では、あたくしはこれで。夜更かしは美容の大敵ですもの、もう寝ますわ。……って、もう寝てますのね。まぁいいわ、おやすみなさい。**
プロローグ,羊飼いカタリナ,占い師,…はぁ…はぁ、ここまで来れば…！あ、ご、ごほんっ、失礼いたしました。私は東の羊王国からやってまいりました、王女カタリナと申します。此度、私の王国で大規模な内乱が起こりまして…それで恥ずかしながらこの村に亡命してきたのです…。今も戦っている騎士たちを思うと…胸が痛むばかりです…。あ、それと…ご紹介が遅れました。この子は手乗り羊のメメちゃんです。そこらの羊とは一味、いや二味は違いますのよ
