プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村長ヴァルター,村人,あの...皆さんまだいらしてないんですか？...人狼なんて信じられないですもんね。...おおげさですよね。
プロローグ,村長ヴァルター,村人,...一応、アンケート用紙置いておきます。■１.あなたのコアタイムは？■２.仮決定/本決定の希望時間は？■３.やりたいことはありますか？□４.その他、自己紹介はありますか？
プロローグ,村長ヴァルター,村人,...アンケート書いておきます。■１.23:00~2:00です。■２.1:00/1:30希望します...■３.弱気を直していきたい...です。□４.なんで僕が村長になったんだろう...みんなの視線が怖いよ...
プロローグ,行商人アルビン,村人,ただいま〜。よいしょっと。[大きな荷物を下ろす]あれ、ゲルトと村長しかいないの？なあんだぁ。せっかく遠くから帰って来たのに。
プロローグ,行商人アルビン,村人,ヴァルター>>3アンケート用紙？　へえ、人狼？ああああ。どこを旅しても怪物のお話ってのは人気なんだよなぁ。まったく、文化は違えど人間には変わりない、って事か（独り言）。あ、村長、お茶飲む？ザイデンシュトラーセンを通ってきた香りの良いお茶だよ。お湯を入れると花が開くんだ。
プロローグ,行商人アルビン,村人,[紙にかき込み]■１.遅めかな。22:00とか23:00ごろからがコアになると思う。■２.仮00:45/本01:15更新30分前までには、本決定があるのが望ましいと思う。大抵、決定が後ろにずれ込むので。あとはまあ、村に合わせて、かな。難読COは暗号に含まれるの了解してます。[ペンを持って少し考える]ふむ……。
プロローグ,行商人アルビン,村人,□4. [ザイデンシュトラーセンを通ってペルシヤからゴールコンダ王国へ。　宝石なら金銀エメラルドにダイヤ。味覚の黄金ならさまざまなスパイス。その他、手触りの良い絹織物に、めずらしい異国の書物、茶、磁器。なんでもアルビン商会へお問い合わせあれ！]これで良し。宿に張り紙しておこう。じゃ、村長。僕は先に寝るね。おやすみなさい。
プロローグ,行商人アルビン,村人,寝るって言ったけど気になって。流石に1hで7人も来ないか……。つ[八宝茶][月餅]おやすみ。あ、注文の時は容赦なく起こしていいよー。ﾉｼ
プロローグ,村娘パメラ,人狼,てってけてー。パメラちゃん、参上だよ。そんちょー、アンケートありがと。回答するね■１.21:00以降なら大抵大丈夫。ネオチーなければ更新時間は必ず立ち会えるよ■２.仮は１時間前、本は３０分前かな■３.楽しくいきましょ□４.？？募集中...(沙*･ω･)じゃ、またねーノシノシ
プロローグ,村娘パメラ,人狼,アルビンさん、私の誕生石が品揃えにあるようだから、可愛いピンクダイヤのネックレスなんかあるかしら？できれば、お値段についてはお勉強してくれるとうれしいな。
プロローグ,行商人アルビン,村人,ふぁーあ。人が増えないと商売あがったり……お、パメラじゃーん。おはよー。パメラ>>11なるほど、誕生石ね。でもお嬢さん、ピンクダイヤは値が張りますよ？
プロローグ,行商人アルビン,村人,なんて言っても、パメラの頼みとあっちゃあ負けないわけにはいかないか（苦笑）。[小箱を開ける]じゃあ、これなんかどう？  小粒だけど、サイズが揃って綺麗な、淡い薔薇色のピンクダイヤネックレス。もっとオレンジっぽいダイヤを使うなら、さらにお安くできるけど、パメラならこのくらい純粋なピンクの方が可愛いと思うよー。
プロローグ,少女リーザ,村人,あー、眠いったらありゃしない。まったく、あのクソジジイ……。あ、村長！アンケートですかぁ……。■１.夜の１１時以降はこれないわ。それ以外なら多分大丈夫ね。■２.うーん、仮は３０分前。本は１５分前かしら。■３.楽しくいきたいなぁ。□４.特になし、よ。アルビンさんって、ほんと商売上手ね。
プロローグ,少女リーザ,村人,まだ人足りないわね。ま、気長に待つしかないかな。アルビンさん、遠いところに行ってたんでしょ？なら何か珍しい食べ物ってあるかしら。ここにはないような……。高いのは買えないわよ。
