プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少女リーザ,狂人,私リザちゃん…今あなたの後ろにいるの…
プロローグ,少女リーザ,狂人,私リザちゃん…議題が出ていないの…私の前の人怠慢なの…タイマンしたらマブダチなの…Let'sダチ公なの…
プロローグ,ならず者ディーター,村人,なんか今、夜道で「ワタシ綺麗？」って聞かれたから、「わりーな、俺女に興味ないんだよ」つったらなんかダッシュで逃げられたんだけど
プロローグ,少女リーザ,狂人,私リザちゃん…今ダッシュしているの…
プロローグ,ならず者ディーター,村人,おいおい、リーザ、勘弁してくれよ。口裂け女撃退にはべっ甲飴かポマードか女に興味無いふり…常識だろ？んでだ。ほれリーザ、議題拾って来たぞ■1.コアタイム■2.仮決定／本決定の希望時間 ■3.やりたいこと／やりたくないこと■4.自己紹介など
プロローグ,ならず者ディーター,村人,■1.最悪23時までは戻れるかと思うぜ。遅くなるときゃ申告するな。昼間ぼちぼち来れるから寡黙にゃならんと思う■2.仮0:15  本0:45てとこか■3.愛のある殴りあいしよーぜ。突然死やらマナー違反やらは無しでいこーぜ■4.こんな風貌だが、一応気持ちは正義の味方だ。困った事があったら俺を頼れな？さてと、たっぷり一日あるみてーだし寝るかな。リーザ、あんまし夜更かしすんなよ？
プロローグ,少女リーザ,狂人,私リザちゃん…議題が出たから答えるの…髭なのに勤勉なの…ヤングだから口裂け女とか赤マントとか知らないの…■1　おはようからおやすみまであなたの後ろにいるの…■2　更新前後にはいるようにするの。だからいつでもいいの…■3　特に無いの…あなたの後ろにいたいの…■4　私リザちゃん…私もそろそろ休むの…
プロローグ,少女リーザ,狂人,私リザちゃん…今貴方の布団の中にいるの…
プロローグ,ならず者ディーター,村人,なんだ…？りーざか…一緒に寝るのはいいけど髭がちくちくするとか言うなよ…ふあぁあ…おやすみ、いい夢見ろよ
プロローグ,木こりトーマス,村人,おはようなんだな。ネムネムなんだな。
プロローグ,木こりトーマス,村人,ディタは議題ありがとなんだな。■1.23:00から01:30までくらい■2.00:15／00:45■3.得にはないんだな。／暴言系はちょっと苦手なんだな。■4.木こりやってるトーマスなんだな。よろしくお願いしますなんだな。
