プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,行商人アルビン,人狼,ヒャッハー！ホント行商は地獄だぜ！
プロローグ,行商人アルビン,人狼,■1.ヒィーハー！ ■2.アヒャ21:15ヒャヒャヒ21:45ャヒャヒャ！■3.フゥハハハーハァー！■4.ヒャッホー！
プロローグ,行商人アルビン,人狼,■1.コアタイム■2.仮決定/本決定の時間■3.やりたいこと・やりたくないこと■4.自己紹介□1.主に夕方！夜と朝もちょっと顔出せるぜ！□2.21:15/21:45□3.楽しく激しくやりたいぜ！凸死はいやだ！□4.手榴弾からツナ缶まで何でも揃うアルビン商会だ！更新いられない日があるけど勘弁な！（早速今日とか）
プロローグ,行商人アルビン,人狼,おっと、朝メシ忘れてたな！つ［レーション（戦闘糧食）］［チョコレート］［乾パン］
プロローグ,行商人アルビン,人狼,せっかく仕入れに来たのに、人いないな。当たり前か。平日の昼間だもんな……何を仕入れに来たかって？　もちろん、この村特産の”星”さ！この村の住民達は、”星”なるものを狩って生活してるらしい。その”星”の正体を突き止め、仕入れ、売る！それが俺の目標だ！よろしくな！人狼が出るらしいが、行商に危険は付き物だ！大したことはねーぜ！
プロローグ,村長ヴァルター,村人,星には色々あるけど、みんなの役に立つような質の良い星を作りたいね。
プロローグ,村長ヴァルター,村人,コアは20時くらい。平日昼間いないよ。じゃ今日はじまるように願いつつ役場に行ってくる。
プロローグ,行商人アルビン,人狼,人が！人が来たァアアアアアアア！待ってたかいがあったぜ！>>7長　質の良い星……？結局、星ってなんなんだよ……ふわーあ。昨日夜更かししたせいで眠いぜー。
プロローグ,パン屋オットー,村人,.｡oO（俺は星を護る者。星の秘密を探る者たちを……おっと、これ以上は止めておこう）しがない“ただのパン屋”さよろしく頼む
プロローグ,行商人アルビン,人狼,朝からずっと宿にいて、やっと二人目の村民に会えたぜー。あ、そこで寝てる金髪入れて三人か。>>10屋　よろしくパン屋さん、なあ、”星”について何か知らないか？
プロローグ,パン屋オットー,村人,ちなみにうちの店は星とパンを交換してるから、その点ご了承いただこうお昼にサンドイッチでも出すとしようつ[トマト][レタス][チーズ][苺ジャム][チョコレート]>>11商……星について、か？別に教えてやれないこともないが、とりあえずこれを食べてからにするといい つ[ジャガイモの芽入りサンドイッチ]
プロローグ,行商人アルビン,人狼,>>12屋　やったー！ありがとな、親切なパン屋さん！乾パン以外のもの食べるの久しぶりだぜー……うっ！？［…はジャガイモの芽入りサンドイッチを完食すると突如苦しみだし、床に倒れた］
プロローグ,パン屋オットー,村人,■1.不定期だが、基本は19時～22時半ぐらいだ■2.仮決定21:15/本決定21:45■3.賑やかな村は好きだ/互いの気分を害すことのないようにしなければな□4.この村でパン屋を営んでいる.｡oO（この持ってるパンは実は仕込み刀だったりするのだが……まぁそれはいい）
プロローグ,パン屋オットー,村人,>>13商おっと、大丈夫か？これでは星のことも聞けまい、困ったなー(棒)……流石にこのままでは仏も成仏できまい[…はそこらへんにあった白い布をアルビンにかぶせた]
プロローグ,行商人アルビン,人狼,うう、身体が動かねぇ……俺はこのまま死ぬのか？
プロローグ,村長ヴァルター,村人,ソラニンうっうー
プロローグ,行商人アルビン,人狼,［…はむくりと起き上がった］人は、人はいねーのかー！う、叫んだらまた苦しく……ｸﾞﾊｧ（吐血）
プロローグ,村長ヴァルター,村人,そんちょこれからじんぎすかんぱーちーするんで落ち着いたらまた顔出すうっうー星を仕入れるもの星を作るもの星を護るもの次はなんだろね
プロローグ,村長ヴァルター,村人,あ、チョコレートとサンドイッチもらってくーむぐむぐ…
プロローグ,村長ヴァルター,村人,（カタリナフラグを立てて離脱
プロローグ,行商人アルビン,人狼,
