プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少年ペーター,霊能者,ぼくもおおげさだとおもいます。
プロローグ,旅人ニコラス,村人,大げさだなあ。
プロローグ,羊飼いカタリナ,人狼,こんにちは～～
プロローグ,行商人アルビン,村人,大げさでござるな。
プロローグ,神父ジムゾン,狂人,まぁおおげさでしょう。
プロローグ,ならず者ディーター,人狼,やれやれ、大げさだぜ。
プロローグ,神父ジムゾン,狂人,議題とか人数的におおげさなのでだしません。[...はゲルトとヒソヒソ会話している。]
プロローグ,木こりトーマス,村人,大げさだな。
プロローグ,行商人アルビン,村人,だ、誰も議題を出していないでござるか･･･。多少大げさではあるが拙者が出しておくでござる。■１.参加可能時間■２.本仮決定希望時間■３.投票COなどのやりたいこと■４.自己紹介など
プロローグ,行商人アルビン,村人,というわけで拙者が一番乗りで答えるでござる。■１.集中して居れるのは夜でござるな。朝や昼は伝書鳩を飛ばせるので確認程度はできるでござる。■２.夜明け間際にどたばたするのは嫌なので余裕があればいつでも良いでござる。■３.拙者はとくに希望無いでござるよ。■４.ひんがしの国より参った行商人でござる。大げさではござるがしばらく宜しく頼むでござる。
プロローグ,神父ジムゾン,狂人,■１.基本夜、詳しく言うなら１８時以降になります。 ■２.３０分間隔ぐらいでしょうかねぇ。■３.投票COは構いませんが反対が一人でもいればやりたくありませんね。やりたいこと・・・全員騙りとかどうです？ふふ・・・ ■４.[...はタバコをくわえながら] 一応神父のジムゾンです。おおげさですが死者がでても弔いますので御安心を。
プロローグ,少年ペーター,霊能者,ただいまです。アルビンさん議題ありがとうございます。■１.きまった時間はないですが、よるは大体いると思います。■２.仮21：15本21：45くらいはいかがでしょうか？■３.投票COははんたいしません。全員騙りもおもしろそうですね。■４.からだはこども、ずのうもこどもです。よろしくおねがいいたします。[…は、ぺこり、と頭を下げた]
プロローグ,ならず者ディーター,人狼,議題？やれやれだぜ。
プロローグ,ならず者ディーター,人狼,ひとつ。出没は不定期だが、日中が多いぜ。ひとつ。発言が揃うならなん時でもいいぜ。ひとつ。どっちでもいいぜ。
プロローグ,ならず者ディーター,人狼,自己紹介？やれやれ、めんどくさい。俺は俺だ。それ以外の何者でもない。
プロローグ,行商人アルビン,村人,全員騙り、面白そうでござるな。やってもいいと思うでござる。･･･それよりも、夜明けを迎えられない気がしてきたでござるよ。皆「ずざー」なるものを狙ってるでござるか？
プロローグ,ならず者ディーター,人狼,そもそも、人狼なんて大げさだぜ。きっと、野犬か何かだろ
プロローグ,少年ペーター,霊能者,そうですね。おおげさにたんたんとしすぎたのでしょうか。おおげさにきゃくよせをしてみましょうか？ぼくパンダさんの着ぐるみを着てきます。…きゃくよせパンダにぼくは、なる！
