プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,農夫ヤコブ,占い師,荒地の村を耕すのさ具体的にはジャガイモを植えるのさ
プロローグ,老人モーリッツ,霊能者,ひゅー　どろどろーっみなさんこんばんはですじゃ！
プロローグ,農夫ヤコブ,占い師,こいつもおくさ■1.コアタイム■2.仮/本決定時間■3.やりたいこと/やりたくないこと■4.自己紹介
プロローグ,羊飼いカタリナ,村人,寒いねー。あったまりにきたよー。
プロローグ,農夫ヤコブ,占い師,自己回答するのさ■1.不定～23:00■2.21:45/22:15■3.楽しくやるのさ/流行り病なのさ■4.農家は人手不足なのさ。お嫁に来てくれる人募集中なのさこれを飲んであったまるさ[ジャガイモのスープ]
プロローグ,老人モーリッツ,霊能者,ヤコ・カタ、こんばんはですじゃじいじこの時間に人に会えると思ってなくて、とっても嬉しいですじゃ！ヤコは議題ありがとですじゃ！■１.昼すぎですじゃ！18〜21時が不在がちですじゃでも仮本決定＆夜明けは立ち会うですじゃ！途中ちょとコアタイムが壊れる日あるけど、許してほしいのじゃ（ぺこり）■２.21:45/22:15■３良い勝負ができて、それでもって雰囲気のいい村になったら、最高ですじゃ！
プロローグ,老人モーリッツ,霊能者,■４モーリッツですじゃ去年１００歳にて天命を全うし、今はお空でばーさまとらぶらぶなのじゃ！けど、じいじのかわいい孫がこの村で大変な目に遭うというお告げをうけたのですじゃとゆーわけで！孫の嫌いなカエルちゃんを、村の入り口にいっぱいばらまきに来たのですじゃ(ぱらぱら）おばけなじいじですが、どうぞよろしくですじゃ！あじゃがいものすーぷ発見ごくごく。うまうまですじゃー！
プロローグ,老人モーリッツ,霊能者,カタ>>5あやや！あったまりたかったのじゃ？ごめんじゃー、じいじ怖くないですじゃー（ニコニコ）さてさてじいじは早起きですじゃ明日は遊園地のおばけ屋敷に面接を受けに行くですじゃ！じいじまだまだ現役労働者ですじゃ（えっへん）今日フルメン開始することをばーさまにお祈りしながら眠るですじゃ！ヤコ、カタ、新しく来てくれた人、あとそれからこの村をのぞき見してくれた人、みんなおやすみですじゃっ！
プロローグ,羊飼いカタリナ,村人,議題答えるね。ヤコちん、気が利くね～。きっとお嫁さんすぐ来るよ～。■1.22:00～、朝も少し。昼間は鳩でチラ見。■2.みんなにあわせるよー。■3.ジンギスカンパーティーしよーよ。■4.うちの羊は食用なんだよ。[ジャガイモのスープ]ごくごく。爺ちゃんもこんばんわ～。お化けカコイイ！お化けなのにスープ飲めるの超カコイイ！！
プロローグ,農夫ヤコブ,占い師,これ以上来る気配が無さそうなのさ寝させてもらうのさ
プロローグ,ならず者ディーター,狩人,ならず者の生活は厳しい。定収入が無いからな。ジャガイモのスープ 俺にもくれるのか？ありがてぇぜ、ゴクゴクゴク。ウメェこんなうまいもん食ったのは何日ぶりだろう？百姓！有難うよ！今夜はここで寝るとしようか。荒地の村かきっといい村なんだろうな。◼1   不定期◼2   1時間前＼３０分前
プロローグ,ならず者ディーター,狩人,◼3   楽しく推理／突然死◼4   ディータとか者って呼んでくれ✨おっ、200で収まらなかったな。
プロローグ,老人モーリッツ,霊能者,おはようですじゃ　面接どきどきですじゃでもじいじには特技があるですじゃ！それは、人の背筋を凍り付かせることですじゃ…「ここは荒野の村？こうやの村にいこうやー！あれちがった　あれちの村だったー！」えっへん！…ん？んん？きゃーやめて塩を投げないでーっ（わたわた）あディタおはようですじゃ　ディタもじいじを見習って働くですじゃ！＠１５
プロローグ,羊飼いカタリナ,村人,おはよー。あ、ディタ君もおはよー。働きたくないよね～。爺ちゃんお塩嫌いなの？・・・ん～。えいっ(ノ・ω・)ノ：・．：：・［...はモーリッツに砂糖を投げつけた］どうなるかな～？
プロローグ,農夫ヤコブ,占い師,じいちゃんのおかげで寒くなったのさこれから来る人のために農作業の前にスープをあっため直すのさ[ジャガイモのスープ]
プロローグ,老人モーリッツ,霊能者,カタ>>15　ぱんぱかぱーん！じいじはレベルアップした！じゃんぷ力が上がった！「さぁー　とうっ！（ぴょーん）」こんなに簡単にレベルアップできちゃうなんて、とっても甘い話ですじゃ砂糖なだけにじゃはわわわ塩はやめてー（逃亡）
