プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少女リーザ,占い師,この村には何か秘密があるって聞いたよ！隠しダンジョンにはお宝が眠ってるって相場が決まってるよね。この盗賊少女リーザにかかれば、どんな隠しごとだって見つかっちゃうんだから！
プロローグ,青年ヨアヒム,狩人,ここは隠された村。そう、隠さなければならない……！モザイク装備で一週間がんばるよ、全裸で！
プロローグ,少女リーザ,占い師,おまわりさんこっちです。
プロローグ,青年ヨアヒム,狩人,なぜ？どうして？肝心な部分はモザイク装備だから大丈夫だよ？宿にちゃんと帰れたら全裸仲間が増えてないかな……☆
プロローグ,少女リーザ,占い師,隠しダンジョンで全裸青年が「ようこそ隠された村へ！」ってたってたらリセットボタンおされるの。その前におまわりさんに御用にしてもらうよ！ってリザは盗賊少女なのでおまわりさんとは相性悪いんだけど。
プロローグ,農夫ヤコブ,村人,よろしくおねがい致します。
プロローグ,少女リーザ,占い師,ずざー歓迎だよー。よろしくヤコ！それじゃあそろそろ定番議題はっとく？■1.コアタイム■2.仮決定/本決定時間■3.やりたいこと/やりたくないこと□4.自己紹介/あなたの隠していることは？
プロローグ,少女リーザ,占い師,■1.基本22時以降。昼は鳩も厳しいことが多いよー。■2.22:30/23:00■3.勝っても負けてもエピでわいわい笑えるように！沢山お話したいな。演技でもギスギスは嫌いだよー。あと流行り病は注意！□4.美少女盗賊リーザ！隠し村ってことはここにはきっと凄いお宝があるはず！盗賊七つ道具の内容は秘密だよ！
プロローグ,旅人ニコラス,村人,リーザは議題ありがとな■1.22:00~24:00■2.22:15/23:00■3.EPをいい雰囲気で迎えたい/荒れたりはしたくないな□4.見ての通りの・・・何に見える？/隠してることは教えられないよ？
プロローグ,農夫ヤコブ,村人,■1.まとめ役について■2.能力者COについて■3.能力者の回避について■4.占い方法について 
プロローグ,パン屋オットー,人狼,人狼騒動でまた町に小麦を買いに行けなくなっちゃった……。これは…！　代わりになるかもしれない！！[オットーは粉石けんを手に取った]
プロローグ,パン屋オットー,人狼,■1.22:30～更新時間前後■2.22:15/23:00かなー。■3.マナー違反・ルール違反はやだなあ。やっぱり自分だけじゃなくみんなが楽しくなきゃね！□4.村のパン屋さんだよー。今使ってる材料は…秘密★あ、みんなよければ夜食とか朝ごはんにどうぞー。とっても清潔な香りのパンだよ！つ【石鹸パン】
プロローグ,負傷兵シモン,狂人,おはようさんおやすみ
プロローグ,行商人アルビン,霊能者,　|_･)ﾁﾗｯ
プロローグ,行商人アルビン,霊能者,　|彡ｻｯ!
プロローグ,村娘パメラ,村人,(･ω･｡≡｡･ω･)ｷｮﾛｷｮﾛ
プロローグ,行商人アルビン,霊能者,[...は様子をうかがっている][...の鞄から何かが顔を出して叫んだ]耳が長いの「隠れるな。挨拶もせずに隠れるな」目が青いの「弱虫さんですのー」何かふわふわしたの「のー」
プロローグ,村娘パメラ,村人,>>16捕獲！(･ω･ )=C(o_ _)o.....
プロローグ,行商人アルビン,霊能者,耳が長いの「お。よろしくな！べっぴんさん！」目が青いの「よろしくですのー」何かふわふわしたの「のー」[...は警戒している！]
プロローグ,行商人アルビン,霊能者,[...ひらりと身をかわした！][...は逃げ出した！]耳が長いの「おいコラ逃げるな！逃げるな！！」目が青いの「自己紹介はまた後程ですわー」何かふわふわしたの「わわわー」
プロローグ,シスターフリーデル,村人,全裸を退治しにきましたら、ふわふわしたのをゲットしましたわ。何ですのこれ。もぐもぐ。
プロローグ,シスターフリーデル,村人,■1.いろいろですの！■2.本決定が３０分前までに出てくれれば。■3.普通に楽しく戦いたいですのよ□4.ぱんつは白です
プロローグ,少年ペーター,人狼,ｷｮﾛｷｮﾛ（((（‥　）（　‥）))ここに僕の秘蔵本が隠して....とママにバレたらお尻ペンペンされちゃうからね
プロローグ,少年ペーター,人狼,ん...隠した秘蔵本は忘れないように暗号文でメモしておこう。ママにバレませんよーに...と■1.やっぱり不定期になるかなぁ？■2.おおよそ更新時間より本決定は30分前がりそうじゃない？■3.いい雰囲気で楽しみたいよね。□4.本当は僕、女の子ってのも秘密なんだよねん？[石鹸パン]かぁ、これ食べられるのかな？
プロローグ,少年ペーター,人狼,この村には、秘密を隠した人が既に１１名...いろんな秘密がありそうな予感がするね。隠された秘密をときあかしたらいいことあるかな？
プロローグ,羊飼いカタリナ,村人,ちょこん。ぽて。
プロローグ,パン屋オットー,人狼,ぽて？おっはよー。今日は昨日の晩にパンの仕込みしてたからちょっと眠いや。来た人はよろしくね！これ、みんなでどうぞー。つ[生石灰パン][絹パン][秘蔵本パン]  
プロローグ,仕立て屋エルナ,村人,　　　　　　　　　　　　　ｺｿｯ　　(´･|[ﾐｼﾝ]|
プロローグ,仕立て屋エルナ,村人,■1　日中は居る時はいるけど、居ない時は居ないのってだーれだ？■2　夜夜　最悪九羽の鳥でも見れるよ■3　いやだこわいいちごパン。
プロローグ,パン屋オットー,人狼,>>30エルナこんにちは！パンが欲しいの？任せて！つ[ﾐｼﾝパン]
プロローグ,村娘パメラ,村人,冷蔵庫から盗まれたレタスを見つけたと思ったらレタス自体が逃げていたなんて…そんなばかなことがあるというの…？！あのレタス、きっと何か隠してるに違いないわっ■1.20:30〜23:30くらい■2.22:15/22:45くらい■3.みんなで楽しみましょう/流行り病は気をつけて！□4.(村が隠されていると思っていたCO)
プロローグ,行商人アルビン,霊能者,［何か小さなものが歩いて来る］耳が長いの「戻ったぜー」目が以下略「うふふ。皆さんこんにちは。あるびんちゃんが隠れて出てこないので、代わりに議題回答ですのー」毛玉「のー」
プロローグ,司書クララ,村人,こんにちはぁ。あのあの、みなさんの隠してたことには触れないのが優しさなんでしょうか・・？■1.不定期ですけど20：30～はいます■2.22：30/23：00くらいでしょうか■3.えとえと、マナー守って、楽しければいいかと□4.このメガネ伊達なんです（父はマ○イ族出身なのでー）
