プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,パン屋オットー,人狼,人狼？新しいパンのアイディアが浮かんできた。。
プロローグ,旅人ニコラス,村人,こんにちは。旅をしていたらこの街に迷い込んだよ。今晩はここに泊まろうかな。
プロローグ,青年ヨアヒム,人狼,こんにちは。人狼だって？なんだか嫌な予感がするなぁ・・・
プロローグ,少年ペーター,村人,ペーターだよっ人狼だって？そんなのいるわけないじゃないか～
プロローグ,司書クララ,人狼,うふふうふうふ…人狼ですって？ついにこの日が来たのね…うふふふふ 
プロローグ,司書クララ,人狼,まずはこれ、どの村も同じプロローグ議題ね。■1．コアタイム■2．仮決定時間・本決定時間の希望■3．やりたいこと/やりたくないこと□4．自己紹介
プロローグ,司書クララ,人狼,>>7■1．コアタイム…20:30～23:30　鳩は飼ってません。■2．仮本決定時間希望…22:15／22:45■3．人狼が表れたこの機に、少し試したいことがあるわ。／暴言と流行病は避けたいわね。□4．趣味は古文書解読と機械いじりよ。ふふふ人狼は実在する。間違いないわ。私の故郷は人狼に滅ぼされたのよ。それでね、私…人狼を探し出す機械を復元したの。って言ったらみんな、信じてくれる？
プロローグ,負傷兵シモン,村人,■1．コアタイム…２０～２１時■2．仮本決定時間希望…他の人にあわせます（大幅にコアからずれてなければ）■3．空をとびたい/仕事、体をみてくればわかるだろう
プロローグ,旅人ニコラス,村人,■1．21:00〜24:00■2．22:15/22:45■3．楽しくプレイしたいです。□4．世界を旅して歩いているんだ。みんなよろしくね。
プロローグ,仕立て屋エルナ,狂人,席を確保しとくわちょっと風呂に入ってくるから議題とかは後に答えるわえ？人狼？そんなの本当にいるのかしら？
プロローグ,仕立て屋エルナ,狂人,■1.日によってばらつきがあるけど21:00~1:00くらいね■2.22:30/23:00■3.みんなで仲良くプレイしたいわね、突然死や暴言それ以外にもマナーに反することは勘弁して欲しいわね□4.仕立て屋のエルナよ、よろしくね、注文をしてくれればどんな服でも１日で用意するわよ
プロローグ,羊飼いカタリナ,村人,人狼と狼男ってなにか違うのかな？
プロローグ,羊飼いカタリナ,村人,■1．夜■2．仮22:15本22:45■3．仲良く□4．最近羊の数が減ってるんです…なんとかしないと。
プロローグ,仕立て屋エルナ,狂人,カタリナちゃんこんばんわ人が少なくて退屈だから別の村にいってこんなもの拾ってきたわ【】→CO、占霊結果等の重要事項■/□→議題/ネタ議題●/○→占いの第1/第２希望▼/▽→吊りの第1/第２希望▲/△→襲撃の第1/第２希望★/☆→質問/回答自身のない人や不慣れなひとは目を通して置いてね
プロローグ,行商人アルビン,村人,人狼と聞いて立ち寄りました　いらんかね～
プロローグ,ならず者ディーター,占い師,おれ！おれ！
プロローグ,行商人アルビン,村人,■1．22時～24時■2．仮22時30　本23時■3．とくになし□4．最近鳩を飼いました 
プロローグ,羊飼いカタリナ,村人,エルナさんありがとです。その他詳しい事はまとめサイトを確認！ですね。ディタさんアルさんこんばんはです。ではまた夜明け近くに来ますねー。
プロローグ,仕立て屋エルナ,狂人,ちょっと目を話してたら人が増えてたわアルビンさんディーターさんこんばんわこれで今日始まりそうねフルメン期待してるから直前のずさーには大いに期待してるわ
プロローグ,旅人ニコラス,村人,いつの間にか人が増えていてうれしいよ。みなさんよろしくね。
プロローグ,司書クララ,人狼,まとめサイト http://wolfbbs.jp/議事録閲覧用ツール http://wolfbbs.jp/%A5%C4%A1%BC%A5%EB.html携帯端末用http://wolfbbs.jp/%B7%C8%C2%D3%C3%BC%CB%F6.html……この村のみんなならきっと大丈夫だと思うけど。
プロローグ,旅人ニコラス,村人,>>22　クララさんどうもありがとう。助かります。役に立ちそうですね。
プロローグ,仕立て屋エルナ,狂人,書>>22携帯端末用があるのは初めて知ったわねこれで鳩からの操作も多少楽になりそうだわありがとうね
プロローグ,負傷兵シモン,村人,今日開始できそうなのかな？嬉しいぜ働け？いや体がですね・・・ごほごほ
