プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,負傷兵シモン,人狼,こちらコードネーム『キラー』。村に帰還。これより作戦を開始する。増援は必要ない。繰り返す。増援は必要ない。現在包帯を巻いて変装中。
プロローグ,負傷兵シモン,人狼,裏切り者はどこだ･･･。見つけたらこうだ！[･･･は拳銃で看板を撃ち抜いた]まずは回復が先だな･･･。お休み。
プロローグ,負傷兵シモン,人狼,(そうだ、演技って大切だな。俺変装してんだった。)あーきずがいたむー(棒)裏切り者ははやくこい･･･。金貰えるんだよ！
プロローグ,行商人アルビン,狩人,冷やし中華、始めました
プロローグ,パン屋オットー,村人,おっとドッコイ夏だぜ！
プロローグ,負傷兵シモン,人狼,季節は夏ー秘密を抱えるスパイ、緑の冷やし中華屋、夏好きの七三男達の戦いが、今、始まる！
プロローグ,負傷兵シモン,人狼,とりあえず暑いから包帯外すか。[･･･は包帯を取った]これでマッパだ！むちゃくちゃ涼しいぜ！
プロローグ,旅人ニコラス,狂人,こんばんは。僕は夏の風物詩の仲間の冷やしキュウリ……ごにょごにょ…に含まれている妖精さんだよ！
プロローグ,旅人ニコラス,狂人,え。しょっ食中毒とは何の関連性もないんじゃないかなぁああ？ホントのほんっっっとに！ただのふぇありりさんだから！細菌じゃ、ないからっ……ちがうから…！
プロローグ,旅人ニコラス,狂人,ｳｼﾞｬｳｼﾞｬﾜｻｧ…**
プロローグ,負傷兵シモン,人狼,ようニコラス、お前も服全部脱げよ。涼しいぜ。っと･･･そっか細菌は服着ないもんな(納得)裏切り者は誰だ！俺が浮き輪で絞殺してやるぜ！
プロローグ,負傷兵シモン,人狼,失礼、夏は仲良く過ごさないとな･･･。争いはいけないぜ。仲良く、平和な夏を過ごそうな･･･。[･･･はデザートイーグルを取り出した]みんな遊ぼう。夏は始まったばかりだ･･･。
プロローグ,行商人アルビン,狩人,>>13ロケットランチャーで迎え撃ちます戦争、始めました
プロローグ,負傷兵シモン,人狼,いいぜ。俺はAK−47使う。戦闘場所はここでいいか？地雷も使いたい。※一連の発言は「夏季」と「火器」をかけたジョークです。安心して入村してください(目が笑っていない)
プロローグ,青年ヨアヒム,人狼,よろしく……俺は…平和主義だ……
プロローグ,行商人アルビン,狩人,ズドーーーーーーーーーン！！[…はヨアヒムに向けてロケットランチャーをぶっぱなした]
プロローグ,負傷兵シモン,人狼,パン！(発砲音)アルビン！このヨアヒムの死体邪魔だ！片付けておけ！
プロローグ,負傷兵シモン,人狼,※平和な村です。安心して、笑顔溢れる村の日常をお楽しみください。なお、女性の皆さんはシモンのセクシーな裸体をお楽しみください。ぎせいsy･･･じゃなかった他の人こないのか？裏切り者を蜂のs･･･失礼ハチミツパーティーでお出迎えしたいんだが。
プロローグ,仕立て屋エルナ,村人,うーす今夜始まるんべ？
プロローグ,旅人ニコラス,狂人,あとさんにん足りない…気合い入れて増殖してくるあ。カンピロバクターぱわー！ぬぉぉぉｯｯ
プロローグ,仕立て屋エルナ,村人,>>17>>18おいなんだこの村銃殺実装されたのか。人狼騒ぎ以外でも物騒すぎだろｗ
プロローグ,負傷兵シモン,人狼,人間の増殖･･･我々は今日、歴史の目撃者となる･･･>>22エルナもやるか？(手榴弾を見せながら)
プロローグ,パン屋オットー,村人,人狼がこの村を滅ぼす？　そんなわけないじゃないか。おおげさだなぁだって…この村は、プロで勃発した内乱で住民が壊滅するんだからね…人狼BBS初、狼が現れない村　～完～
プロローグ,負傷兵シモン,人狼,本部、こちら『キラー』。同調者が現れた。(>>24)速やかに村人に武器を渡し、内乱を起こすのが最善策だと考える。よって、自分の火器を渡す。手元の武器が足りないので、武器弾薬を送ってくれ。とりあえず[ベレッタ][ワルサー][レミントン][バレット][ヘカート]好きなだけ使ってくれ。
プロローグ,パン屋オットー,村人,じゃあ僕からも火器を提供しようかな…っ[法隆寺の鐘を鳴らすことで有名なくだもの]
プロローグ,パン屋オットー,村人,それは柿やがな！
プロローグ,パン屋オットー,村人,っ[海のミルク]
プロローグ,パン屋オットー,村人,それは牡蠣やがな！
プロローグ,パン屋オットー,村人,っ[少年 ペーター]
プロローグ,パン屋オットー,村人,それはガキやがな！
プロローグ,パン屋オットー,村人,扉を閉めるのに使うよね
プロローグ,パン屋オットー,村人,それは鍵やがな！
プロローグ,パン屋オットー,村人,おあとがよろしいようで
プロローグ,羊飼いカタリナ,人狼,ずざー今日始まるかな？
プロローグ,パン屋オットー,村人,むりそうだぬー
プロローグ,仕立て屋エルナ,村人,明日に持ち越しかーまーいいやおやすみー
プロローグ,羊飼いカタリナ,人狼,ざんねんまた明日ねー
プロローグ,負傷兵シモン,人狼,覗いてみたがまだだったか。お休み
プロローグ,パン屋オットー,村人,ねゆ、！！！、！、！！！
プロローグ,少女リーザ,村人,おっはよー！リーザだよー！
プロローグ,少女リーザ,村人,まだ朝じゃなかった･･･
プロローグ,少年ペーター,村人,こんばんは☆
プロローグ,老人モーリッツ,村人,ふぉっふぉこんばんはじゃ
プロローグ,老人モーリッツ,村人,ふぉっふぉ貼っておくぞい■1.コアタイム ■2.仮決定/本決定の時間 ■3.やりたいこと、やりたくないこと ■4.自己紹介
プロローグ,負傷兵シモン,人狼,眠れん･･･と思ったら人が増えてる。明日始まるな。殺しあい。吊り希望【▼屋】理由は寒いギャグ。お後はよろしくないので、刺殺したい。あとヨアヒムが裏切り者に似てる。日和ったとことか特に。
プロローグ,老人モーリッツ,村人,セルフ回答じゃ■1．19:00～23:00 多分この辺りはいるぞい■2．21:00/21:30■3．とにかく楽しもうぞい■4．たまにボケてるかもしれんが宜しくじゃ
プロローグ,負傷兵シモン,人狼,>>45亀の甲より年の功ってやつか。ありがとう。■1.不定期。■2.仮1時間前／本30分前。■3.凸死は駄目だな。■4.ただの村人だ。(大嘘)　よろしく。夢は世界平和だ。老若男女手を繋いで楽しい世界をつくろう！
プロローグ,少年ペーター,村人,子供はもう寝る時間だよね…■1．20:00～0:00 ■2．21:00/21:30■3．お手柔らかにお願いします…■4．人見知りです
プロローグ,老人モーリッツ,村人,目指すはお花畑じゃな
プロローグ,負傷兵シモン,人狼,>>50花畑か･･･。俺花好きなんだよ。その花を血で染めるのはもっとな･･･。
