プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,農夫ヤコブ,村人,|дﾟ)ｶﾝｻﾂ|彡ｻｯ
プロローグ,少年ペーター,狂人,よろしく～。
プロローグ,少年ペーター,狂人,■１．主な参加時間帯。■２．仮・本決定時間の希望。■３．投票COや個人戦などなど。□４．自己紹介などなど。
プロローグ,少年ペーター,狂人,■１．夜中と更新時間前後。■２．17:30ぐらい。■３．特になし。
プロローグ,農夫ヤコブ,村人,ゲルト・ペーター　よろしく～■１　昼中心　夜は少し■２　仮17:00　本17:30■３　投票COはめんどくさいのでなし。
プロローグ,木こりトーマス,人狼,やだーあの人狼絶対アタシのこと狙ってるよ～？
プロローグ,木こりトーマス,人狼,■１．朝昼メイン不定期。■２．仮16:30・本17:30あたり。■３．個人戦や投票COや言い換えは面倒だわあと思いつつも「やりたい！」と熱く語ってくれる人がいるなら乗りたい。そんなお年頃。□４．身長178cm、体重・スリーサイズともにオール140なトーマスさんじゅうななさい。よろしく。
プロローグ,木こりトーマス,人狼,【初参加は赤（狼の囁き）と独り言以外ではエピローグまで伏せる】【役職希望も言わない】【突然死はやむをえない事情以外ではしない】よく分からないことがあったらまとめサイトでも確認してみよう！http://wolfbbs.jp/
プロローグ,木こりトーマス,人狼,【頻出記号】●：占い第一希望　○：占い第二希望▼：吊り第一希望　▽：吊り第二希望　★：質問　☆：返信　▲：人狼の狙い先　【】：重要事項　■：議題　□ネタ議題＠数字＝残りの発言数　ＧＳ＝グレースケール(灰を色の濃さで並べる事)　ＳＧ＝スケープゴート(狼が処刑を逃れる為でっち挙げる偽の狼)　CO＝カミングアウト(役職の宣言)　鳩＝携帯
プロローグ,木こりトーマス,人狼,☆★ G国 投票CO について　 ※占潜伏の場合 ★☆【A群】　非占確定（CO済霊占（狩?））、1d2d●、2d▼） ⇒ 今日の▼に投票 【B群】　占COする人 ⇒ 自分の次に入村した灰に投票（A群の人とゲルトは飛ばす）。【C群】　占COしない灰の人 ⇒ 自分に投票。※A群とB群は決定内容によって投票先が違うため注意。また、狼陣は従う義務は無い。
プロローグ,木こりトーマス,人狼,便利そうだったんで他所の村から借りてきちゃったわぁ。もし自分の認識に不安があるって人がいたら読んどいてねん。トーマスからのお・ね・が・い☆〔...はウインクした〕
プロローグ,木こりトーマス,人狼,まーそんなアタシもこの国の投票COはコレ読んでもよく分かってないんだけどねぇ。ややこしくて。
プロローグ,少年ペーター,狂人,♪ぺったんぺったん胸ぺったん
プロローグ,少年ペーター,狂人,今日は始まらなさそーかな、また明日～。
