プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,農夫ヤコブ,人狼,農夫が貧乏？とんでもない。農業ほど金になる仕事はないんだぞ。最悪、自給自足もできる安定の職業さ！さぁ、そこのニートも農業をや・ら・な・い・か？【農業推進広告機構より抜粋】
プロローグ,農夫ヤコブ,人狼,うーん、>>2の広告だとパンチがないか・・？とりあえず、農業に従事するなら下記の契約書に目を通してくれよな！■1.コアタイム■2.仮決定・本決定の希望時間■3.やりたいこと・やりたくないこと■4.自己紹介など■5.その他
プロローグ,羊飼いカタリナ,村人,ふあ…おはようございまーす。
プロローグ,羊飼いカタリナ,村人,…求人広告はここでいいのかな？　最近不況のわりに人手不足なのよね。■求　ム　羊　飼　い■羊をもふるだけの簡単なお仕事です。そこのニートのあなた、ありあまる時間を羊の世話に費やしてみませんか？勤務時間：夜明け～日没まで待遇：三食昼寝つき給与：日給6000ゲルト～応相談（経験者優遇）※要普免※動物愛護団体に所属の方は採用をお断りする場合がございます。
プロローグ,農夫ヤコブ,人狼,おはよー。農夫は朝が早いんだよ。「>>3 !!!」羊をもふるだけ・・『日給6000ゲルト〜』・・・しかも三食昼寝つき・・・俺んとこより待遇がいい気がする[...ﾎﾛﾘ]だが・・こういう甘い謳い文句は大抵ブラック企業だ。騙されるな、ヤコブ。騙されるな、ヤコブ・・・[...退職願いと履歴書用の用紙を買いに行った]
プロローグ,羊飼いカタリナ,村人,あれ、ヤコくんのところも人手不足なのかあ。第一次産業はたいへんだよねー。お手伝いはできないけど、契約書には目を通しておいたよー。■1 昼ちょっと、あと21時以降。■2 23:45/24:15■3 同村したみんなと仲良く、相手の気持ちを忘れずにプレイしたいな。感情的になるのいくない。あと流行り病には気を付けようねっ！あーヤコくんおはよー！
プロローグ,農夫ヤコブ,人狼,もふもふカンパニー用の履歴書はこんなもんかな？■1. 21:00〜25:30くらいです。残業は上等で頑張ります■2.仮：1時間前、本：30分前。時間厳守がモットーです■3.楽しい雰囲気で仕事したいです！。新しい仲間と助け合って成長したいです■4.前職の業界は農業でしたが、今後伸びるのは畜産業だと思ってます。骨を埋める覚悟です！！■5.あの・・賞与関連について伺っても宜しいでしょうか？
プロローグ,農夫ヤコブ,人狼,お、カタリナ、おはよー。お互い人で不足で大変だよなぁ。今日中に16人まで人が集まると助かるんだけどな。[...ｺｿｺｿと履歴書を隠した]
プロローグ,羊飼いカタリナ,村人,■4 ひっつじーひつじーひつじっかいー。らららー。んー、ちょっと違うかな？　弊社企業イメージアップのため、羊飼いのテーマを作曲中のカタリナです。零細企業です。小さな会社ほど人手が足りないんだよね…。■5 とくにないよー。思いついたらまた。>>8 じゃあ履歴書をお預かりするねー。賞与？　なにそれおいしいの…ふふっ（意味深
プロローグ,農夫ヤコブ,人狼,そ、それじゃー農作業あるから出かけることにするよ。また、夕方以降の村の寄り合いで会おうじゃないか[...グッと履歴書を握りしめて走っていった]（ちくしょう・・日給に心が動くなんて・・俺の農業への愛はそんなものなのか・・ﾎﾛﾘ）
プロローグ,羊飼いカタリナ,村人,>>9ねー。たくさんひとが集まるといいね！私も朝もふしに行ってくるねー。今日は夜もふがたっぷりあるのでちょっと遅くなるかもー。またあとでねーﾉｼ
プロローグ,青年ヨアヒム,霊能者,ちゃおー。履歴書ってなにそれ美味しいの？
プロローグ,青年ヨアヒム,霊能者,今眠たいから後で要項書くね。それじゃまたおっひるー
プロローグ,旅人ニコラス,村人,ん? 南極基地はここか?
プロローグ,旅人ニコラス,村人,怪しい宇宙生物がいると聞いたのだが… ここではないのか?
プロローグ,村娘パメラ,村人,ずざざっよろしくねー！
プロローグ,老人モーリッツ,占い師,ニコラスは何を言っとるんじゃ？(ﾟ3ﾟ)J|||ﾚ
プロローグ,老人モーリッツ,占い師,おっといかん、変身してなかった(汗)
プロローグ,旅人ニコラス,村人,じ、じい様…まさかあんた、ウェイランド・ユタニ社からの刺客か!?
プロローグ,少年ペーター,村人,やっほ～。学校説明会はここですか？
プロローグ,少年ペーター,村人,■1.23:00~25:00■2.00:15・00:30■3.楽しくスキルアップだね！ディベート力を付けると就職しやすくなるって聞いたよ！■4.この頃は就職が厳しいと聞いてスキルアップを目指してるペーターだよ。
プロローグ,老人モーリッツ,占い師,ニコラス、おぬし疲れておるんじゃよ。
プロローグ,旅人ニコラス,村人,この村はやけに勤労意欲が高いな…わ、私は無職ではないぞ!れっきとした宇宙人ハンターだペーター君、勉強しても就職できるとはかぎらんぞ。ソースはこの私だ
プロローグ,少年ペーター,村人,>>24旅なん・・・・だって・・！？この村には夢も希望さえもないのか・・・。
プロローグ,仕立て屋エルナ,狂人,僕は旅の仕立屋エルナだよ☆ミ至高の獣耳を探して旅をしているんだ。この村には人狼が出るんだって？人狼を吊り上げて獣耳の材料にしたいな！みんなよろしくね
プロローグ,仕立て屋エルナ,狂人,■1.22:00-25:00■2.23:30-24:00■3.楽しくやりたいな。あんまり奇策はすきじゃないかも？■4.みんなの洋服作りたいな■5.就職だけが人生ではない…多分また夜にー(^_^)/~バイバイ
プロローグ,旅人ニコラス,村人,おっと 議題に答えねばな■1 不定期だ。宇宙人ハンターは時間に縛られないッ!!■2 皆にまかせよう■3 流行り病には気をつけねばな。あと奇策をやるならそれなりの理由が欲しいぞ■4 企業に縛られない生き方を目指して早三年…宇宙人ハンターのニコラスだ
プロローグ,旅人ニコラス,村人,■5 南極と間違えて海辺の村に来てしまった…
プロローグ,村娘パメラ,村人,もふもふ羊の会社に入社するにはコレに書き込む必要があるのね・・。■1.まばらよ。２２時くらいかしら。■2.おまかせするわ。■3.喧嘩や人が不愉快になることはしたくないわねー。皆で楽しくを基本にいきましょっ■4.パメラちゃんです！元気をとりえにがんばるからよろしくねっ■5.実は男の娘なの・・。なーんて、内緒だからねっ
プロローグ,青年ヨアヒム,霊能者,おっやつー。の前に…■1.不定期。割と遅めー。■2.おまかせ☆■3.ガチりつつまったりかな。マナー違反系はやだからね。■4.絵描きが趣味の青年だよ。そこの海辺によく居るー。お気に入りの色は寒色系。■5.趣味を仕事に出来たらいいなぁ。ではスケッチ行ってきます。また夜にね。
プロローグ,仕立て屋エルナ,狂人,海辺の村だしちょっと寒いけどみんなに水着を仕立てようかな来年用にね
プロローグ,老人モーリッツ,占い師,サイズはMで頼む。(ﾟ3ﾟ)J|||ﾚ
プロローグ,老人モーリッツ,占い師,おっといかん、地が出てしまった。
プロローグ,青年ヨアヒム,霊能者,そーいえば、さっき変ないきものを見た気がするんだよね。足がたくさんあってうねうねー！ってやつ。まさか……人狼の他に宇宙人も！？胸が熱くなるねwktk>>ルナああ、びっくりした。寒中水泳かと((男の水着ってつまんないしー、女の子の可愛い姿で眼福期待。
プロローグ,少年ペーター,村人,明日何か起きる気がするのは僕だけかな～？水泳か～いいね。僕クロールで２５Ｍ泳げるんだよ！すごいでしょ～
プロローグ,旅人ニコラス,村人,>>33 じいさま、やっぱあんた…>>32 私には超絶ｾｸｽｨｰな水着を頼むぞ今日中に人が集まればよいのだが…
プロローグ,パン屋オットー,人狼,彼は、パン屋ではない。ではなにか？それは･････「起立、きおつけー、礼。はい着席。じゃあ今日の授業は方程式の文章題にやります。じゃあ今から問題を書くので解いてください。わからない人は手をあげて待っててくださいね。」
プロローグ,羊飼いカタリナ,村人,はとーん。
わーたくさんひとが来てるー。みんなよろしくねっ！羊もふもふカンパニーではまだまだみなさんのご応募をお待ちしております。就職先をお探しのあなた、今すぐ画面をクリック！もちろん羊に興味のない方も大歓迎なんだよっ！ 集まれ村人たち！
プロローグ,少年ペーター,村人,>>38屋おはよーございます！　先生解けました。答えはＸ＝６、Ｙ＝３です。>>39羊もふもふ・・・・行きたいかも・・・・
プロローグ,羊飼いカタリナ,村人,オットーさんこんばんわっ！ よろしくねー。パン屋さんから学校の先生に転職したのかな？ やっぱ公務員だよねー。いいなー。
プロローグ,羊飼いカタリナ,村人,ぺったん>>40もふもふしほうだいなんだよ！ ぜひ一度弊社見学会にいらっしゃいませ！ ぺったんみたいな真面目な学生さんは大歓迎だよー。o0（ふふっ…来たら逃がさないわよ…）もうちょっとあとでねーはとぱたぱた。
プロローグ,旅人ニコラス,村人,うぃうぃみんな集まってきたか。あ、私はall鳩だからな。反応が遅くてもあんま気にしないでほしい
プロローグ,パン屋オットー,人狼,「年>>40君は一体教科書何ページを見ているのですか？今は中学一年生の内容の復習なのですが。羊>>41ええ、一応。暇な時は調理員さんにかりだされますが。」彼は、そう言ってペーターの前に正しいページを開いた教科書をおいた。[たくやさんは、お金を1万円ちょうどを持って、駄菓子屋に行き、27円のグミを数袋と、129円のアイスを5個を、千円払って買い、お釣りは4円でした。グミを何袋買ったでしょう。]
プロローグ,パン屋オットー,人狼,問題の正解をアルヴィン君があてて、その日の授業は終わった。彼は家に帰り、その後、日が沈んだ。翌日の、まだ、太陽が登りだしたころ、彼は目覚めた。今日は普通の授業はない。明日は修学旅行のため、グループ分け等の色々とやることがあるからだ。彼はゆーらゆーらと自転車をこいで今日も学校へ行く。
プロローグ,老人モーリッツ,占い師,たくやさんはまだ値切りが甘いと思いますじゃ。
プロローグ,旅人ニコラス,村人,>>46そこに気づくとは…やはり…
プロローグ,農夫ヤコブ,人狼,既に１０人集まったか・・・収穫の時期に人手が増えるの喜ばしいことだな。ズサ勢がどこまで伸びてくれるかに期待だなo0（それにしても・・・もふもふカンパニーの人気が凄いなw。騙されるな。賞与について言葉を濁す会社はブラックだ。おそらく、ボーナスは棒＋茄子とみた。）
プロローグ,木こりトーマス,村人,機関車じゃない方のトーマスだ。よろしく頼む。>>27袋だろう一万円を持ってるってのでひっかかるやつがいるかもな。それにしたってグミ買いすぎだと思うけどな。
プロローグ,木こりトーマス,村人,質問にはしっかりと答えねばな。■1.21:30～25：00。■2.0:00以降■3.マナーを守って楽しくプレイ！■4.いわゆるリーマンだ■5.体型維持の為、ジョギングを続けてる以上だ。
プロローグ,パン屋オットー,人狼,ﾆｬｵｰﾝ(メール着信音)「あ、メールだ？何々？もふもふカンパニーからのアンケート？1クリック詐欺でしょうか。なんだか回答したくないってカタリナちゃんからのメールかー。答えないとね！■1.夜のみですね。だいたい20:00～25:00ぐらいです。■2.仮23:45本24:15でいいのでは。■3.希策はいいけど理由はちゃんとね。■4.この村の学校の数学教師をしているオットーです。最近みんな修
プロローグ,青年ヨアヒム,霊能者,こんばんちゃー。集まってるね。もっと集まるといいな！リナの本音が見えたような気がしてやっぱり就活が怖くなったから、僕はやっぱりニートでいいやー。
プロローグ,仕立て屋エルナ,狂人,こんばんわーみんな集まってるねモリ>>33ブーメランパンツでいいかな？股がたくさん別れてそうだけど…ヨア>>35僕は男女平等だよ。ヨアヒムにも似合いそうなうさみみ＋うさしっぽ付き水着作るね(^^♪
プロローグ,木こりトーマス,村人,>>32男なら褌しかあるまい、これは譲れんぞ。
プロローグ,農夫ヤコブ,人狼,樵>>54ふんどし、禿同ww男だけでなく、女性にも是非おすすめしたいw
プロローグ,仕立て屋エルナ,狂人,トマ>>54おっけーもふもふカンパニーで作った羊毛１００％褌をこしらえるよヤコ>>55［エルナは白い目でヤコブを見ている］＜○＞＜○＞
プロローグ,パン屋オットー,人狼,«続き»学旅行の方ばかりに頭がいって授業に集中してくれなくて困ってます。修学旅行が楽しみなのはけっこうですが、ねぇ？■5.oO(カタリナちゃんかわいすぎるー！)農>>55【ヤコブの助平丸出しCO確認】【対抗しません】
プロローグ,青年ヨアヒム,霊能者,ルナ>>53あ、ありがとう。ルナ。楽しみにしとくねー。oO(お、男でうさみみってありなのー！？好きだけど！)ヤコ>>55女の子にふんどしは絵にならないよー。むしろ書いてて楽しくなさそう！（（
プロローグ,木こりトーマス,村人,>>55褌は鍛え抜かれた筋肉にこそ相応しい。女子供が着けるなど言語道断だぞ
プロローグ,農夫ヤコブ,人狼,ヨア>>58まだまだ修行が足りないぞ？トマ>>59男女差別はんたーい！！それいいだしたら・・いや、何でもないぞ
プロローグ,羊飼いカタリナ,村人,♪ひつじひつじひつじー ひつじーをー食べーるとーこんな感じかな？　どっかで聞いたことあるような気がするけど気にしなーい。あ、弊社は従業員数が少ないながらも高待遇の優良企業ですので。ブラックだなんてそんなそんな（汗
プロローグ,仕立て屋エルナ,狂人,前々から思ってたけど僕の格好ってアイコンだけ見るとコックさんとか給食のおばちゃんに見えるよね…新しくしたいな
プロローグ,羊飼いカタリナ,村人,あらためましてただいまなのです。みんな、よろしくね！エルナちゃん水着つくってくれるの？　ん、ちょっと寒いけど私着ようかな…顧客満足度あげなくちゃだしね。ニコさんはうちゅーじんハンターなんだね。宇宙人なんているわけないじゃないか大げさだなあ…ってなんかいた。おじーちゃんが一瞬すごい足たくさん生えてたような…気のせいだよね？
プロローグ,羊飼いカタリナ,村人,樵>>49【樵の非機関車CO確認】ぼっくはーきっかんしゃー…おっと誰か来たようだ。ってかリーマンなの？　いつのまに第一次産業を捨てたんだようー。先生>>51その着信音いいねー。クリックありがとうございます。1モフで救える命がある。あなたも世界の貧しい羊への援助活動に参加しませんか？ヨアくん>>52えー私は腹黒くないよ（汗　ヨアくんにぴったりのお仕事だと思うんだけどなあ…？
プロローグ,仕立て屋エルナ,狂人,おっけーリナには寄せてあげるタイプの水着を仕立てるねあと羊っぽいもふもふしたパーカーとかもつけておこうかな。
プロローグ,羊飼いカタリナ,村人,エルナちゃん>>65ありがとっ！　やーん楽しみ！あの…胸元はできるだけごまかせる感じでお願いします（こそっ
