プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少女リーザ,村人,大げさだなあ。わぁい一番のり！
プロローグ,少年ペーター,人狼,狼なんていないいない。みんな大げさだなぁ。
プロローグ,旅人ニコラス,村人,にこにこらぁす
プロローグ,ならず者ディーター,村人,人浪！？入狼！？いや人狼か。おおげさだなぁ
プロローグ,ならず者ディーター,村人,おや？ゲルトの奴がまだ眠たそうにしていない…ってことは…よし、俺が寝よう。
プロローグ,羊飼いカタリナ,村人,よろしくお願いしまめぇ。
プロローグ,農夫ヤコブ,村人,うっ…やばい。あと少しで「奴」の時間だ…！
プロローグ,農夫ヤコブ,村人,奴が来る前に議題をっ…！■１.コアタイム■２.仮決定／本決定時間■３.やりたいこと、やりたくないこと□４.自己紹介■１.不定期だね。■２.仮１時間前／本30分前■３.楽しく。／喋らないこと。みんな喋ろう。□４．ヤコブだよ。さっそくだけどお知らせ。
プロローグ,青年ヨアヒム,占い師,ふいー。
プロローグ,少年ペーター,人狼,とりあえず■１.夕方からかな■２.仮21:30本22:15くらいが嬉しい■３.みんな仲良くしたいな。途中で諦めるのはあんまり好きじゃない□４．中二病真っ盛りのペーターだよ。よろしくね
プロローグ,羊飼いカタリナ,村人,■１.不定期めぇ。■２.仮１時間前／本30分前■３.みんなげんきに／突然死□４．カタリナめぇ。
プロローグ,宿屋の女主人レジーナ,人狼,クワトロ・レジーナ、百式、出る！！
プロローグ,負傷兵シモン,狩人,菱餅が出ないだけど、どういうことですか。おっとなんでもねぇ。気のせい気のせい。我が右腕に宿りし第三の目…とかもねぇし。いたって普通の負傷兵。あ、衛生兵居る？
プロローグ,負傷兵シモン,狩人,■１　概ね夜■２　仮21:00　本22:00って希望しとくけど、どうせ後ろにずれちまう■３　よろしいならば考察だ…じゃなくてまぁ楽しく/殺伐は好ましくないな□４　ノーマルで純朴な負傷兵です☆
プロローグ,仕立て屋エルナ,人狼,こんばんはー素敵な毛皮があると聞いてやってきたエルナだよー
プロローグ,農夫ヤコブ,村人,うふふ。さっきの続きね。【偶数時(２、４時)はヘタレ、奇数時(１、３時)は女になるわ】うふふ、皆さんは人格が変わっても気にしないでね。まあ無理だろうけど。うふふ。おやすみ**
プロローグ,宿屋の女主人レジーナ,人狼,■1.大体20～24時■2.私の希望はない、何時でも対応する■3.突然死がなければありがたい□4.ニュータイプは、エスパーではありませんまあこんなものか。
プロローグ,仕立て屋エルナ,人狼,■１.ふらふら。でも朝はこれないんだ■２.21:00／22:00ぐらいかなー■３.軽快に動けるようになりたいんだー。あと人を思いやったプレイしたいよ□４.みんなが楽しかった！頑張った！って言えたら素敵だよねー
プロローグ,羊飼いカタリナ,村人,>>16エルナえっ・・・・・。[...は羊を急いで隠した]
プロローグ,宿屋の女主人レジーナ,人狼,さて、今日のところは失礼させてもらおう。諸君、また明日に。
プロローグ,仕立て屋エルナ,人狼,>>20 おっとリナちゃんごめんごめんーそういえばひつじもあったかい毛皮になるんだね でもどうせなら宴やお供えでラム肉として...あはは。冗談冗談
プロローグ,ならず者ディーター,村人,ぬん。人が増えている。■１.早寝遅起きの方向で■２.ゲルトに追従。ゲルトはヤコブに追従って言ってた。■３.自分らしく/喧嘩は拳で□４.さっき深爪してテンション落ちてるなうよろしくお願いします。
プロローグ,青年ヨアヒム,占い師,■.1不定期■.2おまかせするよー■.3気楽に/凸死□.4魔法使いニート☆ヨア
プロローグ,羊飼いカタリナ,村人,>>22エルナえっ・・・・・おいしｓ[...は羊を隠すのをやめた]
プロローグ,負傷兵シモン,狩人,宴ときいてｶﾞﾗﾘ
プロローグ,司書クララ,村人,おやすみ
プロローグ,村娘パメラ,村人,にゃっはっは～♪パメにゃんが華麗に参上だよ～♪
プロローグ,仕立て屋エルナ,人狼,ふっふっふ。美味しいお肉もお酒も頑張った人へのご褒美なのだー（墓下・ep）だからリナちゃんその子はまだ飼っててあげてっシモンもまだ宴は始まらないよっ
