プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,司書クララ,人狼,更新時間に引かれて
プロローグ,負傷兵シモン,占い師,よっす。あいさつだけ寄ったぞ。また後で来るわ。
プロローグ,行商人アルビン,村人,きょろきょろ
プロローグ,行商人アルビン,村人,ようやく村に着いたけど、今は誰もいないみたいだね。商売あがったりだね。
プロローグ,行商人アルビン,村人,宿に泊まるには、アンケートに答えなきゃなんだね。仕方ないね。■1.宿屋で話をできるのは何時頃？■2.仮決定と本決定は何時がいい？■3.投票COはいやだーとか、こういうのしたいー、とか。□4.自己紹介してね。
プロローグ,行商人アルビン,村人,■1.22時過ぎとかだね。■2.24時とか1時とかその辺りだね。■3.特に無いね。楽しく過ごしたいね。□4.緑の商品を売ってるんだね。今日のオススメは、緑の安眠グッズだね。
プロローグ,行商人アルビン,村人,何か買ってくれる人がいないか、村を歩き回ってくるんだね。戻ってきた頃には、こっちにも人がたくさんいるといいんだね。
プロローグ,青年ヨアヒム,狂人,･･････。
プロローグ,青年ヨアヒム,狂人,相変わらずぱっとしないよね。何が希望の村だ。
プロローグ,青年ヨアヒム,狂人,行商人？　来てるんだ。ふぅん。　何か面白いものはある？･･････え？　人狼？　そんなのがこの村に？
プロローグ,青年ヨアヒム,狂人,■1.不定期だね。みんなが寝静まってからになる日ももしかしたらあるかも。■2.一時には寝たいな。■3.なんでもいいよ。□4. ･･････ヨアヒム。学生。以上。
プロローグ,村娘パメラ,霊能者,ニートでないよーくんに釣られて…。
プロローグ,村娘パメラ,霊能者,■1.不定期かな。早くても21時以降になると思います。夜はできるだけ箱の前にいるようにするけど。■2.仮12時、本1時くらいかな？もっと遅くても大丈夫だと思います～。■3.お任せですね～。□4.パメラ。家事手伝い。学生するほど私頭良くなくってね…。
プロローグ,負傷兵シモン,占い師,よお、みんな。おばんだぜ。明日始まってるってことはないだろうが、みんなよろしくな。
プロローグ,負傷兵シモン,占い師,■1.ふらふらと不定期に。多分22時から24時くらいは忙しくしてるけど、確認ならできる。■2.仮1時、本2時を希望してみるが、いつでもいいぜ。■3.投票はやるなら何をどうするかはっきりした指示があるならOK。特にこだわりはねぇ。□4.負傷兵だ。特に心の傷が深い。そんな俺をよろしく。
プロローグ,羊飼いカタリナ,村人,希望です！希望の朝が来たのです！
プロローグ,羊飼いカタリナ,村人,…あれ、まだ暗いですね。あと２７時間くらい寝ても大丈夫そうです。■１．不定期です。夜には必ず見に来ます。■２．ぶっとんだ時間じゃなければ合わせます。■３．希望はなし。投票COについては多数派に合わせます。□４．希望に溢れた羊飼いです。
プロローグ,羊飼いカタリナ,村人,あっ、■３で希望はなし。とか言ってますが、わたしは希望を持っていました！プラス思考という希望です。なんだか自分でもごっちゃになってきました…。２７時間寝ます。
プロローグ,司書クララ,人狼,■1.14時から２時以外の時間、確認等は鳩可能■2.上の時間内でも鳩がある■3.とりあえず、日本勝て□4.やる気のない本屋です。
プロローグ,神父ジムゾン,村人,告解をしたいという人がいるのはこの村でしょうか。それにしても良い名前の村ですねぇ。
プロローグ,神父ジムゾン,村人,おや、アンケートですか。神に誓って真実を記しましょう。■1.22~23時は少々落ち着きがありませんが、23~3時ならば本腰を据えて話し合いに参加できますよ。■2.皆様に合わせますが、２～３時頃が良いですね。■3.投票COは少し難しそうですね。他は特にありませんよ。□4.私はただの神の奴隷です。誰の心にも狼たる部分がありますが、私は皆様の人間の部分を愛しておりますよ。
プロローグ,神父ジムゾン,村人,さて……それでは皆様の訪問を心待ちにしつつ、教会のお掃除にでも行きましょうか。…………可愛いシスターがいるといいなぁ[ぽつりと呟いた]
プロローグ,農夫ヤコブ,人狼,農家の希望はどこだっぺよー
プロローグ,農夫ヤコブ,人狼,■1.朝昼は畑があるんで不定期、夜メインになりそうだっぺ。■2.仮決定0時、本決定1時を希望しとくっぺ。■3.投票COって無記名投票のこの国でできたんだっぺか？あんまり無理してやらなくてもいいと思ってるっぺ。他は特にないっぺ。□4.作物への愛に溢れるヤコブだっぺ。シスターヤコブと呼んでくれても構わないっぺよ？
プロローグ,青年ヨアヒム,狂人,>>22 優しそうな神父様だね。この人なら……なんでもない。>>23 パメラそう、僕はニートじゃない。ニートなんかじゃないんだ……。
プロローグ,木こりトーマス,村人,ふぅ…伐採協会のイベントから帰ってきました。あ、コレ協会発行の私の名刺です。■1.不定期なんで合わせます。■2.仮決定は夜22時か0時希望！■3.投票は多数の意見に従います。
プロローグ,木こりトーマス,村人,□4.こんな面ですが学生です。趣味は伐採。誰か一緒にや　ら　な　い　か
プロローグ,シスターフリーデル,村人,皆様こんにちは。希望という名のあなたを探してやって参りました。
プロローグ,シスターフリーデル,村人,■1.奉仕活動は不定期に行っていますが、皆様のお力になれるよう夜は顔出しに専念いたします。■2.仮は夜22時、本は深夜1時頃までにお願いしたいですわ。■3.十分な説明があれば有効な意見には従えます。□4.見ての通り修行中のシスターです。
プロローグ,シスターフリーデル,村人,早速奉仕活動を始めましょうね。まずは炊き出しでしょうか？[真っ白なエプロンを着けると教会のキッチンへ向かった]
プロローグ,負傷兵シモン,占い師,はよ。こりゃあもう夜が明けるんだな。人も集まってきていいこった。>>28　が、学生なのか！　・・・いや、なんでもねぇ。>>31　楽しみだ。
プロローグ,少年ペーター,村人,[...はひょこっと扉から顔をのぞかせた]こんにちはっ！お勉強を教えてもらいにきたよ。僕もはやくヨア兄やトマ兄みたいな学生になりたいなー！
プロローグ,行商人アルビン,村人,結構人が来たんだね。嬉しいんだね。学生君>>11 そうだねえ…こんなのどうだろ？　つ[卓球台]インドア派ならそうだね…。　これ？　つ[ポケットモンスター緑][マンガ みどりのマキバオー]
プロローグ,少年ペーター,村人,■1.昼過ぎから夜くらいかな？夜明け付近はあんましいられないと思うんだ。■2.仮２３時本０時くらいがいいけどみんな希望遅めなんだね。夜の１時半くらいまでならがんばって合わせるけどそのくらいの時間は眠くて頭回ってないかも。■3.投票COってしたことないけど、なんかあんまりしない方がいいのかなって思うよ。□4.お母さんに立派な学者さんになりなさいって言われてるよ。でも僕は強い男になりたいんだ！
プロローグ,行商人アルビン,村人,お、勉強好きな少年が来たんだね。せっかくだからこれをあげるんだね。 つ[緑のエンピツ][緑の消しゴム][緑のそろばん]僕も算数なら教えてあげるんだね。商人はお金の計算間違えちゃいけないんだね。
プロローグ,少年ペーター,村人,わあ！行商人さんありがとう！！緑のそろばんって初めて見たよ。友達のはみんな茶色いから。後で自慢してこよっと。えへへ♪算数得意なんだ！すごいなあ…僕、割り算苦手なんだ。行商人さんが暇な時教えてもらおうっと。暗算とか早そうだよね。笑
プロローグ,シスターフリーデル,村人,[トレーにケーキやスコーンなどおやつを山盛り乗せて]ティータイムに少し遅れてしまいましたね。皆様ハイティーをいかが？ペーター君はスコーンにクリームとジャムをたっぷりとどうぞ（ﾆｺﾆｺ
プロローグ,神父ジムゾン,村人,[神父は古びた教本を手に戻ってきた]教会を掃除していたら良いものを見つけました。村の子どもたちの役に立つかもしれませんし、ここに置いておきましょう。>>26こんにちは、ヨアヒムさん。今日はよい天気ですね。私に何かお話したいことがあれば、いつでも教会にいらしてくださいね。
プロローグ,シスターフリーデル,村人,アルビンさん、私は緑のお茶が飲んでみたいですわ･･･東洋の国のグリーンティーだったかしら？
プロローグ,神父ジムゾン,村人,>>38おや、シスターもいらしたのですね。そろそろご挨拶にいかなければと思っていたのです。……よい香りですね。私にもスコーンを一ついただけますか？
プロローグ,シスターフリーデル,村人,ああ、神父様。ご挨拶が遅れてしまって･･･[あたふたをエプロンを外して、恭しく神父にかしずく]「最果ての国より派遣されて参りました。フリーデルと申します。」
プロローグ,シスターフリーデル,村人,>>41　神父様からおいでいただくなどとんでもない！！[顔を真っ赤に染めて両手をぶんぶん振った。]さあ、神父様もスコーンをどうぞ[皿にスコーンとたっぷりのクリームを乗せて神父に差し出す･･････途中で小石につまずいた！！]
