プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村長ヴァルター,霊能者,復興事業しましょうか
プロローグ,ならず者ディーター,村人,人狼だと？笑わせるね。
プロローグ,シスターフリーデル,村人,よろしく～
プロローグ,負傷兵シモン,人狼,よろしくです
プロローグ,老人モーリッツ,占い師,ヨロヨロ！
プロローグ,村長ヴァルター,霊能者,この更新時間は人気村のnot最果てなよかん
プロローグ,パン屋オットー,狩人,よろ
プロローグ,旅人ニコラス,村人,よろしくお願いしまーす
プロローグ,村長ヴァルター,霊能者,あと２時間…始まりそうか？
プロローグ,村長ヴァルター,霊能者,こ…来ない…
プロローグ,村長ヴァルター,霊能者,コンビニ(パン屋)帰りにこんなものを拾ってしまった最果ての村へようこそ■1. コアタイム■2. 仮決定時刻／本決定時刻■3. やりたい事／やりたくない事□4. なにか言いたいことがあれば
プロローグ,村長ヴァルター,霊能者,自分で答えておこう■1. 20~24時の時と22~24の時がある■2. 22:30／23:15集まり具合によってはもっと早くてもいいかもしれないが私は遅れるかもしれんな■3. ニート／凸死□4. 村長やめてニートになりたいから選挙しない？
プロローグ,老人モーリッツ,占い師,コアタイムは、23:30から0:30かのう、日によっては、22:30から23:30じゃのう。1時間前と３０分前じゃのう。対話と人狼知識の習得。やりたく無いのは、寡黙。儂は下手じゃが人狼大好きじゃ。好きな様に推理と勝負を楽しむぞい。no game no lifeじゃー。
プロローグ,老人モーリッツ,占い師,今日は始まらん見たいじゃのう。ヴァルターの顔が暑苦しいからじゃのう。儂の頭みたいに涼しげにのう。クールヘッドじゃよ。
プロローグ,村長ヴァルター,霊能者,おじいさん立ち会えないって認識でいいですか？
プロローグ,村長ヴァルター,霊能者,>>15育毛剤たっぷり塗ってるので寒い冬でも安心ですよ
プロローグ,老人モーリッツ,占い師,立ち会える日と立ち会えん日が有るのう。明日は立ち会えんから、明日始まる方がわしにとってはいいのう。嗚〜呼、チョット歯くそ磨いてくるぞい。
プロローグ,負傷兵シモン,人狼,古文書読んでここの方言がイミフすぎてブルってる引退兵です■1. 暇人なのでいつでも■2. おまかせ■3. 寡黙になるのはさけたいなー「兵こいつ大丈夫か？」と思ったら質問くれると助かる自発的に発言するより楽だろうから
プロローグ,ならず者ディーター,村人,長 >>12 村長、答えとくよ。■1. 21:30~24:30■2. 22:30／23:00 (できるだけ大勢立ち会えるタイミングがいいですね）■3. 賑やかに楽しく行きたいです／勝利を目指すけど、殴り愛は嫌だな。みなさん、よろしくお願いします！
プロローグ,負傷兵シモン,人狼,しょっぱなから頼りない上に他人本位な発言して申し訳ないが素直に他の力借りた方が面白くできそうだなーと思ったね質はともかく情報量は出していきたい所存ま、言い訳はここまでにしとくよ
プロローグ,旅人ニコラス,村人,■1. 20:00~24:00■2. お任せです。■3. 楽しくプレイしたいですね。／皆さんに迷惑をかけたくないですね。
プロローグ,少女リーザ,村人,美少女リーザ颯爽登場よ！
プロローグ,シスターフリーデル,村人,■1. 不定期。日によりまばらだよ■2. お任せするよ■3. 楽しく／ｷﾞｽｷﾞｽ□4. ボクはゆっくりペースな人だけど、どうぞヨロシクね。
プロローグ,少女リーザ,村人,■1.夜型の美少女よ！22:00〜03:00■2. 22:15/22:45なるべく人が集まれる時が良いわね■3. べ、別に！皆と仲良く、ワイワイとかしたいわけじゃないんだからね！！／流行病にはかかりたくないわ
プロローグ,シスターフリーデル,村人,こんばんは。ヨロシクね。今日は開始しないみたいだね。明日は始まるといいな。では、おやすみなさい。
プロローグ,村長ヴァルター,霊能者,明日始まるといいね。今日はおやすみなさい。
プロローグ,負傷兵シモン,人狼,最近また寒くなったね。パジャマ重ね着しておこうおやすみ、と言いつつ外が明るくなるまで起きているダメ人間シモンです
プロローグ,少女リーザ,村人,皆、おやすみなさい！いい夢みなさいよと言ってあげなくもなくってよ！明日始まるといいわね！
プロローグ,少女リーザ,村人,そして、今のうちに伝えておきたいのだけど土曜日の更新周り居られませんの申し訳ないわ
プロローグ,老人モーリッツ,占い師,やはりこうなったか。明日の晩始まるといいのう。明日は更新時間は多分出れんが、0:30には顔出すと思うぞい。ホンジャマカお休みなさいじゃ。o(｀ω´ )o
プロローグ,パン屋オットー,狩人,またな
プロローグ,ならず者ディーター,村人,＿＿ 者長老兵旅修妙屋八時 ＿○＿●●○＿八半 ＿○＿●●○＿九時 ○○＿●●○＿九半 ○○＿●●○＿十時 ●●仮●●○仮十半 仮仮本●●○本士時 本本○●●○●士半 ●●○●●○●零時 ●＿○●＿○●
プロローグ,ならず者ディーター,村人,こんなかんじかな。10時過ぎに仮決定、11時前には本決定、って感じで、できるだけみんな立ち会えるといいね。
プロローグ,村長ヴァルター,霊能者,ディーターありがとう。だが表の見方がわからない( ˘•ω•˘ )
プロローグ,ならず者ディーター,村人,あ、ごめん。書いてなかった。●:.だいたいOK。○:日によって仮・本は、決定希望時刻
プロローグ,村長ヴァルター,霊能者,なるほど。解説ありがとう
プロローグ,司書クララ,狂人,ずざぁ（うそうそ）■1. コアタイム22:00-24:00■2. 仮決定時刻／本決定時刻22:30/23:00■3. やりたい事／やりたくない事初日だけ10分沈黙とか？メタ要素が好きじゃないっぺ。□4. なにか言いたいことがあれば
プロローグ,村長ヴァルター,霊能者,>>38それ私もやりたいね狼不利なメタ要素無くなっていい思うよ
プロローグ,ならず者ディーター,村人,書>>38, 長>>39 なるほど、面白いかもね。過去村でどこかそういう実績ある？やったことないんで、賛否の前に見ておきたい。
プロローグ,負傷兵シモン,人狼,>>38初日沈黙いいと思います早朝勢が初日夜に無理する必要なくなるし「明白な情報」（メタ・吊希望とか）＞「明白でない情報」（発言内容からの考察とか）だから、特に長期人狼だとメタ読みするのが強すぎて考察する意味が薄れやすいと思ってますでもそれも含めてメタ読み好きなのも全然アリだと思う
プロローグ,負傷兵シモン,人狼,…結局好みの問題ですかね私もどちらかと言えばメタ読み無しの方が好き
プロローグ,負傷兵シモン,人狼,ネット人狼によくあるプレイングで不満な部分として「メタ読み」もそうなんだけど「寡黙吊り」もあんまり好きな習慣じゃないかな発言できてない人は大抵初っ端から交わされる専門用語やセオリー論が理解できず気おされて黙っちゃってるように見えるんだよねまぁそういう人を吊るのは正しい判断なんだろうけど
プロローグ,負傷兵シモン,人狼,結局それがプレイングの多様性を無くし会話や考察を楽しむことではなく、勝つために与えられた役割をこなすことに終始するゲームにしているように思うそれはそれで識者同士の高度なゲーム性が産まれるんだろうけど会話ゲームとしてはどうなのかなーと駄文失礼この村には関係なくて、多少古文書読んだ感想です
プロローグ,ならず者ディーター,村人,兵 >>41 シモン、なるほど。書>>38は、10分沈黙なんだけど、シモンはどれぐらいの時間ホールドすればいいと思う？過度のメタ読みが興を削ぐ点については同意。一方、スタート時ホールドの提案内容や提案すること自体、自らメタ情報を提供しちゃってるとも言えちゃうよね。（賛成するのも反対するのも、材料になりうるし）★今夜始まりそうだし、他の人も何かあれば今のうちに。
プロローグ,負傷兵シモン,人狼,者>>45「人狼有利なルール>>38を提案してきた書は人狼希望か？」っていうメタ読みができるってことですかね？役職COのタイミングと比べて、↑のメタ読みは情報の信頼度がかなり落ちるから私はアリだと思いますむしろそういう微妙な範囲のメタ読みは好きかも
プロローグ,負傷兵シモン,人狼,あ、よく読んでなかった者>>45RCO無くすだけなら10分は長すぎますね別案として1分を提案しておきますが、私は「このゲーム人狼側ちょっと不利なんじゃないの？」という考えがあるので戦略を考える時間込みで10分を推します
プロローグ,負傷兵シモン,人狼,暇人だから10分遅れでも関係ないしね・・・
プロローグ,シスターフリーデル,村人,直近の村ログパパッと見てきたよ。【初日01:15～01:30の15分間、白ログでの発言無し】http://www.wolfg.x0.com/index.rb?vid=1722&meslog=000_ready【初日沈黙1時間】http://www.wolfg.x0.com/index.rb?vid=1739&meslog=000_ready
プロローグ,シスターフリーデル,村人,ボクも沈黙時間設けることに異論はないよ。10分沈黙時間ということは、23:25から発言開始ということでいいのかな？更新前後いない人もいるだろうし、開始直前直後に沈黙時間をアナウンスしたほうがいいかもだね。特に占霊が沈黙時間を徹底してくれれば、崩れにくそうだね
プロローグ,負傷兵シモン,人狼,ああ、10分だと人狼側がちょっとトイレ行ってるとアウトとかあるのか1人いないだけなら、そこまで影響無さそうだけど待機時間伸ばせばコアタイムも遅らされがちになるし色々難しいんですね
プロローグ,少女リーザ,村人,者>>45☆私もクララ姉様の提案に賛成だわただ、沈黙時間は要検討じゃないかしら？私は夜更かしの美少女だから、何分沈黙でも問題ないのだけれどその辺りはコアが短い人の意見を参考にしたいわね修>>50のアナウンス案は良い案だと思うわ褒めてあげなくもなくってよ！
プロローグ,司書クララ,狂人,わし同居人がおるんで、箱前確保していても離席しちゃう可能性があるんだっぺ。「おーい、お茶！」「わしの名前はお茶じゃないっぺー！」初日のRCOは後々考察に取り上げられることが多いから、村でも狼でも、そこだけで全てを判断されたくないっていうのが本音だっぺ…
プロローグ,負傷兵シモン,人狼,初日若干遅れるだけでコアタイム関係ないですね、何書いてんだそもそも初日開始に集合する必要が薄れるし>>49調査ありがとう、1日目まで読ませて頂きました結果、若干考えを変えて私の希望としては10分の待機時間を設ける、ただし1人でも反対がいれば取り下げるにしておきます
プロローグ,負傷兵シモン,人狼,何か>>54の前半が>>52への返信に見えるので補足>>51への自己レスなので！紛らわしかったら申し訳ない開始時居た方が多少なりとも有利だろうし規則正しい生活をしてる人の10分は貴重ですしね
プロローグ,少女リーザ,村人,兵>>55大丈夫よ、気にしないで頂戴丁寧にありがとう、なんてね！！
プロローグ,シスターフリーデル,村人,占い師がＲＣＯせずに沈黙守ってくれると、きっと成功すると思うな。もし1～２人沈黙時間忘れて即非ＣＯしちゃった人がいたとしても、大した要素にもならないし。1時間とかあんまり沈黙時間が長いと、今度は寝落ちする人が多数（自分とか自分とか）出そうだから、10分とか15分ぐらいがちょうど良さそうだね！
プロローグ,村娘パメラ,村人,皆さんプロローグから気合十分ですね、とパメラは興味津々な内心を隠しながらクールに入村します
プロローグ,村娘パメラ,村人,■1. 21:00～24:00■2. 1h／30m■3. 笑顔で殴り合い／泣き顔で殴り合い□4. とパメラはこんな最果ての村に人狼が来るなんて人狼の食糧不足も深刻なのだろうか、と考えながら回答します
プロローグ,村娘パメラ,村人,私も初日沈黙時間10分（23:25開始）、開始前開始直後にアナウンス、の案に賛成します。とパメラはシスターの意見に賛同します
プロローグ,村娘パメラ,村人,あれ、このＲＰ本編始まったらマジで辛くね？とパメラは危機感を覚えつつもやめる気はないことをここに宣言します
プロローグ,少年ペーター,村人,ちゃお
プロローグ,少年ペーター,村人,10分間沈黙はボク以外の全員の“賛成”が取れた時点で賛成する意見表明していない人が居る場合、通じていない可能性があるので、その場合は反対しておくよ
プロローグ,少年ペーター,村人,仮決定/本決定は1時間前/30分前だと嬉しいかな。どうぞ宜しく
プロローグ,シスターフリーデル,村人,二人とも、いらっしゃい。ちなみにボクはかなりの適当人間だよ。今日も礼拝に遅刻して・・・おっと誰か来たようだ
プロローグ,ならず者ディーター,村人,修 >>49, >>50ポインタありがとう。お手数おかけしました。見ました。なるほど、こういうことね。了解です。10分程度というのは、たしかにさほど有利不利もなく、気にするほどの遅延にもならず、ある程度いやな混乱も防げるかもっていう、ちょうどいいあたりなわけだ。理解しました。【初日10分沈黙に賛成】
プロローグ,ならず者ディーター,村人,兵>>54, 年 >>63 ペーター、全員の賛成が条件ってことなので、回覧回します。各位お手間だけど、自分を追記して次に回してください。ここまでのは入れといた。あと、10分以外を希望する場合、具体的にどれぐらいか書いてもらえば。【初日のみ開始後10分間沈黙】＼書長修兵妙娘年者 老屋旅＿賛賛賛＊賛賛＊賛（＊は、全員賛成の場合のみ賛成）
プロローグ,仕立て屋エルナ,人狼,こんばんは～…ってちょっと、どういうこと！？「エントリー」を押したら人狼BBSの世界に来ちゃったみたいね…だけど、この村の住人として今まで生きてきた記憶もあるわ、今流行りの異世界転生ってやつなのかしら
プロローグ,羊飼いカタリナ,村人,狼？ 怖いなあ
プロローグ,仕立て屋エルナ,人狼,（この世界がゲームだなんて、みんなに言っても頭がおかしくなったと思われるだけよね、黙っておくのが得策だわ）狼じゃなくて、人狼らしいわよ、カタリナまあ噂だけかもね。【初日10分沈黙に賛成】
プロローグ,仕立て屋エルナ,人狼,■1. 20～24■2. その間ならある程度は合わせるわ■3. たのしくやりたいわね
プロローグ,青年ヨアヒム,村人,よろしく
プロローグ,仕立て屋エルナ,人狼,（どうせ異世界転生するならお姫様とか美少女ヒロインになりたかったわ…それでイケメンチートな勇者様と恋をしたりとか…なぜ仕立て屋に？）ヨアヒムもよろしくね！【初日のみ開始後10分間沈黙】＼書長修兵妙娘年者仕 老屋旅＿賛賛賛＊賛賛＊賛賛（＊は、全員賛成の場合のみ賛成）
プロローグ,負傷兵シモン,人狼,>>67まとめ感謝です認識合わせる手間とかマイナス面も結構ありますね…
プロローグ,ならず者ディーター,村人,服 >>73 エルナ、追記ありがと。他の方も、よろしく。兵>>74 ん？手間を惜しんじゃ、欲しいものは手に入らないぜ。ってことで、残りは、全員の意思を条件にしたシモンとペーターでとりまとめてもらえると助かる。【初日のみ開始後10分間沈黙】＼書長修兵妙娘年者仕 老屋旅羊年＿賛賛賛＊賛賛＊賛賛
プロローグ,羊飼いカタリナ,村人,10分間沈黙、面白そう。私も【賛成する】票やるのめんどくさいから、優しい誰かおねがいシマス。
プロローグ,神父ジムゾン,人狼,よろしくズラ〜
プロローグ,神父ジムゾン,人狼,面白そうなことやってるから参加させてもらうズラよ〜
プロローグ,シスターフリーデル,村人,ディーターまとめどうもありがとう。感謝です。そういえばモリさん昨日、今日来られるの12時半って言ってたから、開始前に全員分は取れないかもだよ。。おおっ。16人おめでとう！
プロローグ,ならず者ディーター,村人,修 >>79 シスター、確かに爺さんそう言ってた。★ペタ ★シモ 爺さん多分間に合わないが、その時は多数決で構わないのかな？それとも、やはり全員確認できない場合は、自由スタートにこだわりある？
プロローグ,負傷兵シモン,人狼,早めにフルメンになってちょっと安心【初日のみ開始後10分間沈黙】＼書長修兵妙娘年者仕羊　老屋旅神青＿賛賛賛＊賛賛＊賛賛賛（＊は、全員賛成の場合のみ賛成）
プロローグ,旅人ニコラス,村人,ただいまー。今日は揃いそうですね！
