プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,司書クララ,村人,人狼が本当に存在するか。それを私は確かめに来た。隣村を通った時に拾ったもの。みんな、答えて。■1 コアタイム ■2 決定時間 ■3 やりたいこと/やりたくないこと □4 自己紹介
プロローグ,司書クララ,村人,一番乗り。悪くない。議題に回答する。■1 21時以降■2 22：15/22：45■3 特になし/特になし 
プロローグ,負傷兵シモン,村人,ひさしぶりに里帰りしてみたら、どうなっていやがんだ？ん？回覧が回っているな■1 よく村にいるのは夜明けの１、２時間前後だな■2 １時間前～３０分前位でどうだろう？■3 とくにないぜ□4 仕事が落ち着いたから里帰りしてきたシモンってもんだ。クララとか初めて会う人はよろしくな！
プロローグ,司書クララ,村人,裏クララ「私はクララの裏人格。ウララとでも呼んでくれ。クララのRPは綾波系だ。（個人的には長門の声で再生推奨）。　このようなRPは初めてなので時々崩れるかもしれないが、それは私が登場しているのだと思ってくれ。　なお、クララの口調はやや冷たい印象を受けるかもしれないが、長門萌えｗｗなどと思いながら読んでいただければ幸いだ。　私としては、このRPが村が楽しくなる一助となってもらえれば嬉しい」
プロローグ,羊飼いカタリナ,霊能者,今日は夜更かしなのですめー(･ω･＠)
プロローグ,羊飼いカタリナ,霊能者,シモ兄ー！！おかえりなさいっめー！！会いたかったっめー！！（ぎゅううううクラランもウラランもよろしくねー！！
プロローグ,羊飼いカタリナ,霊能者,■1 不定期ですめー夜が多いとは思うんだめぇ■2 1時間前と30分前…やん、シモ兄とおんなじになっちゃっためー！■3 もちろんシモ兄のお嫁s…なんでもないですめぇ！（照）凸死は毛を刈るですめー！□4 村一番の羊飼いカタリーナと言えばボクのことですめぇ！(･ω･＠)この子はごんぞうですめぇ！よろしくお願いしますめー！
プロローグ,少女リーザ,村人,リーザはもう大人だもん！
プロローグ,仕立て屋エルナ,人狼,(ちくちくちく。)人狼が出るって？……そう言えば、だんだん寒くなってきたよねえ。もし本当にいるなら、有効利用しなくちゃね。
プロローグ,仕立て屋エルナ,人狼,(ちくちくちく。回覧を見つけたよ。)■1.21時以降かな？顔を出すのが遅くなりそうならその時はまた。日中は店番をしているよ。■2.仮が1時間前と本が30分前でいんじゃないかな。■3.とくになしっ。何かあればあたしも付き合うし。□4.町の東の方にお店があるよ。狼の毛皮なんかがあれば、"のまどすたいる"の品揃えが増えそうだよねえ。あと、銀の矢じり…モチーフのチョーカーなら、うちにもあるよ。
プロローグ,パン屋オットー,村人,おはよー。
プロローグ,パン屋オットー,村人,♪パンパーン、パン屋パン屋、パンパーン、パン屋パン屋、♪パンパーン、パン屋パン屋、パン屋のここーろー♪↑THE HIGH-LOWS↓はいいね。
プロローグ,パン屋オットー,村人,■1. 21:00～24:00。1日くらい遅い日あるかも。 ■2. 仮1時間前/本30分前 ■3. ネタ、雑談を交えていきたい。/殺伐とするのは嫌。□4. オットマール＝パン＝ヤーだよ。パンは焼いたり焼かなかったりするよ。よろしくなー。
プロローグ,少年ペーター,村人,おはよ！ペーターだよ！昨日はピーマンが食べられなくて居残りさせられちゃった…。席確保だけしていくね。
プロローグ,青年ヨアヒム,占い師,この村、人狼が出るんですって？
プロローグ,青年ヨアヒム,占い師,あら、回覧板？アタシこの村の人間じゃないけど、いいのかしら…？■1 21時前後から寝るまで。 ■2 22:15/22:45■3 楽しくやりましょ。□4 人狼が出ると聞いてやって来たの。一度でいいから会ってみたくって。これまでも噂を耳にしてはあちこち足を運んだけど、どこもハズレ。この村では会えるといいんだけど。
プロローグ,青年ヨアヒム,占い師,書>>5うーん…クララは二重人格なのかしら…？クララとウララ、ねぇ…。気を付けるけど、もし間違えちゃったらごめんなさいねクラ…じゃなくて、ウララ？兵>>4羊>>7シモンとリナは知り合いなのね。幼馴染とかかしら？リナったらほっぺた赤くしちゃって、かわいいわね。妙>>9随分とかわいらしい大人ね。リーザって言うのね、キャンディー食べる？
プロローグ,青年ヨアヒム,占い師,服>>11エルナのお店は東の方にあるのね。銀の矢じりのチョーカーか…お守りになりそうね、後でお店に寄らせてもらおうかしら。屋>>14パン屋なのにパンを焼かない事があるの…？年>>15ピーマンが食べられなくても、他においしいものはいっぱいあるのにね。ピーマンは全部食べられたのかしら？
プロローグ,青年ヨアヒム,占い師,この村は、人狼以外に何か観光出来るところはあるのかしら？エルナのお店を探すついでに散策してみようかな。**
プロローグ,旅人ニコラス,人狼,ニコラスとーじょー！とぅ！
プロローグ,旅人ニコラス,人狼,ニコラスいったん退散！のしF8
プロローグ,羊飼いカタリナ,霊能者,あっという間に人がたくさん集まってるんですめぇ(･ω･＠)みなさんよろしくお願いしますめぇ♪リーちゃんはもう大人だよねぇいい子いい子(*･ω･)ﾉエルナ姉、ボク今日隣町に結婚式行かないとだからドレス借りてくよー！ブーケがとれたら……(●´∀｀●)な、何でもないですめぇ！オト兄のお店は店内音楽もハイロウズだものねぇ！楽しくなってつい買いすぎちゃうんですめぇ…
プロローグ,パン屋オットー,村人,のんびりしてる間に人増えてきたな、みんなよろしくな。ヨアヒム≫19今日は焼いたよ。 つ[チョココロネ][きのこのピザパン]幾つか他の村を回ってくるよ。夜明けまでには戻る**
プロローグ,羊飼いカタリナ,霊能者,ペタちゃんおはようめぇ☆ピーマンは肉詰めにすると食べられるめぇ！いっぱい食べて大きくなるといいめぇ！…何のお肉かは内緒ですめぇ( ´艸｀)ヨア兄？…姉？いらっしゃいませめぇー！観光だったらうちの羊畑を見てってくださいめぇー(･ω･＠)もっふもふで癒されること間違いなしですめぇ！ニコ兄はいっつも突然なんだからぁ…次帰ってきたら長居してもらえるようにこれ仕掛けとこ　ニコラスホイホイ
プロローグ,羊飼いカタリナ,霊能者,ボクも今から結婚式に出かけてくるめぇー！夜明け前には戻ってこれると思うけど2次会、3次会…と潰れてしまったら申し訳ないですめぇ！チョココロネゲット！！もぐもぐ！このフォルムがたまらんですめぇ！！！いてきまーすのしF8←気に入ったらしい
プロローグ,神父ジムゾン,狩人,みんなこんにちは。
プロローグ,村娘パメラ,村人,
