プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,神父ジムゾン,人狼,人狼？そんなのただの御伽噺ですよ。えぇ、きっと。
プロローグ,神父ジムゾン,人狼,…ふむ、ここがうわさの『残された村』ですか。「忌まわしき人外の類が未だ生き残っている村」と聞いて王都より派遣されて来たのですが…。まだ誰もきていないようですね。長旅で疲れましたし今日は宿屋に泊まらせてもらいましょう。
プロローグ,神父ジムゾン,人狼,そういえば手紙を預かってきていたのでした。皆さん回答よろしくお願いいたしますね。■1. 主に議論に参加できる時間帯（コアタイム）■2. 処刑先&占い先の仮決定する時間／本決定（締切）時間■3. やりたいこと／やりたくないこと□4. 自己紹介
プロローグ,神父ジムゾン,人狼,私もセルフ回答しておきますね。■1. 21or22時頃～更新前までは参加できると思います。ですが、日によっては早めに床についてしまうかもしれません。■2. 仮:1時間前／本:30分前　これより早くても構いません。■3. 皆さんと仲良くお話し／暴言、流行病（突然死）□4. 王都より派遣されてまいりました、ジムゾンでございます。どうぞよろしくお願いいたします。
プロローグ,神父ジムゾン,人狼,…ふぅ、ちょっと緊張して固くなりすぎたようです。私普段は大分ゆるい性分なので、固いのが苦手な皆さんもご安心くださいませ。ゆるゆるゆるゆる。　それではお休みなさい**
プロローグ,少年ペーター,霊能者,ズザーッ
プロローグ,少年ペーター,霊能者,うわーん！おうちのクーラーが壊れちゃったよーう！暑くて寝られないから今日は宿に泊まらせてもらうんだ☆涼しいな〜。あっ、おじちゃんこんばんは〜！ジムゾンさんって言うんだね、わかったよ。よろしくね、おじちゃん！
プロローグ,少年ペーター,霊能者,わぁい、お手紙だぁ☆頑張ってお返事するね〜。■1. うーん、いつでもできるよ。寝てなければ！午前中は頭が働かない事が多いかなあ。■2. みんなに合わせるよ〜。ぼくはいつでもOKだよ☆■3. 全員仲良しで最後まで盛り上がりたいな〜。／寡黙吊りとかつまんないでしょ。ぼくも頑張って最期まで貢献するからみんなで楽しもう！□4. こんばんは〜！見た目は子ども、中身はオッサンのペーターだよ☆
プロローグ,旅人ニコラス,村人,一夜を凌ぐ為に訪れた村で、とんだ厄介事に巻き込まれたもんだ。長居している時間はないし、早急に人狼を見つけるしかないか・・・
プロローグ,旅人ニコラス,村人,どれ、手紙か。誰からか知らんが、協力しよう。■1. 21~22時までは、近辺を探索しながら、旅に必要な食料を調達しに出かけている。■2. 指示されるのは嫌いだが、こんな事態だ。他の者に合わせよう。■3. 最後に皆が笑えればそれでいいな。/理解できないことを否定する人間にはなりたくないな。□4. 旅人のニコラスだ。ここで出会ったのも何かの縁だろう。宜しく頼むよ。
プロローグ,少年ペーター,霊能者,>>10わぁ☆緑のおじちゃんもこんばんは〜！何もない村だけど、ゆっくりしてってね☆人あんまり来ないね〜。今女の人が来たら逆ハーレム状態になれるのにな〜。…もしかして、この村ってウホッな人達しか来ないのかな…そんなまさか…じゃぼくの隣にいるこのおじさん達は…！！！((((；ﾟДﾟ))))ｶﾞｸｶﾞｸﾌﾞﾙﾌﾞﾙ
プロローグ,行商人アルビン,人狼,今晩は。人狼騒ぎなんて気味の悪い夜だな。少年よ、残念ながらまたしてもおじさんだ。
プロローグ,神父ジムゾン,人狼,寝るつもりが寝る寝る詐欺に…いや、寝る前に長旅の疲れを癒そうと風呂に行ってたのですが上がったら人が増えていて少し感激であります。>>8　ペーター君おや、この村の子ですか？どうも初めまして。「おじちゃん」…ですか。ふふ、貴方ほどの年から見ればきっとそうなのでしょう。若いのはいいことですね。
プロローグ,神父ジムゾン,人狼,>>10　ニコラスさんあら、貴方もこの村の人ではないのですね。初めまして。ここで会ったのも何かのご縁。よろしくお願いします。…ん、人狼？そんな御伽噺のようなモノがここにいるのですか？詳しくお話を伺いたいですね。>>13　アルビンさん貴方も村の外の人ですか？初めまして、よろしくお願いします。人狼騒ぎ…ここまで噂されるとは。やはりあの生き残りというのは……あ、いえ、お気になさらず。
プロローグ,少年ペーター,霊能者,いやああああああああ！おねーさん！綺麗なおねーさん！早くきてえええええええええええ！！>>14　（…ヒッ）ごめんなさいごめんなさいジムゾンさん！おじさんだなんてとんでもない！すてき！だから食わないで！ぼくノンケだからあああああ！
プロローグ,行商人アルビン,人狼,手紙に回答しよう。■1.更新時刻あたりは確実に参加できるだろう。それ以外の時間はまちまちだ。■2.ジムゾンの提案する時間で良いのではないかな。■3.議論が熱くなるのは結構だが、むやみに他人を傷つけることはしたくないな。流行病にも気を付けたい。□4.行商人のアルビンです。せっかくなので以下の商品を安値で売ろう。[おしゃべりぽーしょん（嫌でも寡黙になれないよ！）]1000G
プロローグ,行商人アルビン,人狼,[はがねのシャツ（襲撃されても大丈夫！狼の歯を折ろう！）]2000G[かんたんゆみや（護身用）]300G[おっさんの傾向と対策（書籍）]500G[非常食（1週間分）]500G[けもみみしっぽ（コスプレ用・SMLサイズあり）]10000G[めがね（夜になると小さい文字が見にくいあなたに）]1000G財布が寂しいのでどんどん買ってくれ。
プロローグ,神父ジムゾン,人狼,>>16　ペーター君え、ちょっと落ち着いてください！…大丈夫です、私に男色の趣味はありませんよ、神に誓って言えます。（でもペーター君の少年特有のボーイソプラノボイスは非常に愛らしい響きで思わずうっとりさせられますね…。あ、いや、こんなこと口が裂けても言えませんが）
