プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,行商人アルビン,村人,よいしょ、一番乗り。お、ゲルト今日も元気だね。そろそろ真面目に仕事を探さないと、お袋さんが泣くよ？
プロローグ,行商人アルビン,村人,おっと、忘れないうちに。えー、皆々様のおかげで商売をさせていただいております、アルビン商会アルビンと申します。小はおはじきビービー弾から大は象の鞍までなんでもお申し付け下さい。カキ氷や人狼退治グッズなんかも取り扱っておりますよ。
プロローグ,行商人アルビン,村人,とりあえず、隣村から議題などかっぱらｔｔ………落ちていたので拾ってきました。どうぞ。■１．参加可能時間帯■２．仮・本決定希望時間■３．投票COの可否、やりたい作戦など
プロローグ,行商人アルビン,村人,しかも切れてる！ｗまぁ答えてもどっちでもよさそうな部分な気はしますが、貼っておきましょう。□４．自分のアピールをしよう！
プロローグ,行商人アルビン,村人,■1.22:00～眠くなるまで。■2.仮24:30　本25:30かな…■3.…かっぱらってきてそのまま貼ったけど、投票COってできるんだっけ？□4.>>3でアピール済み！
プロローグ,行商人アルビン,村人,無記名だから投票CO無効だよな…作戦としてありかなしか、という話であればありだと答えるな。しかし人が来ない。のんびり風呂にでも入ってこよう。
プロローグ,行商人アルビン,村人,静かだなぁ…これはあれですか。連休前の静けさ。それか、動物園の動物がおろおろしてるのをによによ眺める的な。いや、僕はなにもできませんよ？！うーん…何か村おこし的なものを考えてみるか…
プロローグ,仕立て屋エルナ,村人,RAPFDJKLSAD ASDJAKLDSA DSADKJALSDJA[ハロー　ハロー　聞こえますか 現地語になっているかな？ わたしは宇宙人です]
プロローグ,仕立て屋エルナ,村人,EUREWOIRWUEOI WERWIUROEW REWREWR[どうやら翻訳機も正常に作動しているようですね 宇宙船がこの村に不時着してしまったようです 一週間ほどお世話になりますね]
プロローグ,仕立て屋エルナ,村人,TJDSKFSSFA DAFDSA DASFDA[■１．不定期です。夜明け前後にはいます■２．いつでもっ■３．特に希望はないです。投票COも反対はしませんけど、手順がめんどくさそうですね…。□４．ANUREです。現地語では　えるな　です。よろしくです] 
プロローグ,仕立て屋エルナ,村人,GERUGERU SAFDAG DAFDASICVAFDA[げると さんと交流を試みます ハロー　ハロー]
プロローグ,仕立て屋エルナ,村人,FDSARABA MJUHGDASF SRASA[げると さん 反応なし のようです 翻訳機が壊れているのかな… 少し調整してこようっと]
プロローグ,行商人アルビン,村人,お…や？誰かいた気がしたけど、気のせいかな。なにか赤い光が落ちていったような…うーん？
プロローグ,行商人アルビン,村人,これだけ人がいないのは、やっぱり連休前だからかな。僕なんかは時間がたっぷり取れていいじゃーんって思っちゃうんですけどね。……寂しい子なんかじゃ、ないんだからっ…！！
プロローグ,青年ヨアヒム,人狼,ふぁああ。おはよう。むにゃむにゃ。
プロローグ,青年ヨアヒム,人狼,■１．夜中心の不定期かな。■２．仮24時本25時とかかな？■３．投票COってできるの？やりたい作戦は「いのちをだいじに」かな。□４．どこにでもいる普通の青年よあひむだよぉ。パメラー、おなかすいた—。あれ？いないのかな？レジさーんごはーん・・・って宿もまだ人あまりいないのか。オットー、パン食べたーい・・・[...はご飯を求めて歩きだした]
プロローグ,青年ヨアヒム,人狼,うーん、みんな外出中か。教会に行ってご飯を恵んでもらうかそこにいる商人さんかさっきすれ違った女の人にご飯をもらうか・・・子供たちにお菓子貰いに行ってもいいけどお腹は膨れないし・・・・・・・・よし、寝よう。寝れば空腹を忘れられる。ぐぅ。
プロローグ,村長ヴァルター,狂人,♪Binbo Bionbo ♪Binbobinbinbo　♪Binbo Bionbo ♪Binbobinbinbo踊ってみたがお腹は膨れないものだな。はぁ　今日は食べられる草が見つからなかった･･･
プロローグ,村長ヴァルター,狂人,･･････む？人狼が出たとな。ふむ。焼いて食べるとするか！
プロローグ,村長ヴァルター,狂人,■１．21時頃から寝るまで■２．仮24:00　本25:00■３．特になし□４．みんなご存知怪しげな村の村長だ！役場独り占めしている村長だ！村長のはずなのだが･･･村人が少なすぎて税金が入ってこない･･･　よってほぼ無収入だ･･･
プロローグ,農夫ヤコブ,狩人,おったまげただぁおっとうとおっかぁのお墓さお参りにいったら赤い火ん玉が空からおちてきたんだぁこりゃ不吉な予感がするべさぁ、みんな集まってなんとかするしかないっちゃなぁ
プロローグ,村長ヴァルター,狂人,村長はご飯を探しで忙しい。また明日くる。[...はお腹をきゅるきゅる鳴らしながら、食べられる草を探しに出掛けた]
プロローグ,農夫ヤコブ,狩人, アルビンさん議題ありがとだべー□１．基本日暮れてからだべー、決定のときにはいるようにするだぁ□２．仮24:45　本25:30　遅めを希望しとくべさ□３．おまかせだぁ、好き嫌いはないっちゃよ□４．昔聞いたことがあるだ、あれは鬼火で間違いねぇ。人さ焼き殺すおっかねぇばけもんだとおっかぁがいっとっただぁ。人狼？そいは初耳だぁ、おっかねぇおっかねぇだぁ
プロローグ,行商人アルビン,村人,よっと。戻ってこれました。あ、ヤコブさん。あなたも見ましたか？僕も昨日見たんだ、赤い光。鬼火…な、なんか知らんけど怖そうだよそれ。…人狼退治グッズより、鬼火対策を仕入れた方がいいかな……バケツ？
プロローグ,行商人アルビン,村人,しかしお腹のすいた人が多い村だね。食料は旅の基本として持ち歩いてるけど、自分の分だけだしな…乾パンとか干し肉くらいしかないよ。僕よりヤコブさんに聞いた方がいいんじゃないかな。新鮮な野菜がありそうだ。干し肉ばっかりじゃ飽きるし、僕もそっちがいいな。
プロローグ,パン屋オットー,村人,こんばんは。みなさんおまちかね、パンを大量に焼いたから召し上がれ。
プロローグ,行商人アルビン,村人,むぅ。村興しですか。とりあえず村の外れにバンジー台でも設置して、1日一人突き落とすとかしか思いつかないな。…鬼火を見たら何かいい事が！！みたいなデマでも飛ばしてみましょうか。というか、こういうの考えるのが村長の仕事じゃないんですか。そんなんだから、薄給なんだよ？□5、村興し案について
プロローグ,パン屋オットー,村人,■１．23：00～3：00■２．仮01:00本01:30かな？■３．投票COはどちらでもいいよ。村騙りはあまり好ましくないけど、とてもいい作戦があるというならかまわない。村煽りはやめてね。□４．夜中限定開店のパン屋です。序盤は苦手です。
プロローグ,行商人アルビン,村人,あ、オットーさんこんばんは。皆だいぶお腹空かせてるみたいだよ。僕も保存食しかなかったから、焼きたてのパンは嬉しいな。
