プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,老人モーリッツ,村人,ヒーラリヒラヒラヒヒラヒラ～♪
プロローグ,老人モーリッツ,村人,僻地の村に子のキタキタ踊りを伝えるためにやってきた、アドバーグ・モーリッツですぞ！さぁ！わしの踊りを見てくだされーー！！
プロローグ,シスターフリーデル,人狼,お、おのれ物の怪めッ！ 成敗してくれます！！奥義！！ザ　ム　デ　ィ　ン　！　！
プロローグ,シスターフリーデル,人狼,※説明しよう！ ザムディンとは、フリーデルの友人の祖父の名前である！！さて、神は言っておられます。【汝、隣人と酒盛りせよ】と。というわけで置いておきますね。[ビール][ウィスキー][JAPAN酒][焼酎]私は黒ヱ○スで。おじーちゃまも踊り疲れに一杯いかがですか？
プロローグ,村娘パメラ,村人,ぐほぁ
プロローグ,村娘パメラ,村人,ななな、何て粗暴な修道女じゃ……。わっちの体はそんなに丈夫でありんせん。その力を人狼退治に使ってほしいものじゃ……大袈裟かもしれんがの。
プロローグ,シスターフリーデル,人狼,あらあら、そんなお褒め頂くなんて、ザムディンさん(82歳)も草葉の陰で喜んで下さると思いますわ。御存命ですけど。人狼退治にお役立ち出来るかはわかりませんが…。お酒をお出しすることならできますわ。パメラさんも林檎酒でもいかが？ 葡萄酒の方がお好みかしら？
プロローグ,村娘パメラ,村人,そのザムディンとやらには後でお返しせねばならぬ…彼奴め、どさくさに服の下に手を忍ばせよったわ。うむ、お言葉に甘えていただくとするかの。わっちゃあ酒に弱いから、酒は薄くて甘ければ何でもよい。ただ、油揚げはないかや？　油揚げのない酒など狂人のいない人狼に等しい。
プロローグ,少女リーザ,占い師,モーリッツさんの弱点は・・・肩の後ろの二本のゴボウの真ん中にあるスネ毛の下のロココの調の右っ！きっと勇者様が退治してくれるから大丈夫！
プロローグ,少女リーザ,占い師,そして、趣味はきっと強力な水中バレエを見せて思いっきり笑わせた後、魚も泳ぐ戦国風呂を味わうがよいってきっと言い出すの。〆にはハナミズ飲み尽くしてくれるわっ。とか言い出すのよ、きっとそう。
プロローグ,シスターフリーデル,人狼,では、うんと薄めた林檎酒に、たっぷりの蜂蜜を加えたものを。ただすみません、油揚げは生憎切らしておりまして…。確かニコラスさんが、活きのいい油揚げをお持ちだったような？「キシャーッ」とか鳴いてましたよ？>>10リーザちゃんオットーさんが、パンを尻にはさんで右手の指を鼻の穴に入れて左手でボクシングをしながら「いのちをだいじに」と叫ぶのも効果的だと思いますわ。
プロローグ,少女リーザ,占い師,>>12リデルさんまあ、いざとなったら勇者様に任せるか・・・北の最終兵器、イゴールボブチャンチンでなんとかしましょう！（中の人：魔方陣グルグルネタ全開です、ついてこれない人はゴメンナサイ）
プロローグ,村娘パメラ,村人,僻地とだけあって変わった人間が集まるようじゃの。まあ、普通の人間よりは、変わった人間の方が多くを知れる。振る舞いやすいように振る舞ってくりゃれ？　わっちも人のことを言えはせんがな。リデルから頂戴した林檎酒、よい味じゃ。既に頬が熱を帯びてきておるのは気のせいかや？　……あう、尻尾が——。
プロローグ,少年ペーター,村人,ふぇ、ふぇ……ぎっぷりゃ！！うぅ、ふんどしが寒くてくしゃみが出るよ。パメラねーちゃん、お酒飲んで色っぽい……って、あれれ？おしり、膨らんでない？
プロローグ,シスターフリーデル,人狼,ただし尻尾は尻から出(そろそろ自重)>>14お気に召されたようで何よりですわ。くすくす、ですがまだ強かった御様子ですわね。次はもう少し薄めておきますわね。——あら？その尻尾はテンの毛皮ですの？ それにしては上等な…。…触ってもよろしくて？
プロローグ,少女リーザ,占い師,>>15 風の臭い・・・それはギップルちゃんのふんどし　ギップリャアの気合もろとも噴出される謎のガスほら地響きをあげて押し寄せるでしょ　貴方の街にも
プロローグ,シスターフリーデル,人狼,>>15ペーターちゃんあらあら、風邪かしら？クサい話はまだこれからだから、気をつけましょうね。卵酒でもいかが？風邪の引き始めには効きますわよ？
プロローグ,村娘パメラ,村人,これがテン如きの毛皮に見えるかや？　くふ、隠す気もないしの。これはわっちの尻尾じゃ。別に触っても構わんが、あんまり手荒に扱わんでくりゃれ？　牙を見たくなければ。しかし今日は確かに少々冷えるの……人の姿では辛い。そこな少年も寒がっておるしの。何なら正体を現してもよいのじゃぞ？　わっちの背中で眠れば寒気を知らずに一夜を明かせよう。
プロローグ,少年ペーター,村人,>>17バ、バレてる……！スカしたハズなのに……！リーザ、恐ろしい娘……！！>>18ややややだなぁ、クサいだなんて。卵酒、いただきまーす。
プロローグ,少女リーザ,占い師,取りあえずパメラさんはみっちり半年かけて尻尾を出せば大丈夫かな？一ヶ月だと・・・うん、まあ尻ｋ（略なんだか喉が乾いたので飲み物、貰ってイイヨネ？[焼酎]ゴクゴク・・・ウニョラー！
プロローグ,少女リーザ,占い師,[ビール][ウィスキー][JAPAN酒][焼酎]全部混ぜてぐるぐるぐるぐるぐる。・・・あ、失敗しちゃった。[謎の液体]それじゃあ、私は今日は寝るね、明日は勇者様着てるといいな～。
プロローグ,少年ペーター,村人,>>19おおぅ、ふっかふかだ。って、パ、パメラねーちゃんの背中で！？それはもしや、大人の階段てやつ！？>>21ご、ごくり……ちょ、ちょっと僕も飲み物もらお。[焼酎]ゴクゴク……とっぴろきー！！（ペーターは混乱している！）
プロローグ,シスターフリーデル,人狼,>>19　…………。(思案中)◆1.狼COですわー！【本決定 ▼パメラ】◆2.…こすぷれさんかしら？(首かしげ)◆3.キ、キツネでしたの？…………。あらあら、触ってもよろしいの？ 嬉しいですわ。(◆4.全力でスルー　を選択したらしい)
