プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少女リーザ,村人,人狼さーん、どーこかな♪リーザの前に、でておいでー！…えっゲルト！人狼さんっていないの！？童話の中の生き物なんだあ…そんなあ。
プロローグ,仕立て屋エルナ,占い師,私が人狼です
プロローグ,神父ジムゾン,村人,皆さんこんにちは宜しくお願いしますね後少しでクリスマス・・忙しくなりそうですね
プロローグ,少女リーザ,村人,きゃー！人狼さんだー！よろしくねっ　>>3人狼さんって子供にプレゼントくれるんでしょ？リーザ良い子にしてたよ。
プロローグ,負傷兵シモン,村人,私も人狼です
プロローグ,負傷兵シモン,村人,ジムゾン>>4忙しくてクリシミマス？確かに、5体満足だと働かなきゃいけないし大変だねこちとら、歩くこともできないから気楽なもんだよ
プロローグ,負傷兵シモン,村人,リーザ>>5はい、美味しそうな女の子にプレゼントだよつ[可愛い狼人形][シュールな赤ずきん人形]
プロローグ,負傷兵シモン,村人,さて、点滴の時間か。またね。
プロローグ,神父ジムゾン,村人,>>7大変ですが苦ではありません！クリスマスは布教に絶好の場！！主のためと思えば！ﾊﾞﾘﾊﾞﾘｰ
プロローグ,パン屋オットー,人狼,メリークリスマス！ん？早いかな。
プロローグ,神父ジムゾン,村人,オットーさんこんにちは！そういえば聖書にこんなメモがはさまっていましたよ■１コアタイム■２仮決定時間/本決定時間■３やりたいこと/やりたくないこと□４一言
プロローグ,神父ジムゾン,村人,これに答えれば良いのでしょうか。では早速■１,不定期　20時以降は必ずいます■２,23時/1時■３,特にありません□４,良いクリスマスに出来るよう頑張ります宜しくお願いします
プロローグ,パン屋オットー,人狼,お店の注文多くて大変だよー。みんなもケーキ頼んだ？せっかくの季節なんだし忘れちゃダメだよ！>>12 ジムやっほー。忙しいみたいだね。議題さんきゅ。さすが、気が利くよね。
プロローグ,負傷兵シモン,村人,しまった。序盤で噛まれるか吊られないとクリシミマスの日って、この村に滞在しなきゃいけないのか...oO（ふむ、リア充騙りで、見栄をはって不在を決め込むか...？）
プロローグ,パン屋オットー,人狼,>>15ふふふ、そんなことしたら【▼シモン▽シモン】で提出させてもらうよ。しんぐるへーる、しんぐるへーる。何かが違う気がしても気にしない。
プロローグ,神父ジムゾン,村人,お一人の方はどうぞ礼拝堂へ主があなたを見ておられます
プロローグ,負傷兵シモン,村人,オットー>>16oO(シングルベル...その発想がでてくるオットーも、もしやアンチリア充党のテロ要員か？おっと秘密がばれるといけない、迂闊に仲間認定はお互いまずいな)oO(私の負傷は昨年のバレンタイン爆破テロに失敗したことが原因なんだよ。オットー...)oO(療養したいところだが、リア充爆破テロの依頼がきたら、私はそちらを優先したい...)
プロローグ,パン屋オットー,人狼,■１夜型。気まぐれだよ。■２23:15/23:45■３マナー違反以外の楽しいことならどんときやがれ！□４聖夜のおかげで色々人が増えてるみたいだね。サンタさんかと思って、目を開けたら親父がいたあの頃が懐かしいよ。きっと、人狼もそんなものさ。うん。
プロローグ,村娘パメラ,村人,きっと君はこなーいーひとりきりのクリスマスイブ♪今年はみんなこうなればいいんだわ
プロローグ,パン屋オットー,人狼,>>18 シモンoO(このぴりぴりした気配、まさか同志……？！いや、うかつな信用は危険だ。親友に裏切られたあの日を思い出すんだ！)そうか、シモンの傷にはそんな経緯が。。。あのバレンタインは、敵が強すぎたんだよ。企業戦略恐るべし。やあ、パメラこんばんは。
プロローグ,村娘パメラ,村人,■１夜１０時～と夕方あたりね■２23:15/23:40■３カップルがギスギスするなら構わないわ。でも村のみんなでは仲良くしていきたいわね
プロローグ,村娘パメラ,村人,□４狙った相手をきっちり仕留めてｳﾊｳﾊな人狼なんていなくなっちゃえばいいのだわ。でもしっかり守って惚れられるような狩人もいなくなっちゃえばいいの。そして遠距離恋愛も水晶遠話で苦にしない占い師も、相手に死に別れられても会話できる霊能者もいなくなっちゃえばいいのよ。もちろん相方とすべてを共有できる共有者なんて滅びるべきよ！
プロローグ,負傷兵シモン,村人,■１不定期■２仮1時間前、本30分前。ただし年末で突発的なリアル襲来は誰にでもありえるよね。「ぬくもりてぃ」あふれる柔軟な対応をしたいし、してあげたいな...■３リア充に負けず、この村で相方みつけたいな。この村に限って恋人探しの発言は黒要素にとらないと言っておくね□４アンチリア充党のA級テロ要員なんだよ。主に爆発物が専門だよ。この村でリア充いたら爆発させるからそのつもりでいてね？
プロローグ,村娘パメラ,村人,おっと、そういえば共有者はもうこの村にはいないのだったわね。ふぅ。ちょっとあつくなってしまったわ。
プロローグ,負傷兵シモン,村人,パメラ>>23oO（このお方は..まさか党首か？？潜伏する気が全くない前傾姿勢。中身すけちゃってるよ...これはリア充に▼されないようお守りせねば....）
プロローグ,シスターフリーデル,狂人,よろしくですわ。
プロローグ,シスターフリーデル,狂人,■１不定期ですわ。■２仮23:15本23:45■３布教□４偉大なる生誕祭で浮ついた事をするなんて間違っていますわ！わたくしが神の素晴らしさを説いて目を覚まさせてあげますわ。
プロローグ,神父ジムゾン,村人,>>28さすがはシスターフリーデル！素晴らしい心構えです！布教もよろしいですがやはり基本も大切に・・ということで聖堂で祈りに行きます　２０時ごろに戻ってきます
