プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,仕立て屋エルナ,人狼,変態なんているわけないじゃん。みんな大げさだなあただボクは女の子の服を作ることが好きなだけだよ。ピッタリのサイズに仕立てるため、濃密な採寸が必要だよね。早く女の子来ないかなぁ。ボクが可愛い服を作ってあげるよ。
プロローグ,仕立て屋エルナ,人狼,おや、今日仕入れた透け透けレースの納品書だ。■1.コアタイム■2.仮決定・本決定の希望時間■3.やりたいこと・やりたくないこと■4.自己紹介など□5.どんな人(異性／同性)が好き？珍しい納品書だなぁ。
プロローグ,仕立て屋エルナ,人狼,サインしてっと…送り返さなきゃね。■1.不定期。昼多め＋更新前後かな？■2.仮21:45／本22:15。回避やまとめ不在を考慮して長めに取りたいね。■3.罵声と流行り病。怒号の飛び交うところは苦手だよ。流行り病は気を付けたいけど、もしなっちゃっても怒らないから最後に来てほしいな。■4.村の皆の服を作っているよ。村内の皆のスリーサイズは任せてね。
プロローグ,仕立て屋エルナ,人狼,□5.むっちりなおねーさんも、スリムな女の子も、よぼよぼなおじいさんも、きゃしゃな少年も、どんと来い守備範囲だよ。どんな子でもボクがじっくりしっかり測ってあげる。脱ぎやすい服で計測に来てね。よっし、こんなものかな？さぁて、このレースで何を作ろうかなっ。
プロローグ,少女リーザ,占い師,……あうう、迷っちゃったよ……ここどこ？ペーターどこ？ん？アンケート？1 不定期。更新前後にはいるよ。2 まかせる3 流行病と罵声！きらーい。4 よろしくね。5 優しい人
プロローグ,パン屋オットー,村人,……………。
プロローグ,パン屋オットー,村人,服>>3 ……。（ぺこり）■1.21時～23時。お昼は…多分来れません。■2.21:45/22:15■3.なかよく楽しく、がんばろ…。■4.パン、焼きます…。食べたいの、何でも言ってね。□5.優しくて…頼もしい人かな…。
プロローグ,パン屋オットー,村人,妙>>6 ……。（なでなで）つ[どうぶつぱんうさぎさん]
プロローグ,パン屋オットー,村人,……。。０(たくさん喋って疲れちゃった…また夜に来る、ね) 
プロローグ,ならず者ディーター,霊能者,ふぃ〜
プロローグ,仕立て屋エルナ,人狼,こんにちは！リーザにオットー、ディーターいらっしゃい。リーザは迷子かい？少しここで休んでいくと良いよ。こっちへおいで。寂しいだろう、ボクが可愛い服を作ってあげるよ。オットー、前に頼んだ等身大女体パンはまだかい？アレが楽しみで夜も眠れないんだよ。サイズも詳細に厳密に指定したはずだよ。ディーター、最近は服が綺麗だけどケンカはやめたのかな？良いことだよ。平和が一番。言葉で解決したいね。
プロローグ,少女リーザ,占い師,うん……さみしい……。いいの？ありがとう、おねーちゃん！
プロローグ,シスターフリーデル,人狼,主よ、私たちを人狼の恐怖からお救いください…
プロローグ,少女リーザ,占い師,>>9 屋ありがとう、うさぎさんかわいい……！そういえばわたしね、だれかさがしてここにきたきがするんだ……。だれだろ？
プロローグ,村娘パメラ,狩人,アーアー（デンデン）アーアー（デンデン）アーアーアーアーァーアーーーーーアー
プロローグ,少女リーザ,占い師,>>16 娘いらっしゃーい、こんにちは。この村今日スタートできるかな～？
プロローグ,村娘パメラ,狩人,■1.21時～23時くらい■2.仮21:45／本22:15■3.やりたくない：投票遺言CO（/走り嵐/ロリスタ/スレスタ）■4.今作のヒロイン、パメラだぜ！□5.私の中のデーモンに触れてくれる人。
プロローグ,羊飼いカタリナ,村人,こんにちは、寝たリナです。もう、お腹いっぱいなの……。ぐー。
プロローグ,仕立て屋エルナ,人狼,リデルにパメラ、リナもこんにちは。徐々に増えてきたね。リデルは毎日熱心だね。メイド服なんて着てみないかい？人狼かぁ。そんなものこの村にいるのかな。パメラ、どうしたのかと思って調べたらやっとネタが分かったよ。キミのデーモンに触れることの出来る人はいるのかな…リナは食べてすぐそんなところで寝て、羊が牛になってしまうぞ？しょうがない子だな、羊毛のカーディガンを毛布代わりに使うと良いよ。
プロローグ,羊飼いカタリナ,村人,■1．19時過ぎ辺りからがコアタイムです。鳩での発言は難しいけど、議事読み位なら多分出来ると思うわ。■2．21:45/22:15決定に立ち会えない人がいたときはその都度調整しましょ？■3．突然死だめ絶対、どうか時間と予定に余裕を持ってお宿に来て欲しいのです。あと、無用な挑発と度を超したスタンドプレイは苦手です…。■4．[「←ネタを与えないでください。」という看板が隣に立てかけられている]
プロローグ,少女リーザ,占い師,ひらがなＲＰめんどくさくなってきたので漢字幼女！>>19 羊……ジンギスカン…羊肉……。>>20 服ねー、おねーちゃん遊ぼう？[じぃっ]
プロローグ,仕立て屋エルナ,人狼,>>15妙可愛い子だね、ちょっと計測するよ…若いって、肌がつやつやで良いね（ブッ）へぇ…ここはこんな…（ボタボタ）おぉう、なんと…（ダーッ）これだからこの仕事はやめられないんだ！（ダラダラ）ハァハァ…うん、これで大丈夫。夜までには、憧れの彼を悩殺できる可愛い服を作っておくよ！ボクはちょっと輸血してくるよ。>>17妙安心していいよ、夕方になって人も増えると思うし大丈夫じゃないかな。
プロローグ,羊飼いカタリナ,村人,□5．たくましい…というか、包容力のある人が好きですね。背中を安心して預けられる人って、素敵じゃありません？>>20わあ、カーディガンなの。ふわふわー。エロ………エルナちゃんありがとう！ここは個性的な女の子が開拓者なんですのね、うふふ。みんなよろしくお願いしますの。
プロローグ,仕立て屋エルナ,人狼,>>22妙しょ、しょーがないなぁっ！じゃあひとつ面白いなぞなぞをしようかー。ボクは昔、犬を飼ってたんだよ。モモって名前の可愛い子犬でね、残念ながら今はもういないんだけどね…。毛が茶色と白のまだら色をしていてねぇ。ふさふさで柔らかくて、そして人懐っこい。まるで天使のような犬だったよ。さあ、この子犬の尻尾は何色だったと思う？とても面白いクイズだけど…リーザは賢いから分かっちゃうかな？
プロローグ,少女リーザ,占い師,>>服わーい、ありがとうおねーちゃん！すきー！なぞなぞ！がんばる！はーい、緑！あれ？違う、桃色？……桃緑色！
プロローグ,仕立て屋エルナ,人狼,>>24羊ボクはリナも素敵だと思うけどね。フード、取ってみたら？髪の毛を編むと、とても可愛いよ。遠慮なくエロナと呼んで良いよ。ボクにはスーパーエロナ、スーパーエロナ2,3,4と進化が残されている。リナもよろしくね。>>26妙リーザは本当に可愛いなぁ。桃緑色ってどんな色なんだろうね。染色すると茶色っぽい色になるんだけどね。その問題はね、とても面白いなぞなぞなんだよ。おもしろいんだ。
プロローグ,少女リーザ,占い師,>>27 服んーとね、えーとねぇ……緑と桃のしましま！ぱんつ！んー……？おねーちゃんの問題は難しいの。そういえば、私ずっと気になってたことがあるの。おねーちゃんって男の人？女のひと？真ん中？
プロローグ,少年ペーター,村人,皆さん、こんにちわ。
プロローグ,仕立て屋エルナ,人狼,ペーター、こんばんは。今日もいつも通り"色々と"元気そうで何よりだよ。ふふ…ところでペーターに可愛いお客さんが来ているよ。時間があればお相手してあげたらどうかな？>>28妙少し難しかったかな、ごめんね。それにしてもその回答は優秀だね…ボクの跡を継がないかい？スーパーエロナの技術、体で教えてあげるよ…！ボクの性別かい？リーザが思っているとおりであってるよ。ふふふ、どうなんだろうね。
