プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,司書クララ,村人,突撃☆盆地の晩御飯！はいっ！どうも、クララだよ！今日もおいしいグルメを求めてやってきたのはここ！盆地の村！この村のおいしいもの、まとめていただきまーすっ！
プロローグ,司書クララ,村人,アンケートをおいておくよ！■1.コアタイム■2.仮/本決定の時間■3.やりたいこと/やりたくないこと■4.自己紹介
プロローグ,司書クララ,村人,■1.基本は夜、昼もちょっといるよ。■2.0:15/0:45■3.みんなでわいわいしたいね！お互いを尊重して楽しめるといいなぁ。■4.グルメリポーターとして活躍しているクララだよっ！☆評価で有名な「クラランガイド」も書いてるよー！
プロローグ,司書クララ,村人,とりあえずこの村の名物は何かリサーチしないと…！おいしいもの持ってきてくれる人がいっぱいくるといいなぁ。わくわく♪
プロローグ,神父ジムゾン,人狼,ヅラなんてあるわけないじゃん。みんな大げさだなあ
プロローグ,神父ジムゾン,人狼,>>5かの有名なグルメリポーターのクララさんに取材に来ていただけるとは。この村の一員として歓迎します。ようこそおいでくださいました。今すぐにでも直接村を案内させていただきたいところなのですが、教会の雪かきに時間を取られ過ぎてしまって今日の朝の礼拝の準備がまだなのです。申し訳ありません。アンケートの回答も含めてまた後ほどきます。[…はそう言うと忙しそうに教会に戻って行った**]
プロローグ,司書クララ,村人,>>7いえいえ！とってもいい村ですね、しばらく宿を借りて滞在する予定なんです。楽しみだなぁ。雪がだいぶひどいですね。わたしもお手伝いしたほうがいいかなぁ。
プロローグ,パン屋オットー,村人,よく来たな、司書さん。ジムもこんばんは。■1. 22時～■2. 任せた■3. 楽しく行こう■4. 平凡なパン屋だ、人より少しだけ運が悪いグルメリポーターか！　是非パンを食べてもらいたいところなんだが、あいにく今日は雪道で四回転んで、石入り雪玉被弾して、雪下ろしで屋根から落ちて、やっと終わったと思ったら風が吹いて桶が飛んできて、顔面でたたき割ってストレートに桶屋が儲かってやばい。
プロローグ,パン屋オットー,村人,箪笥の角で小指強打して、シーツで生爪（自粛）ところで、諦めて起きてきたんだ。いっそオレ負傷兵でいいんじゃね？　とかアイデンティティに疑問覚えるレベルだから、なんつうか、明日はパン焼けねえわ…体調的に。なので、今朝（もう昨日か？）焼いたクッキー貰ってくれ。パンじゃねえけど。手伝いなんざいいから、客人はゆっくりしてな。ところで神父って呪いとか解けねえ？　それともやっぱり体質かねえ、コレ…
プロローグ,司書クララ,村人,>>9>>10こんばんは！な、なんというか…そういうこともありますよ…クッキー！早速いただきます！（もぐもぐ）むむ…さめてもさくさく、バニラの香りがふわっと広がって…ああ、シ・ア・ワ・セ…（……パンも、気になるなぁ）
