プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,老人モーリッツ,村人,極道者なんているわけなかろう。みんな大げさじゃのう。
プロローグ,老人モーリッツ,村人,それにしても、若頭はどこにいるんじゃ。ワシを放っておいて。
プロローグ,少女リーザ,人狼,やっとママから逃げ出すことに成功したです…着物着て「ﾔｯﾁﾏｲﾅｰ」って呪文唱えるのはボク好きじゃないのです…それより皆とお話たくさんしたいなぁ
プロローグ,少女リーザ,人狼,ママがいっつもこんな宿帳も書けないうちは男どもをしきるなんて無理だって言うのです■1.コアタイム■2.仮/本決定希望時間■3.やりたいこと・やりたくないこと（戦術等）□4.自己紹介
プロローグ,少女リーザ,人狼,■1　20時～0時くらいかな。日中の鳩さんは不定期です■2　仮と本の間が十分あいていればボクは皆さんに合わせるです■3　参加した責任と思いやり。これだけあればボクは十分です□4　えっとえっと、リーザです。あんまりたくさんの人とお喋りしたことってボクないの…だからたくさんおしゃべりしたいのです！えへへ
プロローグ,村娘パメラ,村人,ﾔｯﾁﾏｲﾅｰ…はっ、極道なんているわけないじゃない。みんなおおげさなんだから[...は懐に何か光るものをしまいこんだ]
プロローグ,少女リーザ,人狼,パメラ姐さんこんにちはなのです年上の女の人は姐さんって呼べってママが言ってたですあ、ママの声だ！見つからないようにボクいったん隠れるですまたあとで皆とお話するの！たくさん人が集まるといいなぁ
プロローグ,村娘パメラ,村人,■1.不定期ね。21:00～更新時間には大体いるわね。■2.22:45/23:15　強い希望はないわ。■3.自己責任でどうぞ。嫌いな事は特にないわ。□4.楽しくやりましょ
プロローグ,村娘パメラ,村人,＞リザちゃんあんまりカタg…いえ、他の人がいるところで「姐さん」って呼ばないでね？みんなびっくりしちゃうでしょ？それじゃあ私は賭場…いえ、仕事があるから。またねー
プロローグ,神父ジムゾン,村人,やれ、抗争がないと患者が少なくて暇ですねえ。誰か新薬「ワオンナール」の献体になって下さる方はいませんかね（ﾁﾗｯ自信作なんですよ、飲んだ人は狼にも負けない腕っ節になるという優れものです。
プロローグ,神父ジムゾン,村人,宿帳ありがとう、リーザ。■1.割と不定期ですが21:00には顔出せるようにしますよ■2.仮22:45/本23:15で。時間に余裕を持ちたいものです。■3.村騙り好きじゃないんですよねえ。只でさえ初日は喉足りないというのに確認に使うのがもったいなくて…□4.後ろ暗い薬剤師です。無免許ですが治療も出来ますよ。
プロローグ,神父ジムゾン,村人,老>>3若頭さんなら治療のついでに新薬の実験台になって貰いましたよ。オフィスのベッドにつっこんでおきました。…どんな効果が出るか楽しみですね（ﾆｺﾘ妙>>8沢山集まると良いですねえ、献体が沢山…いえ、何でもありませんよ？娘>>10博打も良いですが治療費ちゃんと払って下さいね。ええ、パメラさんが踏み倒さないと信じてますよ。
プロローグ,神父ジムゾン,村人,おっと。急患が来たので退席しますね。では、また夜にでも会いましょう。ついでに一言を。【突然死のない楽しい村にしましょう】一期一会の仲間ですから皆で楽しまなきゃ損ってもんです。
プロローグ,羊飼いカタリナ,人狼,にゃー?
プロローグ,羊飼いカタリナ,人狼,■1.不定期にゃー■2.仮22:30/本23:00にゃ〜?■3.自吊り希望は勝ち負け関係なく吊るにゃん。後は特にないにゃん。□4.めえめえちゃんに囲まれてばかりで、こんなに人が多いところは初めてにゃ・・・・。不安だにゃぁ・・・・・。
プロローグ,羊飼いカタリナ,人狼,また後でにゃ〜
プロローグ,農夫ヤコブ,村人,頼まれてた植物の栽培に成功しただよ～。ここに置いておくだぁ。っ[大量の真っ赤な花]んだが、なんだべこの花。薬になるってホントだか…？えらい色してるだよ？
プロローグ,村娘パメラ,村人,ちらっと鳩リナにジムはよろしくね。神>>13バフ○リンのほうが、あんたの薬より効果あるじゃないの。『イフ』＝「もし頭痛が治ったらこの薬のおかげです」なんて、詐欺もいいとこよ！このヤブ医者！
プロローグ,村娘パメラ,村人,それに、結局効かないし…なんでこんな薬もらったんだろ…ヤコブもよろしくね。なんか、凄い色してるわよ、その花。薬っていうより……毒？それじゃあ取りたt…げふん、回収業務があるからまたあとでね。
プロローグ,農夫ヤコブ,村人,あ、オラも宿帳書かねば。■1.20時か21時くらいから夜明け少し。昼は畑行ってるから、顔出せねぇと思うだよ。朝は…期待せんでけれ。■2.夜明け30分前には本決定あればいいんでねぇか。■3.作戦は自己責任、説明ヨロシク。とにかく皆で楽しめる村にするのが一番だべな。□4.おっすオラ農夫！最近はジムゾンに頼まれて「ワオンローズ」とかいう花栽培してるべ。
プロローグ,農夫ヤコブ,村人,ほいじゃ皆、しばらくよろしくだぁよ。>>20オラも、これが薬になるって言われてもちょっと信じられんだよ……ま、ジムゾンが言うからにゃ間違いないと信じてるだよ。あの人、腕は確かだべ、腕は。きっと大丈夫。たぶん。…もしかしたら。オラ、晩飯食ってくるだ。また後でな～。
プロローグ,老人モーリッツ,村人,ワシも宿帳を書いておくかの。■1.だいたい20:00～夜明けまでじゃの。■2.仮22:45本23:15でいいと思うがの。■3.各人が好きにすればよかろう。ただし、奇策を取るからには勝算を持ってやるのが男じゃぞ。□4.親分、と読んでくれる者もいるのう。こんな老いぼれを親代わりに感じてくれるとは、ありがたい事じゃ。おお、盃を交わした皆が集まっておるの。…パメラや、取立てはやりすぎんようにの。
プロローグ,老人モーリッツ,村人,最近は取り締まりが厳しくなっとるからのう…。ヘマをして捕まったら元も子もないでな。ヤコブも、気をつけることじゃ。おぬしはそれを『薬になる花だと思っている』のじゃ。間違えても、正体を知っていてはならん。おぬしは【闇医者に騙されている善良な男】でなければならぬのじゃよ…。
プロローグ,少女リーザ,人狼,ただいまです！うまくママのこと巻いてやったの!その後見つかったけど、ママ、「その隠れる技術があれば誰と一緒になっても大丈夫ね」ってボクに言ってくれたの。どういう意味かなぁ?わぁ!人増えてるです！！嬉しいです！！えへへ
プロローグ,老人モーリッツ,村人,医（神）>>13　なにやら怪しげじゃが、おぬしも、腐ってもワシの組のお抱えじゃしのう。腕は信じておるぞ。
プロローグ,少女リーザ,人狼,パメラ姐さん>>10　うん、気をつけるです。でもこの村なら大丈夫かな？ママやママと一緒にいる人たちとおんなじような人いっぱいですパメラ姐さん優しいから、またボクが間違ってたら教えて欲しいのですジムゾンさん＞近いうちにママのお友達がお邪魔するって言ってたです「お喋りしたくなるお薬」用意しておいてください、だってカタリナさん＞にゃーにゃーかわいいです！ボクの周りにはいないタイプの人なの
プロローグ,少女リーザ,人狼,ヤコブさん＞おはな綺麗だなぁ。でもそれはたかい花だから子供は触っちゃダメって言われました。ママのダメって言うこと守らない人はいつの間にかいなくなっちゃうのだからボクもちゃんと守るのですおじいちゃん＞おじいちゃんがいたよって言ったらママがそのおじいちゃんの話は将来絶対役に立つからちゃんと聞いておきなさい！だって！だからボクはおじいちゃんの話はちゃんと聞くのです！えへへ
プロローグ,老人モーリッツ,村人,そーかそーか、リーザは偉い子じゃのう。あいつの子とは思えんほどしっかりした子じゃ。
プロローグ,村長ヴァルター,狂人,人狼組のカチコミ情報がタレ込まれたって本当か。情報源はゲルトだと？
プロローグ,羊飼いカタリナ,人狼,あっ　こらっ　めえめえっ　だめにゃー[…は、赤い花を食べようとしている羊達を必死に止めた]何にゃ？　すんごくおかしい匂いがする花にゃ。にゃっ 危険な香りってヤツにゃん。隠したほうがいいにゃ[…は鼻をつまんで、花を棚に押し込んだ]
