プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,青年ヨアヒム,人狼,こんにちはー。
プロローグ,青年ヨアヒム,人狼,誰か来ないかなぁ。僕だけじゃあ、心細いなぁー。さすがにゲルト君と僕２人だけじゃ、狼は倒せる気がしないよ；
プロローグ,司書クララ,霊能者,こんにちはー自警団募集の張り紙を見て来ましたー
プロローグ,司書クララ,霊能者,（って、えぇーまだ2人だけ！？しかも1人はうとうとしてるし）
プロローグ,司書クララ,霊能者,とりあえず募集要項にあったアンケート置いていきますね。■１.詰め所に来れる時間帯■２.仮/本決定時間の希望■３.やりたい作戦やりたくない作戦□４.自己紹介
プロローグ,司書クララ,霊能者,■１.不定期だけどまめに来れると思います。■２.なので皆さんのご都合にあわせますー。■３.あんまり面倒なのは好きじゃないですね。いや、やりたい人がいるならやりますが…。□４.村のお役に立てればと来ました←建前|超えられない壁|本音→誰かいい人いないかなぁ…。
プロローグ,青年ヨアヒム,人狼,ああ、やっと一人来たね！良かった～。クララちゃん、宜しくね。自警団かぁ。クララちゃん、見た目によらず腕っぷしがあるようだね。僕、安心しちゃうなぁ～。僕はもやしっ子だからね。情けないことだけどね;
プロローグ,青年ヨアヒム,人狼,早速、クララちゃんのアンケートに答えるよ。■1.昼間、もしくは夜中だね。鳩さんの調子も良いから、まめに来れるよ。■2.仮決定8時、本決定11時が助かるよ。■3.特に拘りはないね。□4.可愛い子が大好きだなぁ。デートに誘いたい。(僕にそんな勇気はないけど;)
プロローグ,司書クララ,霊能者,あら、だって狼と戦うとかなんとか…男はみんな狼とか、そういうことかしら。
プロローグ,青年ヨアヒム,人狼,あはは、じゃあクララちゃんにとっては僕も狼なのかな？でも、確かに男はみんな狼なのかもね。クララちゃん、夜道には気をつけて帰るんだよ。
プロローグ,青年ヨアヒム,人狼,うーん。なかなか人が集まらないようだね。僕はいつまで狼に怯えなければいけないのだろう。クララちゃん、今日は一緒に宿に泊まろうよ。夜は、怖いからさ。
プロローグ,司書クララ,霊能者,そうですねー、じゃ3人でお布団並べて寝ましょうか。あ、もちろんゲルトさんが真ん中ですよ？
プロローグ,青年ヨアヒム,人狼,クララちゃんは、ゲルト君のほうが好みなのかい？それとも、僕が怖いから？あはは、冷たいなぁ。でも、そんなクララちゃんも可愛いと思うよ。あ、夜は狼と間違えて僕を殴ったりしないでくれよ。君のパンチは怖いからね。
プロローグ,司書クララ,霊能者,（この人やっぱり色んな意味で狼かもしれない！誰か助けて～～）
プロローグ,旅人ニコラス,狩人,ふむ、この村で一番安全そうなのはここだな。自警団募集って書いてあるし。
プロローグ,旅人ニコラス,狩人,げ、アンケートか。適当に答えておこう。旅人だし。■１．不定期■２．任せる■３．任せる□４．めんどくさ……旅人。以上。
プロローグ,旅人ニコラス,狩人,む、これだと印象が悪いか。いや、まあいいか。ヨアヒムとクララは仲が良さそうだな。いいことだ、たぶん。
プロローグ,旅人ニコラス,狩人,む、これだと印象が悪いか。いや、まあいいか。ヨアヒムとクララは仲が良さそうだな。いいことだ、たぶん。
プロローグ,旅人ニコラス,狩人,大事なことなので二回言ってしまった。まあ、ここは若い２人に任せて、のんびり外を見て回るか。
プロローグ,青年ヨアヒム,人狼,ようこそ、旅人君。仲良くしてね。旅人君は、めんどくさがり屋さんなんだね。長旅で疲れたのかな？お疲れ様。ところで、クララちゃんが僕を嫌っているみたいなんだ。愛情の裏返しかなぁ？
プロローグ,司書クララ,霊能者,あら、今度は旅人さん…（なんかこの人も無愛想な感じね）じゃ、ヨアヒムさん＞旅人さん＞ゲルトさん＞私の順で。もっと間に入ってくれる人が来てくれないと、安心して眠れないわ…！！
プロローグ,旅人ニコラス,狩人,うむ、仲良くするか。みんなよろしく、だ。だが俺はめんどくさがり屋じゃないぞ。そう、あれだ、冬に向けて体力を温存してるんだ。そして、あれだ、ヨアヒム。押してダメなら引いてみろという言葉があってだな。つまりそういうことだ、たぶん。
プロローグ,旅人ニコラス,狩人,>>22いや、別の部屋に泊まればそれでいいような……。まあ、いいか。宿代が大変だからな。めんどくさいし。
プロローグ,青年ヨアヒム,人狼,>旅人君 そうか、冬ごもりなんだね。僕も体力温存しようかな。あと、押してダメなら引いてみろ、ね。アドバイスありがとう。だけど、可愛い子がいるとつい声をかけたくなるんだ。君も男なら、分かるはずさ。
プロローグ,青年ヨアヒム,人狼,>>22あはは、冷たいね！部屋が楽しくなってきたね。ちょっと狭いけど。僕＞旅人君＞ゲルト君＞クララちゃん男に挟まれて寝る、旅人君が少し可哀想だね。ゲルト君の位置が、羨ましいね。交換して欲しいよ！
プロローグ,旅人ニコラス,狩人,いやいや、むしろかわいい女の子から声かけてきてもらえた方が嬉しいだろ？　いや、そんな経験はないが。だがこう、にじみ出る男らしさというか、そういうものが備わっていればあるいは。というか、かわいそうと思うなら俺と場所換わってくれよ。ちょっとクララに近づけるし、そっちの方がいいだろ。なあ？
プロローグ,青年ヨアヒム,人狼,>旅人君 うーん、僕にもそんな経験はないよ。残念だ。あと、待つくらいなら、クララちゃんに好みを聞いたほうが早くないかい？良い方法を思いついたよ。僕と旅人君とゲルト君の3人で、クララちゃんを囲むように寝るんだ。男3人が周りにいれば、狼も平気さ！
プロローグ,旅人ニコラス,狩人,たしかにそうだな、ヨアヒムいいこと言った。というわけでクララ、好みの男のタイプを教えてくれ。個人的には緑の人とかおすすめだぞ。……ただ、男三人で囲んで寝るのはさすがにどうかと思うぞ。なんつーか、見た目があやしすぎる。
プロローグ,司書クララ,霊能者,わ、私はオットーさんやヤコブさんみたいにちゃんとお仕事してる人がいいなって…恋愛抜きに、人間として（ﾎﾞｿｯ（やばいやばい、この人達絶対やばい！誰か助けてー！！）
プロローグ,旅人ニコラス,狩人,おい、二ート青年、なんかひどいこと言われてるぞ。残念だったな。……え？　いや、俺は仕事してるぞ、うん。なんつーの、職業旅人っていうか、そういう感じで。あ、あれだよ、吟遊詩人ってやつだよ。まあ、今日は得意な詩が全部出張中だから披露できないけど。
プロローグ,青年ヨアヒム,人狼,うん、残念だ。僕もちゃんと働かないとね、あはは。旅人君の詩も、いつか聞かせてくれよ。（オットーと、ヤコブか。奴らが来たら、何て言ってやろうか。）
プロローグ,司書クララ,霊能者,（募集用の張り紙に書き足しておこう）「この村は男狼がいっぱいです。女性陣は力をあわせて戦いましょう！」
プロローグ,旅人ニコラス,狩人,いやいや、狼じゃないぞ、紳士だし。むしろ愛の狩人だから。なあ、ヨアヒム君？
プロローグ,青年ヨアヒム,人狼,そうだなぁ。こんなにもクララちゃんに嫌われると、ちょっと悲しいよ。でも、「この村は男狼がいっぱいです。女性陣は力をあわせて戦いましょう！」と張り紙に書き足してくれたようだよ。これは嬉しいね。女の子がいっぱい来る予感がするよ。
プロローグ,司書クララ,霊能者,じゃ、もう一言書いちゃおうかな。「紳士的で素敵な男性も大募集！」こう書いておけば、きっとパメラさんがやって来ますよ♪
