プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,神父ジムゾン,村人,おお、さむいさむいシベリアとアバシリは似ているそうは思いませんかねぇ
プロローグ,負傷兵シモン,村人,どちらも流刑地だな
プロローグ,村娘パメラ,人狼,流刑地だなんて！恐ろしいわ。
プロローグ,神父ジムゾン,村人,村娘と村狼は似ているパメラとガメラくらいには似ているそうは思いませんかね
プロローグ,少年ペーター,村人,ああ寒い寒い面白い話をしているのかと思ったら…寒い寒いww
プロローグ,老人モーリッツ,村人,呼んだ？
プロローグ,老人モーリッツ,村人,やっほー！春風を運ぶモーリッツだよ。よろしくね～■1.コアタイム■2.仮決定/本決定希望■3.やりたいこと/やりたくないこと■4.自己紹介
プロローグ,老人モーリッツ,村人,■1.不定期ね。決定回りは出来るだけ居るわよ。■2.仮/21：15　本/21：45位かしら。■3.突然死無くエピを迎えたいわね。■4.極寒の村に春を届けにやって来たのよ。よろしくねー！それじゃ私は美容の為にも失礼するわ。女はまだまだここからよ～。ｳﾌﾌ。
プロローグ,神父ジムゾン,村人,今年の春は、先が短そうですな■1.夜が多いと思うけれど、基本不定期。土曜だけは昼かな■2.仮21：00/本21：30くらいかな■3.あまり細かいことには拘らないかな■4.適当に思ったことを垂れ流そうかと思うよ。同意も理解も求めていないかわりに、同意も理解もしないかもしれない。陸の孤島のような自由が愛おしい。
プロローグ,村長ヴァルター,村人,みんな、集まっているかな？
プロローグ,村長ヴァルター,村人,■1.村長の仕事は忙しい。不定期になるが、時間さえ取れれば昼間でも可能だろう■2.夜明けの３０分前に本決定、更にその３０分前に仮決定が望ましいな。■3.熱くならずに楽しくできることを望むよ■4.流刑地だのなんだの言われているが、スキーなどの観光業で栄えているのだよ
プロローグ,村長ヴァルター,村人,出来れば村の皆が集まってくると良いのだがな……さて、私室に戻るとしよう
プロローグ,行商人アルビン,村人,ここが極寒の村か...村人の懐まで寒くないと良いけど。
プロローグ,行商人アルビン,村人,■1.基本夜■2.仮21:15/本21:45■3.楽しく過ごせたら満足です■4.しがない行商人でございます。ところで、お酒はおやりになりますか？ このウォッカなどは如何でしょうか。
プロローグ,村娘パメラ,人狼,■1.不定期よ！昼間も喋れるわ。楽しくお喋りしましょうね（*^_^*）■2.仮決定21:30、本決定21:45かしら？その時々で合わせられるようにするわ。■3.悪口はやめましょう！私も思いやりを持って話せるように頑張るわ。気にさわることを言ってしまったらどしどし注意してちょうだい。■4.スキー場手伝いをしているけど、私自身は運動音痴なのよ…内緒にしてね。
プロローグ,司書クララ,人狼,おこんばんはー
プロローグ,司書クララ,人狼,隠れ爆乳と噂の司書クララです！みんなヨロシクね☆
プロローグ,司書クララ,人狼,■1.夜メインです。でも明日だけは、夜明けに間に合わないかもしれないのです。なるべく早くに戻りますね。■2.仮21:15/本21:45　くらいなら、大丈夫です。■3.楽しくて仲良しな村にしたいです。悪口とか毎日ケンカ腰はやめてくれると嬉しいな。あんまり聞き分けのない子は、クララのお胸で往復ビンタしちゃうぞ☆
プロローグ,司書クララ,人狼,■4.乗りのいい村を目指したい。何の地位もないのにそんなことを考える引っ込み思案な司書クララです。何か楽しい企画があったら、大喜びで乗っかりますわ。たくさん人が集まるといいですね。楽しみにしてますー♪
プロローグ,ならず者ディーター,村人,芯から冷えやがるなあ、この村はよちょいと暖を取らせてもらおうか
プロローグ,旅人ニコラス,霊能者,みーどりー♪さわやかー♪
プロローグ,神父ジムゾン,村人,春が来て気温が高まれば、この村は極寒の村ではなくなるわけだね。つまり、この村は春が来るまでの命のようなものなのだね。『最後の一葉』の逆版なわけだ。「緑が芽吹く頃には、この村は……」と。
プロローグ,神父ジムゾン,村人,そう言っているうちに、緑が芽吹いたようだね。もうだめだあ、おしまいだあ。
プロローグ,ならず者ディーター,村人,■1.夜かね。鳩で眺めるぐれーなら朝も少しはな。■2.仮21時以降、本22時前の範囲ならいつでも。任す。■3.気楽にやれりゃあいーんじゃねえのか？■4.俺は気楽にやるんでな。
プロローグ,ならず者ディーター,村人,なんだとっ緑がくりゃあ寒さが凌げるてえのか！おい旅人！もう10人くらい来い！もしくは増えろ！
プロローグ,少女リーザ,狩人,おっぱいおっぱいおっぱいおっぱい！
プロローグ,少女リーザ,狩人,卒乳？ナニソレ？離乳食？ナニソレ？ごはん？ナニソレ？おっぱいおっぱいおっぱいおっぱい！巨乳サーチ発動！
